Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
-0.0434	0.6824	0.5955	50.0000	50.0000	
-0.0470	0.6656	0.5715	50.0000	50.0000	
-0.0495	0.6492	0.5501	50.0000	50.0000	
-0.0509	0.6327	0.5309	50.0000	50.0000	
-0.0514	0.6161	0.5133	50.0000	50.0000	
-0.0514	0.5998	0.4970	50.0000	50.0000	
-0.0509	0.5834	0.4817	50.0000	50.0000	
-0.0500	0.5673	0.4673	50.0000	50.0000	
-0.0473	0.5513	0.4567	50.0000	50.0000	
-0.0427	0.5362	0.4507	50.0000	50.0000	
-0.0383	0.5209	0.4443	50.0000	50.0000	
-0.0337	0.5046	0.4371	50.0000	50.0000	
-0.0290	0.4875	0.4294	50.0000	50.0000	
-0.0238	0.4687	0.4210	50.0000	50.0000	
-0.0182	0.4490	0.4125	50.0000	50.0000	
-0.0132	0.4300	0.4036	50.0000	50.0000	
-0.0088	0.4121	0.3945	50.0000	50.0000	
-0.0055	0.3959	0.3848	50.0000	50.0000	
-0.0028	0.3805	0.3749	50.0000	50.0000	
-0.0008	0.3665	0.3650	50.0000	50.0000	
0.0008	0.3532	0.3549	50.0000	50.0000	
0.0020	0.3409	0.3449	50.0000	50.0000	
0.0029	0.3295	0.3354	50.0000	50.0000	
0.0036	0.3191	0.3264	50.0000	50.0000	
0.0041	0.3097	0.3179	50.0000	50.0000	
0.0044	0.3014	0.3102	50.0000	50.0000	
0.0047	0.2939	0.3034	50.0000	50.0000	
0.0049	0.2875	0.2972	50.0000	50.0000	
0.0049	0.2818	0.2915	50.0000	50.0000	
0.0048	0.2766	0.2862	50.0000	50.0000	
0.0046	0.2718	0.2809	50.0000	50.0000	
0.0043	0.2668	0.2753	50.0000	50.0000	
0.0042	0.2604	0.2688	50.0000	50.0000	
0.0042	0.2516	0.2600	50.0000	50.0000	
0.0038	0.2407	0.2483	50.0000	50.0000	
0.0023	0.2286	0.2332	50.0000	50.0000	
0.0006	0.2181	0.2194	50.0000	50.0000	
-0.0010	0.2144	0.2125	50.1500	50.0000	
-0.0032	0.2238	0.2175	72.2500	50.0000	
-0.0050	0.2382	0.2281	65.1750	49.9500	
-0.0054	0.2306	0.2198	64.9750	47.0750	
-0.0062	0.2239	0.2115	70.3250	38.7000	
-0.0073	0.2236	0.2091	71.8750	38.3750	
-0.0087	0.2208	0.2034	73.7500	42.9750	
-0.0102	0.2171	0.1968	74.3250	46.1500	
-0.0118	0.2167	0.1932	74.5000	47.8750	
-0.0138	0.2182	0.1906	74.3000	48.5500	
-0.0164	0.2181	0.1853	74.0000	49.5750	
-0.0204	0.2242	0.1834	72.3500	50.6250	
-0.0238	0.2324	0.1847	69.7000	52.4750	
-0.0265	0.2416	0.1886	67.7500	53.4000	
-0.0284	0.2458	0.1889	67.1500	52.3250	
-0.0296	0.2468	0.1876	67.0000	52.2750	
-0.0303	0.2466	0.1860	66.5750	52.3250	
