Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
-0.4879	0.6287	0.7796	50.0000	50.0000	
-0.4627	0.5965	0.7415	50.0000	50.0000	
-0.4402	0.5676	0.7064	50.0000	50.0000	
-0.4211	0.5428	0.6742	50.0000	50.0000	
-0.4074	0.5243	0.6443	50.0000	50.0000	
-0.3957	0.5081	0.6163	50.0000	50.0000	
-0.3840	0.4922	0.5901	50.0000	50.0000	
-0.3726	0.4769	0.5658	50.0000	50.0000	
-0.3615	0.4620	0.5432	50.0000	50.0000	
-0.3506	0.4475	0.5221	50.0000	50.0000	
-0.3399	0.4335	0.5025	50.0000	50.0000	
-0.3294	0.4198	0.4842	50.0000	50.0000	
-0.3189	0.4065	0.4695	50.0000	50.0000	
-0.3086	0.3936	0.4561	50.0000	50.0000	
-0.2984	0.3810	0.4450	50.0000	50.0000	
-0.2882	0.3686	0.4360	50.0000	50.0000	
-0.2782	0.3565	0.4272	50.0000	50.0000	
-0.2686	0.3449	0.4184	50.0000	50.0000	
-0.2593	0.3336	0.4093	50.0000	50.0000	
-0.2504	0.3227	0.4000	50.0000	50.0000	
-0.2422	0.3125	0.3905	50.0000	50.0000	
-0.2347	0.3031	0.3809	50.0000	50.0000	
-0.2279	0.2945	0.3711	50.0000	50.0000	
-0.2220	0.2868	0.3613	50.0000	50.0000	
-0.2168	0.2800	0.3518	50.0000	50.0000	
-0.2124	0.2741	0.3425	50.0000	50.0000	
-0.2089	0.2692	0.3337	50.0000	50.0000	
-0.2058	0.2648	0.3254	50.0000	50.0000	
-0.2030	0.2609	0.3179	50.0000	50.0000	
-0.2009	0.2577	0.3111	50.0000	50.0000	
-0.1994	0.2554	0.3050	50.0000	50.0000	
-0.1987	0.2540	0.2996	50.0000	50.0000	
-0.1983	0.2531	0.2952	50.0000	50.0000	
-0.1981	0.2525	0.2916	50.0000	50.0000	
-0.1981	0.2522	0.2888	50.0000	50.0000	
-0.1981	0.2520	0.2868	50.0000	50.0000	
-0.1981	0.2518	0.2853	50.0000	50.0000	
-0.1981	0.2517	0.2842	50.0000	50.0000	
-0.1980	0.2515	0.2834	50.0000	50.0000	
-0.1979	0.2513	0.2826	70.7000	50.0000	
-0.1978	0.2511	0.2819	73.1000	50.0000	
-0.1976	0.2508	0.2811	62.4000	62.0000	
-0.1974	0.2505	0.2801	49.7000	98.0000	
-0.1973	0.2501	0.2787	49.9000	95.1000	
-0.1971	0.2498	0.2775	50.0000	50.1000	
-0.1969	0.2495	0.2762	50.0000	50.0000	
-0.1967	0.2491	0.2749	49.6000	51.8000	
-0.1966	0.2488	0.2737	49.6000	50.1000	
-0.1965	0.2486	0.2725	48.6000	50.4000	
-0.1964	0.2484	0.2714	46.5000	74.7000	
-0.1963	0.2482	0.2705	43.3000	75.8000	
-0.1963	0.2481	0.2697	44.4000	64.6000	
-0.1963	0.2481	0.2691	43.8000	77.7000	
-0.1964	0.2481	0.2687	40.7000	88.2000	
-0.1965	0.2482	0.2688	42.7000	88.5000	
-0.1966	0.2484	0.2692	46.6000	89.8000	
-0.1968	0.2486	0.2697	45.1000	93.5000	
-0.1969	0.2488	0.2701	46.9000	91.6000	
-0.1970	0.2489	0.2704	46.6000	91.3000	
-0.1971	0.2491	0.2704	46.9000	90.0000	
-0.1973	0.2492	0.2700	45.8000	87.8000	
-0.1974	0.2493	0.2692	43.8000	85.1000	
-0.1976	0.2493	0.2683	44.3000	83.1000	
-0.1977	0.2494	0.2669	44.4000	80.5000	
-0.1979	0.2494	0.2653	43.7000	80.1000	
-0.1981	0.2494	0.2634	43.4000	80.2000	
-0.1984	0.2494	0.2611	42.1000	79.1000	
-0.1986	0.2494	0.2585	42.5000	79.1000	
-0.1989	0.2494	0.2556	42.0000	78.3000	
-0.1992	0.2494	0.2526	44.2000	78.0000	
-0.1996	0.2494	0.2493	43.9000	77.7000	
-0.1999	0.2494	0.2457	44.7000	77.6000	
-0.2003	0.2494	0.2418	43.5000	77.6000	
-0.2007	0.2494	0.2379	44.5000	77.5000	
-0.2011	0.2495	0.2337	43.6000	77.5000	
-0.2016	0.2495	0.2296	44.9000	77.1000	
