Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
0.3393	0.3385	0.7911	50.0000	50.0000	
0.3195	0.3352	0.7560	50.0000	50.0000	
0.3001	0.3321	0.7216	50.0000	50.0000	
0.2811	0.3291	0.6879	50.0000	50.0000	
0.2623	0.3261	0.6546	50.0000	50.0000	
0.2435	0.3232	0.6212	50.0000	50.0000	
0.2247	0.3204	0.5881	50.0000	50.0000	
0.2059	0.3177	0.5550	50.0000	50.0000	
0.1872	0.3151	0.5221	50.0000	50.0000	
0.1689	0.3126	0.4898	50.0000	50.0000	
0.1509	0.3101	0.4582	50.0000	50.0000	
0.1335	0.3077	0.4277	50.0000	50.0000	
0.1169	0.3054	0.3983	50.0000	50.0000	
0.1013	0.3032	0.3709	50.0000	50.0000	
0.0866	0.3010	0.3450	50.0000	50.0000	
0.0720	0.2988	0.3192	50.0000	50.0000	
0.0590	0.2951	0.2951	50.0000	50.0000	
0.0486	0.2880	0.2730	50.0000	50.0000	
0.0399	0.2807	0.2536	50.0000	50.0000	
0.0321	0.2735	0.2359	50.0000	58.0750	
0.0261	0.2657	0.2206	50.0000	85.4000	
0.0215	0.2575	0.2075	50.0000	87.8250	
0.0182	0.2490	0.1964	50.0000	89.0000	
0.0162	0.2403	0.1873	50.0000	88.7750	
0.0158	0.2311	0.1804	67.9250	88.3500	
0.0169	0.2214	0.1757	74.8750	88.1750	
0.0187	0.2122	0.1727	75.0750	88.1250	
0.0207	0.2043	0.1707	75.1500	88.1000	
0.0225	0.1977	0.1693	75.0250	88.2750	
0.0240	0.1923	0.1682	75.1000	88.5250	
0.0252	0.1882	0.1675	75.1500	88.7500	
0.0262	0.1847	0.1667	75.1750	89.3500	
0.0268	0.1822	0.1661	75.1750	89.8250	
0.0273	0.1801	0.1655	75.2000	90.3000	
0.0275	0.1782	0.1647	75.3750	90.3000	
0.0276	0.1767	0.1639	75.2750	90.6500	
0.0276	0.1759	0.1633	75.3750	91.0500	
0.0276	0.1751	0.1627	75.3250	91.7500	
0.0275	0.1746	0.1623	75.4000	91.9250	
0.0276	0.1736	0.1617	75.0500	92.4750	
0.0278	0.1719	0.1609	75.0750	93.1000	
0.0282	0.1700	0.1603	75.3500	92.8500	
0.0289	0.1666	0.1593	75.3250	93.2750	
0.0296	0.1637	0.1584	75.3250	92.9250	
0.0298	0.1630	0.1583	75.1250	93.1000	
0.0299	0.1625	0.1581	75.2000	93.0250	
0.0298	0.1625	0.1581	75.1250	93.1500	
0.0296	0.1638	0.1585	75.4000	93.4750	
0.0290	0.1662	0.1591	75.4250	93.5500	
0.0283	0.1691	0.1599	75.2500	94.0000	
0.0278	0.1715	0.1607	74.8500	94.1500	
0.0275	0.1730	0.1611	74.5000	94.6000	
0.0275	0.1727	0.1609	74.1750	94.8750	
0.0277	0.1715	0.1605	73.7750	95.0500	
0.0280	0.1696	0.1597	73.7750	95.1000	
0.0281	0.1697	0.1600	72.0250	95.6000	
0.0279	0.1694	0.1595	72.3500	95.3500	
0.0275	0.1712	0.1600	70.9750	96.1250	
0.0273	0.1705	0.1592	57.6000	95.6250	
0.0272	0.1700	0.1587	60.3500	95.3750	
0.0270	0.1706	0.1588	63.7000	95.9500	
