Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
0.3233	0.6715	0.5721	50.0000	50.0000	
0.3088	0.6541	0.5495	50.0000	50.0000	
0.2960	0.6367	0.5291	50.0000	50.0000	
0.2846	0.6192	0.5106	50.0000	50.0000	
0.2745	0.6020	0.4936	50.0000	50.0000	
0.2653	0.5849	0.4779	50.0000	50.0000	
0.2568	0.5681	0.4631	50.0000	50.0000	
0.2507	0.5521	0.4514	50.0000	50.0000	
0.2488	0.5380	0.4455	50.0000	50.0000	
0.2473	0.5226	0.4397	50.0000	50.0000	
0.2460	0.5050	0.4337	50.0000	50.0000	
0.2443	0.4861	0.4269	50.0000	50.0000	
0.2419	0.4664	0.4190	50.0000	50.0000	
0.2391	0.4468	0.4106	50.0000	50.0000	
0.2362	0.4265	0.4019	50.0000	50.0000	
0.2334	0.4046	0.3929	50.0000	50.0000	
0.2303	0.3826	0.3835	50.0000	50.0000	
0.2267	0.3614	0.3737	50.0000	50.0000	
0.2223	0.3425	0.3635	50.0000	50.0000	
0.2173	0.3256	0.3530	50.0000	50.0000	
0.2117	0.3110	0.3424	50.0000	50.0000	
0.2058	0.2986	0.3319	50.0000	50.0000	
0.1995	0.2882	0.3214	50.0000	50.0000	
0.1931	0.2798	0.3113	50.0000	50.0000	
0.1866	0.2731	0.3015	50.0000	50.0000	
0.1800	0.2668	0.2917	50.0000	50.0000	
0.1727	0.2597	0.2808	50.0000	50.0000	
0.1643	0.2499	0.2678	50.0000	50.0000	
0.1564	0.2369	0.2548	50.0000	50.0000	
0.1494	0.2250	0.2430	50.0000	50.0000	
0.1436	0.2137	0.2329	50.0000	50.0000	
0.1384	0.2031	0.2237	74.2000	50.0000	
0.1330	0.1953	0.2151	74.5000	50.0000	
0.1278	0.1897	0.2072	75.1000	50.0000	
0.1224	0.1862	0.1995	74.7000	29.6000	
0.1166	0.1858	0.1921	74.3000	39.7000	
0.1108	0.1881	0.1855	73.7000	43.1000	
0.1053	0.1927	0.1798	73.2000	43.3000	
0.1011	0.1945	0.1750	70.0000	42.9000	
0.0971	0.1952	0.1702	63.7000	44.2000	
0.0936	0.1989	0.1668	59.8000	44.7000	
0.0911	0.2010	0.1641	56.8000	45.8000	
0.0898	0.1999	0.1622	56.0000	46.1000	
0.0896	0.1941	0.1605	58.6000	46.2000	
0.0901	0.1860	0.1591	63.0000	46.5000	
0.0906	0.1783	0.1578	68.4000	46.8000	
