Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
0.6781	0.3385	0.7911	50.0000	50.0000	
0.6469	0.3352	0.7560	50.0000	50.0000	
0.6162	0.3321	0.7216	50.0000	50.0000	
0.5862	0.3291	0.6879	50.0000	50.0000	
0.5565	0.3261	0.6546	50.0000	50.0000	
0.5268	0.3232	0.6212	50.0000	50.0000	
0.4973	0.3204	0.5881	50.0000	50.0000	
0.4678	0.3177	0.5550	50.0000	50.0000	
0.4383	0.3151	0.5220	50.0000	50.0000	
0.4095	0.3126	0.4898	50.0000	50.0000	
0.3813	0.3101	0.4581	50.0000	50.0000	
0.3541	0.3077	0.4276	50.0000	50.0000	
0.3279	0.3054	0.3982	50.0000	50.0000	
0.3034	0.3032	0.3708	50.0000	50.0000	
0.2802	0.3010	0.3448	50.0000	50.0000	
0.2571	0.2988	0.3189	50.0000	50.0000	
0.2358	0.2951	0.2947	50.0000	50.0000	
0.2166	0.2880	0.2726	50.0000	50.0000	
0.1999	0.2804	0.2532	50.0000	50.0000	
0.1848	0.2729	0.2357	50.0000	58.2250	
0.1721	0.2646	0.2206	50.0000	85.7250	
0.1613	0.2559	0.2076	50.0000	87.8500	
0.1522	0.2471	0.1966	50.0000	88.9000	
0.1449	0.2381	0.1875	50.8250	88.6750	
0.1397	0.2283	0.1806	74.3500	88.1750	
0.1362	0.2185	0.1756	74.6000	87.8500	
0.1343	0.2097	0.1725	74.7500	87.7000	
0.1333	0.2023	0.1706	74.9750	87.5500	
0.1327	0.1962	0.1692	75.0000	87.4250	
0.1321	0.1909	0.1680	75.0250	87.6500	
0.1315	0.1865	0.1669	75.0000	87.9250	
0.1308	0.1827	0.1657	75.0250	88.3250	
0.1298	0.1795	0.1642	75.1250	88.7750	
0.1286	0.1766	0.1626	74.9500	88.9250	
0.1273	0.1741	0.1608	75.1000	89.4000	
0.1259	0.1721	0.1590	75.1000	89.9750	
0.1242	0.1704	0.1570	74.7250	90.7250	
0.1223	0.1684	0.1546	74.9000	91.5500	
0.1199	0.1660	0.1516	74.8000	92.2250	
0.1168	0.1632	0.1479	74.7250	93.4750	
0.1128	0.1591	0.1431	74.7250	94.8500	
0.1073	0.1547	0.1364	74.7750	96.4000	
0.0995	0.1490	0.1271	75.0250	97.8000	
0.0886	0.1442	0.1145	75.0000	97.7250	
0.0752	0.1429	0.0994	74.6000	95.5750	
0.0621	0.1420	0.0847	74.5500	92.2750	
0.0501	0.1397	0.0711	74.5750	90.2250	
0.0400	0.1377	0.0598	75.1000	88.7250	
0.0318	0.1363	0.0505	75.1000	85.8750	
0.0250	0.1357	0.0428	74.7250	83.2250	
0.0193	0.1357	0.0365	74.9750	81.0750	
0.0145	0.1353	0.0311	74.9500	79.1750	
0.0106	0.1351	0.0268	75.0500	77.6000	
0.0072	0.1350	0.0230	74.9250	76.9500	
0.0046	0.1350	0.0201	74.8250	76.5500	
0.0024	0.1350	0.0176	74.8000	75.8250	
0.0005	0.1350	0.0156	74.6000	75.6250	
-0.0010	0.1350	0.0139	74.3750	75.6000	
-0.0022	0.1349	0.0125	74.6500	75.8250	
-0.0033	0.1351	0.0113	74.4750	75.2250	
-0.0043	0.1350	0.0103	73.9000	75.5000	
-0.0050	0.1352	0.0094	72.8000	75.2750	
-0.0057	0.1352	0.0086	71.6000	75.3500	
-0.0063	0.1353	0.0080	69.7750	75.1500	
-0.0069	0.1359	0.0075	68.3500	75.3500	
-0.0073	0.1355	0.0069	68.1250	74.9500	
-0.0078	0.1356	0.0064	67.3250	75.2500	
-0.0081	0.1356	0.0060	65.9750	75.1750	
-0.0084	0.1356	0.0057	66.0750	74.8500	
-0.0088	0.1358	0.0054	66.5500	75.0750	
-0.0090	0.1358	0.0050	66.1250	75.2500	
-0.0093	0.1359	0.0048	65.9500	75.3250	
-0.0095	0.1360	0.0045	66.5250	75.2500	
-0.0097	0.1360	0.0043	67.0500	74.9250	
-0.0099	0.1362	0.0041	68.4000	75.0500	
-0.0101	0.1361	0.0039	68.0500	75.0250	
-0.0103	0.1362	0.0037	68.4000	74.9500	
-0.0105	0.1362	0.0035	68.7000	74.8500	
-0.0106	0.1362	0.0034	68.6250	74.8500	
-0.0107	0.1362	0.0032	69.2000	74.8000	
-0.0109	0.1364	0.0031	69.4500	74.8500	
-0.0110	0.1364	0.0030	69.8500	74.8000	
-0.0111	0.1365	0.0028	69.8250	74.9000	
-0.0112	0.1365	0.0027	69.5250	74.9750	
-0.0113	0.1365	0.0026	69.2500	74.8000	
-0.0114	0.1365	0.0025	69.3500	74.6000	
-0.0115	0.1365	0.0024	69.3500	74.9750	
-0.0116	0.1366	0.0023	69.6250	74.8500	
-0.0116	0.1367	0.0023	68.8500	75.0000	
-0.0117	0.1367	0.0022	69.1500	74.7750	
-0.0118	0.1366	0.0021	69.2000	74.8000	
-0.0119	0.1367	0.0020	68.3750	75.0000	
-0.0120	0.1368	0.0019	68.7500	74.7750	
-0.0120	0.1368	0.0019	68.1250	74.9000	
-0.0120	0.1367	0.0018	68.0500	74.7250	
-0.0121	0.1368	0.0018	68.6750	74.7000	
-0.0122	0.1368	0.0017	68.0000	74.8750	
-0.0122	0.1368	0.0017	67.7500	74.7250	
-0.0122	0.1369	0.0016	67.5250	74.9000	
-0.0123	0.1368	0.0016	67.2500	74.7000	
-0.0123	0.1370	0.0015	67.1750	74.8500	
-0.0124	0.1369	0.0015	67.1250	74.8000	
-0.0124	0.1369	0.0014	66.2750	74.7750	
-0.0124	0.1370	0.0014	66.3750	74.8750	
-0.0125	0.1370	0.0014	66.2250	74.8750	
-0.0125	0.1370	0.0013	65.8750	74.8500	
-0.0125	0.1371	0.0013	65.7750	74.9000	
-0.0126	0.1373	0.0013	64.4250	74.9500	
-0.0126	0.1371	0.0013	64.8250	74.7000	
-0.0126	0.1374	0.0013	64.9500	75.1000	
-0.0126	0.1371	0.0012	65.0500	74.6750	
-0.0127	0.1372	0.0012	64.8000	74.9500	
-0.0127	0.1371	0.0011	62.9500	74.8500	
-0.0127	0.1371	0.0011	62.9000	74.8250	
-0.0128	0.1372	0.0011	63.7750	75.0750	
-0.0128	0.1372	0.0010	63.1500	74.9750	
-0.0128	0.1373	0.0010	62.3750	74.8000	
-0.0129	0.1373	0.0009	61.3250	74.8000	
-0.0129	0.1373	0.0009	61.8750	74.9250	
-0.0129	0.1373	0.0009	62.1000	75.0500	
-0.0130	0.1373	0.0009	62.1500	74.6000	
