Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
0.3196	0.3366	0.7571	50.0000	50.0000	
0.3002	0.3334	0.7227	50.0000	50.0000	
0.2813	0.3303	0.6890	50.0000	50.0000	
0.2626	0.3273	0.6559	50.0000	50.0000	
0.2439	0.3244	0.6228	50.0000	50.0000	
0.2253	0.3216	0.5899	50.0000	50.0000	
0.2067	0.3189	0.5570	50.0000	50.0000	
0.1881	0.3162	0.5243	50.0000	50.0000	
0.1699	0.3136	0.4922	50.0000	50.0000	
0.1519	0.3111	0.4606	50.0000	50.0000	
0.1345	0.3087	0.4300	50.0000	50.0000	
0.1177	0.3064	0.4005	50.0000	50.0000	
0.1020	0.3041	0.3727	50.0000	50.0000	
0.0874	0.3019	0.3470	50.0000	50.0000	
0.0728	0.2998	0.3212	50.0000	50.0000	
0.0592	0.2973	0.2969	50.0000	50.0000	
0.0483	0.2912	0.2746	50.0000	50.0000	
0.0393	0.2837	0.2547	50.0000	50.0000	
0.0314	0.2766	0.2368	50.0000	50.0000	
0.0249	0.2692	0.2209	50.0000	84.7000	
0.0198	0.2613	0.2073	50.0000	87.5000	
0.0162	0.2530	0.1957	50.0000	88.3000	
0.0138	0.2446	0.1860	50.0000	88.8000	
0.0126	0.2363	0.1785	50.0000	88.2000	
0.0131	0.2269	0.1731	72.6000	88.1000	
0.0146	0.2180	0.1697	73.2000	87.8000	
0.0164	0.2103	0.1675	73.7000	87.8000	
0.0180	0.2040	0.1660	73.6000	87.8000	
0.0194	0.1990	0.1649	73.4000	87.8000	
0.0205	0.1949	0.1641	73.3000	88.3000	
0.0214	0.1915	0.1633	73.2000	88.3000	
0.0220	0.1891	0.1627	73.5000	89.2000	
0.0224	0.1874	0.1622	73.5000	90.2000	
0.0227	0.1854	0.1614	73.7000	90.3000	
0.0229	0.1839	0.1607	73.8000	90.3000	
0.0228	0.1829	0.1600	74.0000	91.2000	
0.0228	0.1822	0.1594	73.8000	92.1000	
0.0226	0.1817	0.1589	73.5000	92.7000	
0.0227	0.1808	0.1584	73.4000	92.9000	
0.0229	0.1797	0.1579	74.0000	93.5000	
0.0231	0.1776	0.1569	73.4000	93.7000	
0.0238	0.1751	0.1564	73.4000	93.8000	
0.0246	0.1715	0.1554	73.2000	94.2000	
0.0251	0.1696	0.1549	73.1000	93.6000	
0.0251	0.1694	0.1548	73.2000	93.6000	
0.0252	0.1691	0.1547	73.4000	93.6000	
0.0249	0.1699	0.1548	73.4000	93.7000	
0.0243	0.1722	0.1553	73.2000	93.9000	
0.0236	0.1752	0.1561	73.7000	94.9000	
0.0230	0.1774	0.1566	73.8000	94.8000	
0.0226	0.1797	0.1574	73.1000	95.0000	
0.0225	0.1799	0.1575	73.1000	95.3000	
0.0228	0.1785	0.1570	72.8000	95.7000	
0.0232	0.1766	0.1565	71.5000	95.9000	
0.0234	0.1756	0.1561	71.6000	95.8000	
0.0233	0.1761	0.1562	70.7000	95.9000	
0.0228	0.1773	0.1562	70.3000	96.3000	
0.0227	0.1774	0.1560	69.5000	96.3000	
0.0226	0.1767	0.1554	55.0000	96.2000	
0.0224	0.1771	0.1553	62.4000	96.2000	
0.0221	0.1776	0.1553	61.4000	97.0000	
0.0220	0.1773	0.1548	61.7000	97.0000	
0.0218	0.1765	0.1539	66.2000	96.0000	
0.0215	0.1773	0.1540	65.8000	96.6000	
0.0213	0.1777	0.1540	65.2000	97.0000	
0.0212	0.1778	0.1538	65.0000	96.5000	
0.0209	0.1785	0.1538	64.4000	96.9000	
0.0207	0.1790	0.1538	62.9000	97.0000	
0.0204	0.1793	0.1535	64.1000	96.7000	
0.0199	0.1808	0.1537	62.4000	96.9000	
0.0194	0.1827	0.1541	59.2000	97.3000	
0.0188	0.1841	0.1541	54.7000	96.4000	
0.0184	0.1854	0.1542	53.9000	96.0000	
0.0178	0.1879	0.1549	50.9000	96.0000	
0.0178	0.1905	0.1567	43.1000	97.3000	
0.0180	0.1888	0.1559	51.3000	95.8000	
0.0178	0.1907	0.1567	42.9000	96.0000	
0.0175	0.1920	0.1571	52.0000	96.6000	
0.0170	0.1920	0.1564	48.1000	96.0000	
0.0168	0.1924	0.1562	43.2000	95.9000	
0.0166	0.1922	0.1559	39.7000	96.1000	
0.0165	0.1924	0.1558	42.5000	96.7000	
0.0163	0.1923	0.1554	46.6000	96.1000	
0.0161	0.1930	0.1554	47.8000	97.0000	
0.0159	0.1933	0.1554	47.8000	97.3000	
0.0157	0.1937	0.1554	47.4000	97.4000	
0.0155	0.1944	0.1555	47.8000	97.4000	
0.0153	0.1951	0.1557	49.0000	97.5000	
0.0153	0.1950	0.1555	48.8000	97.3000	
0.0150	0.1966	0.1561	48.4000	98.2000	
0.0148	0.1964	0.1556	50.8000	98.2000	
0.0146	0.1967	0.1555	51.1000	98.2000	
0.0144	0.1986	0.1563	50.0000	98.5000	
0.0142	0.1979	0.1557	53.9000	98.2000	
0.0139	0.1993	0.1560	52.1000	98.5000	
0.0139	0.2002	0.1566	52.7000	98.8000	
0.0137	0.1998	0.1561	54.1000	98.3000	
0.0134	0.2016	0.1567	51.6000	98.8000	
0.0133	0.2009	0.1562	53.9000	98.6000	
0.0132	0.2013	0.1562	53.6000	98.6000	
0.0130	0.2018	0.1561	53.7000	98.8000	
0.0129	0.2017	0.1559	54.4000	98.8000	
0.0127	0.2016	0.1556	54.2000	98.7000	
0.0126	0.2021	0.1557	50.8000	99.0000	
0.0124	0.2022	0.1555	51.6000	98.8000	
0.0123	0.2021	0.1552	52.4000	98.8000	
0.0121	0.2027	0.1553	53.0000	98.7000	
0.0119	0.2026	0.1549	53.5000	98.4000	
0.0117	0.2039	0.1553	52.5000	98.5000	
0.0115	0.2037	0.1549	54.5000	98.3000	
0.0112	0.2052	0.1554	50.9000	98.2000	
0.0109	0.2054	0.1551	52.1000	98.1000	
0.0106	0.2061	0.1551	54.0000	97.7000	
0.0104	0.2068	0.1552	52.0000	97.6000	
0.0101	0.2080	0.1554	49.6000	97.6000	
0.0098	0.2091	0.1557	48.9000	96.9000	
0.0094	0.2103	0.1560	49.8000	96.8000	
0.0091	0.2120	0.1564	47.8000	96.4000	
0.0085	0.2140	0.1569	47.3000	95.9000	
0.0078	0.2179	0.1583	47.1000	95.4000	
0.0064	0.2253	0.1608	46.9000	94.7000	
0.0012	0.2550	0.1721	44.6000	92.6000	
-0.0014	0.2673	0.1759	41.0000	91.4000	
-0.0010	0.2558	0.1689	42.6000	93.0000	
