Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
0.0462	0.3366	0.7571	50.0000	50.0000	
0.0362	0.3334	0.7227	50.0000	50.0000	
0.0264	0.3303	0.6890	50.0000	50.0000	
0.0168	0.3273	0.6559	50.0000	50.0000	
0.0071	0.3244	0.6228	50.0000	50.0000	
-0.0026	0.3216	0.5899	50.0000	50.0000	
-0.0123	0.3189	0.5570	50.0000	50.0000	
-0.0220	0.3162	0.5243	50.0000	50.0000	
-0.0316	0.3136	0.4922	50.0000	50.0000	
-0.0410	0.3111	0.4607	50.0000	50.0000	
-0.0501	0.3087	0.4301	50.0000	50.0000	
-0.0589	0.3064	0.4006	50.0000	50.0000	
-0.0671	0.3041	0.3730	50.0000	50.0000	
-0.0747	0.3019	0.3473	50.0000	50.0000	
-0.0822	0.2998	0.3218	50.0000	50.0000	
-0.0891	0.2973	0.2976	50.0000	50.0000	
-0.0928	0.2911	0.2755	50.0000	50.0000	
-0.0950	0.2839	0.2557	50.0000	50.0000	
-0.0968	0.2769	0.2376	50.0000	50.0000	
-0.0978	0.2698	0.2217	50.0000	83.0000	
-0.0976	0.2622	0.2079	50.0000	86.6000	
-0.0964	0.2541	0.1965	50.0000	88.6000	
-0.0945	0.2461	0.1871	50.0000	89.0000	
-0.0920	0.2382	0.1794	50.0000	89.3000	
-0.0880	0.2292	0.1743	73.6000	89.2000	
-0.0832	0.2201	0.1709	72.8000	89.5000	
-0.0788	0.2118	0.1681	73.6000	90.2000	
-0.0750	0.2048	0.1662	73.5000	90.8000	
-0.0719	0.1996	0.1652	73.9000	91.7000	
-0.0698	0.1963	0.1652	73.6000	92.7000	
-0.0684	0.1948	0.1663	73.7000	92.7000	
-0.0680	0.1948	0.1674	73.9000	95.0000	
-0.0684	0.1972	0.1708	73.9000	95.2000	
-0.0705	0.2049	0.1792	72.1000	92.1000	
-0.0726	0.2313	0.2221	63.6000	81.7000	
-0.0719	0.2346	0.2302	65.3000	83.4000	
-0.0724	0.2242	0.2097	73.3000	98.2000	
-0.0695	0.2224	0.2147	72.5000	98.1000	
-0.0740	0.2456	0.2447	61.4000	92.2000	
-0.0695	0.2516	0.2686	53.9000	83.1000	
-0.0699	0.2473	0.2597	61.4000	79.7000	
-0.0696	0.2414	0.2496	68.5000	67.3000	
-0.0693	0.2374	0.2429	69.2000	61.9000	
-0.0704	0.2383	0.2413	69.4000	72.5000	
-0.0712	0.2410	0.2442	67.3000	81.5000	
-0.0717	0.2426	0.2459	67.1000	82.1000	
-0.0724	0.2430	0.2444	66.5000	79.9000	
-0.0730	0.2431	0.2430	67.8000	75.6000	
-0.0734	0.2438	0.2430	66.9000	75.1000	
-0.0742	0.2457	0.2443	65.5000	77.5000	
-0.0749	0.2490	0.2484	63.6000	78.6000	
-0.0754	0.2518	0.2522	60.3000	77.2000	
-0.0757	0.2537	0.2548	57.9000	74.8000	
-0.0762	0.2544	0.2550	56.8000	73.5000	
-0.0765	0.2528	0.2508	55.8000	72.7000	
-0.0769	0.2508	0.2460	55.6000	72.7000	
-0.0774	0.2489	0.2409	55.9000	73.1000	
-0.0781	0.2480	0.2377	56.0000	74.5000	
-0.0786	0.2482	0.2364	56.3000	74.8000	
-0.0789	0.2481	0.2353	56.0000	74.9000	
-0.0791	0.2480	0.2346	56.1000	76.0000	
-0.0792	0.2470	0.2324	57.2000	77.8000	
-0.0794	0.2455	0.2290	58.7000	79.0000	
-0.0797	0.2433	0.2242	60.7000	80.5000	
-0.0802	0.2412	0.2187	61.7000	82.1000	
-0.0812	0.2401	0.2138	62.3000	83.7000	
-0.0824	0.2401	0.2106	62.6000	85.4000	
-0.0838	0.2421	0.2102	61.0000	85.9000	
-0.0854	0.2447	0.2104	57.4000	85.7000	
-0.0869	0.2467	0.2097	54.2000	85.1000	
-0.0881	0.2479	0.2087	53.2000	85.0000	
-0.0891	0.2492	0.2081	52.7000	83.7000	
-0.0901	0.2504	0.2075	52.1000	83.0000	
-0.0911	0.2515	0.2068	51.5000	82.2000	
-0.0921	0.2527	0.2063	51.2000	81.2000	
-0.0930	0.2538	0.2056	50.7000	80.0000	
-0.0940	0.2545	0.2042	50.4000	78.7000	
-0.0949	0.2552	0.2026	50.4000	77.7000	
-0.0959	0.2565	0.2023	50.7000	75.4000	
-0.0968	0.2568	0.2004	48.7000	73.4000	
-0.0976	0.2562	0.1968	47.3000	73.4000	
-0.0985	0.2555	0.1930	45.9000	73.6000	
-0.0993	0.2551	0.1900	45.5000	73.4000	
-0.1000	0.2549	0.1875	45.4000	73.2000	
-0.1007	0.2548	0.1855	45.5000	72.5000	
-0.1014	0.2548	0.1836	46.1000	71.6000	
-0.1020	0.2548	0.1818	46.3000	71.3000	
-0.1027	0.2545	0.1792	46.9000	71.0000	
-0.1036	0.2544	0.1765	47.1000	70.3000	
-0.1046	0.2543	0.1734	47.4000	70.1000	
-0.1061	0.2545	0.1695	49.0000	69.2000	
-0.1081	0.2544	0.1636	51.0000	68.0000	
-0.1108	0.2542	0.1555	57.0000	67.1000	
-0.1139	0.2525	0.1433	64.2000	66.6000	
-0.1174	0.2487	0.1266	69.3000	65.9000	
-0.1207	0.2432	0.1069	73.7000	66.6000	
-0.1232	0.2382	0.0905	73.8000	66.5000	
-0.1251	0.2335	0.0762	73.2000	67.8000	
-0.1263	0.2287	0.0640	74.1000	69.4000	
-0.1268	0.2243	0.0544	74.1000	72.0000	
-0.1264	0.2198	0.0473	74.0000	73.1000	
-0.1259	0.2172	0.0437	73.5000	73.6000	
-0.1282	0.2239	0.0496	69.4000	72.4000	
-0.1298	0.2267	0.0501	62.4000	69.7000	
-0.1304	0.2299	0.0543	56.9000	69.8000	
-0.1307	0.2295	0.0528	56.6000	67.2000	
-0.1311	0.2267	0.0465	62.2000	66.8000	
-0.1314	0.2246	0.0419	66.0000	66.6000	
-0.1315	0.2239	0.0401	67.0000	67.2000	
-0.1316	0.2232	0.0386	67.8000	66.7000	
-0.1316	0.2228	0.0379	67.8000	66.2000	
-0.1316	0.2232	0.0385	67.1000	66.1000	
-0.1315	0.2231	0.0385	67.2000	65.5000	
-0.1315	0.2226	0.0376	68.0000	65.4000	
-0.1314	0.2217	0.0362	69.5000	65.5000	
-0.1314	0.2208	0.0348	70.6000	65.3000	
-0.1313	0.2199	0.0333	71.5000	64.9000	
-0.1311	0.2194	0.0330	72.1000	65.1000	
-0.1309	0.2186	0.0320	73.1000	65.0000	
-0.1307	0.2185	0.0323	72.8000	65.1000	
-0.1304	0.2177	0.0318	73.2000	65.0000	
-0.1301	0.2173	0.0319	73.1000	64.9000	
-0.1297	0.2164	0.0312	73.2000	65.6000	
-0.1294	0.2154	0.0305	73.0000	65.3000	
-0.1289	0.2142	0.0295	73.0000	65.4000	
-0.1286	0.2137	0.0295	73.0000	65.9000	
-0.1282	0.2132	0.0295	73.5000	66.2000	
-0.1278	0.2124	0.0291	73.6000	66.4000	
-0.1275	0.2123	0.0300	73.5000	66.7000	
-0.1270	0.2122	0.0313	73.5000	67.0000	
-0.1266	0.2116	0.0311	73.9000	67.5000	
-0.1264	0.2108	0.0304	74.3000	67.9000	
-0.1259	0.2112	0.0323	74.9000	68.1000	
-0.1255	0.2109	0.0331	74.6000	68.2000	
-0.1253	0.2099	0.0317	74.5000	68.1000	
-0.1252	0.2085	0.0295	74.5000	68.1000	
-0.1250	0.2084	0.0301	74.3000	68.4000	
-0.1247	0.2080	0.0301	73.3000	68.2000	
-0.1244	0.2078	0.0303	74.2000	68.5000	
-0.1240	0.2084	0.0325	74.6000	68.7000	
-0.1240	0.2074	0.0309	73.6000	68.6000	
-0.1238	0.2069	0.0305	74.4000	68.6000	
-0.1236	0.2063	0.0302	73.8000	68.2000	
-0.1234	0.2066	0.0311	74.7000	68.6000	
-0.1233	0.2063	0.0309	74.1000	68.6000	
-0.1230	0.2068	0.0326	74.9000	68.8000	
-0.1228	0.2069	0.0333	74.4000	68.8000	
-0.1223	0.2077	0.0362	74.6000	68.6000	
-0.1224	0.2072	0.0351	74.5000	68.7000	
-0.1223	0.2070	0.0351	74.3000	68.7000	
-0.1223	0.2052	0.0316	74.3000	68.1000	
-0.1219	0.2044	0.0314	74.1000	67.9000	
-0.1221	0.2051	0.0321	74.3000	68.1000	
-0.1220	0.2053	0.0326	74.3000	68.6000	
-0.1220	0.2052	0.0326	74.3000	68.3000	
-0.1219	0.2050	0.0325	74.0000	68.3000	
-0.1219	0.2061	0.0344	74.2000	68.2000	
-0.1219	0.2065	0.0352	73.9000	67.4000	
-0.1217	0.2068	0.0364	74.8000	68.0000	
-0.1216	0.2064	0.0359	73.7000	67.0000	
