Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
-0.2991	0.6825	0.5956	50.0000	50.0000	
-0.2943	0.6654	0.5718	50.0000	50.0000	
-0.2888	0.6486	0.5508	50.0000	50.0000	
-0.2826	0.6318	0.5321	50.0000	50.0000	
-0.2761	0.6152	0.5152	50.0000	50.0000	
-0.2693	0.5989	0.4997	50.0000	50.0000	
-0.2623	0.5825	0.4850	50.0000	50.0000	
-0.2553	0.5665	0.4711	50.0000	50.0000	
-0.2479	0.5503	0.4577	50.0000	50.0000	
-0.2390	0.5338	0.4489	50.0000	50.0000	
-0.2291	0.5167	0.4418	50.0000	50.0000	
-0.2180	0.4976	0.4345	50.0000	50.0000	
-0.2060	0.4773	0.4271	50.0000	50.0000	
-0.1933	0.4559	0.4193	50.0000	50.0000	
-0.1802	0.4336	0.4111	50.0000	50.0000	
-0.1678	0.4122	0.4025	50.0000	50.0000	
-0.1558	0.3913	0.3937	50.0000	50.0000	
-0.1451	0.3721	0.3844	50.0000	50.0000	
-0.1351	0.3538	0.3750	50.0000	50.0000	
-0.1264	0.3373	0.3656	50.0000	50.0000	
-0.1185	0.3219	0.3560	50.0000	50.0000	
-0.1117	0.3082	0.3466	50.0000	50.0000	
-0.1060	0.2961	0.3375	50.0000	50.0000	
-0.1015	0.2860	0.3289	50.0000	50.0000	
-0.0981	0.2777	0.3208	50.0000	50.0000	
-0.0959	0.2713	0.3134	50.0000	50.0000	
-0.0944	0.2663	0.3068	50.0000	50.0000	
-0.0936	0.2627	0.3009	50.0000	50.0000	
-0.0933	0.2600	0.2956	50.0000	50.0000	
-0.0931	0.2577	0.2909	50.0000	50.0000	
-0.0931	0.2559	0.2868	50.0000	50.0000	
-0.0930	0.2541	0.2829	50.0000	50.0000	
-0.0929	0.2525	0.2795	50.0000	50.0000	
-0.0930	0.2512	0.2762	50.0000	50.0000	
-0.0928	0.2499	0.2740	49.8250	50.0000	
-0.0921	0.2485	0.2728	43.1750	50.0000	
-0.0914	0.2471	0.2717	29.8500	50.0000	
-0.0912	0.2463	0.2708	29.5500	50.0000	
-0.0917	0.2469	0.2706	29.0750	50.0000	
-0.0984	0.2587	0.2755	45.2250	50.0000	
-0.0997	0.2658	0.2877	49.9000	50.0000	
-0.0972	0.2628	0.2893	50.0000	50.0000	
-0.0965	0.2570	0.2780	50.0250	50.0000	
-0.0966	0.2525	0.2672	48.1500	46.8250	
-0.0968	0.2485	0.2572	41.5250	35.8250	
-0.0975	0.2478	0.2532	42.8750	36.5500	
-0.0980	0.2485	0.2533	50.9500	40.3250	
-0.0986	0.2466	0.2468	53.5000	38.1750	
-0.0992	0.2438	0.2383	55.8000	34.7250	
-0.0998	0.2424	0.2331	56.7500	34.2250	
-0.1005	0.2408	0.2270	58.0500	34.0000	
-0.1016	0.2390	0.2191	61.4000	35.6250	
-0.1027	0.2367	0.2100	65.8000	38.6000	
-0.1036	0.2355	0.2043	67.8750	42.1500	
-0.1044	0.2363	0.2034	66.6250	45.0750	
-0.1052	0.2368	0.2019	65.8250	47.9250	
-0.1056	0.2361	0.1988	67.0750	49.4750	
-0.1058	0.2362	0.1982	67.2750	49.8750	
-0.1062	0.2356	0.1958	68.5000	50.0500	
-0.1065	0.2352	0.1936	68.6000	50.1000	
-0.1070	0.2355	0.1928	68.5750	50.2000	
-0.1075	0.2357	0.1914	68.6250	50.1500	
-0.1081	0.2353	0.1889	69.5500	50.2250	
-0.1088	0.2362	0.1886	69.3500	50.3750	
-0.1093	0.2364	0.1874	69.2750	50.6750	
-0.1101	0.2378	0.1879	68.5250	50.9500	
-0.1108	0.2387	0.1877	67.8500	51.0750	
-0.1115	0.2397	0.1875	66.9750	51.2250	
-0.1121	0.2408	0.1883	66.2000	51.8000	
-0.1130	0.2426	0.1894	64.8500	52.6000	
-0.1140	0.2439	0.1890	64.0500	52.9250	
-0.1149	0.2450	0.1887	63.2250	53.9250	
-0.1160	0.2468	0.1890	62.7000	54.7750	
-0.1170	0.2471	0.1867	62.9750	54.9250	
-0.1176	0.2469	0.1843	63.6750	54.5750	
-0.1180	0.2471	0.1832	63.7750	54.9750	
-0.1186	0.2472	0.1814	64.4750	54.5750	
-0.1191	0.2475	0.1807	64.0250	54.9500	
-0.1194	0.2473	0.1792	64.9500	54.7250	
-0.1198	0.2474	0.1779	66.1000	54.5500	
-0.1205	0.2481	0.1774	66.7500	55.1750	
-0.1216	0.2490	0.1758	67.7000	54.9500	
-0.1253	0.2541	0.1754	64.5750	54.6250	
-0.1333	0.2664	0.1772	46.1500	56.6500	
-0.1348	0.2704	0.1817	41.4000	59.3250	
-0.1298	0.2654	0.1866	46.1250	60.6250	
-0.1266	0.2596	0.1839	53.2000	58.0250	
-0.1240	0.2536	0.1781	51.4750	55.4500	
-0.1235	0.2487	0.1687	51.4500	53.0500	
-0.1254	0.2487	0.1621	50.1750	51.1500	
-0.1256	0.2475	0.1590	50.3250	50.5250	
-0.1247	0.2455	0.1572	64.3750	50.3250	
-0.1238	0.2439	0.1564	73.8000	50.5250	
-0.1232	0.2427	0.1556	73.3000	50.9000	
-0.1230	0.2425	0.1558	70.5000	51.4750	
-0.1230	0.2427	0.1562	67.0250	52.1250	
-0.1233	0.2431	0.1564	64.0250	52.7250	
-0.1237	0.2437	0.1562	61.9000	53.2750	
-0.1248	0.2455	0.1569	58.2000	54.3750	
-0.1267	0.2488	0.1582	53.9500	55.5250	
-0.1287	0.2516	0.1581	51.0500	56.1250	
-0.1284	0.2502	0.1558	56.8750	55.7000	
-0.1273	0.2487	0.1560	59.9250	58.2250	
-0.1260	0.2463	0.1545	63.4250	60.5250	
-0.1252	0.2436	0.1511	66.8750	60.9250	
-0.1248	0.2417	0.1480	69.5500	59.7250	
-0.1247	0.2409	0.1464	70.6250	59.4250	
-0.1247	0.2407	0.1457	71.4500	60.0750	
-0.1248	0.2407	0.1455	71.6500	60.8500	
-0.1251	0.2403	0.1438	71.9500	61.0250	
-0.1253	0.2402	0.1429	72.1500	61.7000	
-0.1256	0.2402	0.1418	72.0250	62.2000	
-0.1259	0.2400	0.1403	72.0000	62.9750	
-0.1263	0.2398	0.1386	72.0250	63.9000	
-0.1267	0.2394	0.1361	72.1000	64.4500	
-0.1273	0.2391	0.1337	72.2000	66.2000	
-0.1279	0.2382	0.1295	72.2000	67.3750	
-0.1286	0.2369	0.1240	72.4250	68.3500	
-0.1295	0.2358	0.1186	72.8500	69.9250	
-0.1304	0.2345	0.1127	73.2500	71.1500	
-0.1313	0.2334	0.1067	73.6250	73.3000	
-0.1324	0.2325	0.1011	73.8000	74.6500	
-0.1335	0.2316	0.0956	73.7250	75.3250	
-0.1345	0.2306	0.0896	73.8750	76.9250	
-0.1357	0.2295	0.0833	73.8250	77.4250	
-0.1368	0.2285	0.0772	73.7250	77.7500	
-0.1379	0.2274	0.0707	73.3250	78.8250	
-0.1392	0.2273	0.0662	73.1250	78.9250	
-0.1408	0.2282	0.0631	72.7000	80.6250	
-0.1428	0.2293	0.0592	71.8000	81.3750	
-0.1453	0.2323	0.0576	70.2000	82.0000	
-0.1486	0.2362	0.0558	67.5500	83.4000	
-0.1526	0.2425	0.0571	62.9250	83.3000	
-0.1567	0.2486	0.0578	57.9750	84.2000	
-0.1597	0.2528	0.0573	54.1750	85.9750	
-0.1615	0.2541	0.0546	52.3000	86.5250	
-0.1618	0.2540	0.0534	51.3000	88.1000	
-0.1610	0.2525	0.0527	51.6750	89.7000	
-0.1596	0.2492	0.0494	54.3250	89.9000	
-0.1582	0.2446	0.0435	57.8500	90.1000	
-0.1570	0.2403	0.0375	62.2250	89.7250	
-0.1559	0.2366	0.0326	65.8250	89.2750	
-0.1547	0.2334	0.0291	68.0500	88.7000	
-0.1536	0.2310	0.0271	69.4000	87.8250	
-0.1527	0.2292	0.0260	70.5250	87.1750	
-0.1518	0.2275	0.0248	72.0000	86.5250	
-0.1513	0.2258	0.0227	72.5500	85.6750	
-0.1509	0.2248	0.0217	73.2250	85.3500	
-0.1506	0.2241	0.0209	72.9000	85.1000	
-0.1505	0.2237	0.0205	72.9250	84.7250	
-0.1504	0.2236	0.0203	72.6000	84.0750	
-0.1504	0.2233	0.0195	72.6750	83.7000	
-0.1505	0.2228	0.0184	72.0250	82.8500	
-0.1506	0.2229	0.0181	70.7250	82.3000	
-0.1507	0.2229	0.0177	70.4750	82.2250	
-0.1510	0.2233	0.0179	70.8000	81.8750	
-0.1513	0.2235	0.0172	70.6250	81.3000	
-0.1515	0.2236	0.0169	70.9000	80.3000	
-0.1518	0.2239	0.0163	70.1500	79.9500	
-0.1521	0.2245	0.0167	70.6750	79.8500	
-0.1523	0.2254	0.0184	71.4500	79.9750	
-0.1524	0.2256	0.0185	71.4000	80.2250	
-0.1527	0.2261	0.0188	73.1000	80.7750	
-0.1528	0.2268	0.0198	73.3750	80.8500	
-0.1529	0.2275	0.0210	73.6500	81.0250	
-0.1532	0.2280	0.0214	73.9500	81.9750	
-0.1535	0.2289	0.0226	74.0750	82.3000	
-0.1537	0.2299	0.0242	74.4000	82.9500	
-0.1539	0.2305	0.0249	73.9250	83.0250	
-0.1542	0.2314	0.0260	74.5000	83.3500	
-0.1545	0.2321	0.0265	74.3000	83.4250	
-0.1549	0.2327	0.0266	74.3000	83.7000	
-0.1552	0.2337	0.0281	74.3000	84.2750	
