Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
-0.8721	0.8868	0.5842	50.0000	50.0000	
-0.8592	0.8734	0.5393	50.0000	50.0000	
-0.8462	0.8598	0.4975	50.0000	50.0000	
-0.8333	0.8464	0.4627	50.0000	50.0000	
-0.8209	0.8335	0.4320	50.0000	50.0000	
-0.8081	0.8204	0.4063	50.0000	50.0000	
-0.7931	0.8049	0.3833	50.0000	50.0000	
-0.7766	0.7881	0.3628	50.0000	50.0000	
-0.7601	0.7713	0.3451	50.0000	50.0000	
-0.7439	0.7548	0.3305	50.0000	50.0000	
-0.7284	0.7390	0.3188	50.0000	50.0000	
-0.7137	0.7240	0.3099	50.0000	53.4000	
-0.6997	0.7099	0.3033	50.0000	51.7000	
-0.6866	0.6966	0.2986	50.0000	50.0000	
-0.6743	0.6841	0.2952	50.0000	50.0000	
-0.6626	0.6722	0.2930	50.0000	50.0000	
-0.6514	0.6609	0.2914	50.0000	50.0000	
-0.6407	0.6501	0.2903	50.0000	50.0000	
-0.6303	0.6396	0.2895	50.0000	50.0000	
-0.6200	0.6292	0.2890	50.0000	50.0000	
-0.6097	0.6188	0.2887	50.0000	50.0000	
-0.5996	0.6085	0.2885	50.0000	50.0000	
-0.5894	0.5983	0.2885	50.0000	50.0000	
-0.5793	0.5881	0.2885	50.0000	70.5000	
-0.5694	0.5781	0.2885	50.0000	78.9000	
-0.5597	0.5683	0.2886	50.0000	54.6000	
-0.5501	0.5586	0.2886	50.0000	48.5000	
-0.5407	0.5490	0.2886	50.0000	49.1000	
-0.5312	0.5395	0.2885	50.0000	49.8000	
-0.5218	0.5300	0.2884	50.0000	49.8000	
-0.5122	0.5203	0.2883	50.0000	49.9000	
-0.5026	0.5106	0.2881	50.0000	50.0000	
-0.4929	0.5008	0.2879	50.0000	50.0000	
-0.4831	0.4909	0.2876	50.0000	50.0000	
-0.4731	0.4808	0.2873	50.0000	50.0000	
-0.4632	0.4707	0.2871	50.0000	50.0000	
-0.4531	0.4606	0.2868	50.0000	50.0000	
-0.4432	0.4505	0.2865	50.0000	50.0000	
-0.4333	0.4406	0.2860	50.0000	50.0000	
-0.4237	0.4309	0.2854	50.0000	50.0000	
-0.4146	0.4217	0.2848	50.0000	50.0000	
-0.4063	0.4133	0.2840	46.6000	50.0000	
-0.3991	0.4060	0.2830	38.4000	50.0000	
-0.3935	0.4003	0.2817	36.6000	50.0000	
-0.3906	0.3973	0.2789	40.1000	50.0000	
-0.3919	0.3986	0.2769	48.1000	50.0000	
-0.4005	0.4074	0.2822	50.0000	50.0000	
-0.4086	0.4158	0.2962	50.0000	50.0000	
-0.4093	0.4165	0.3049	50.0000	50.0000	
-0.3985	0.4055	0.2988	50.0000	50.0000	
-0.3819	0.3887	0.2904	50.0000	50.0000	
-0.3646	0.3711	0.2856	50.0000	50.0000	
-0.3479	0.3543	0.2844	50.0000	50.0000	
-0.3329	0.3391	0.2845	25.8000	50.0000	
-0.3203	0.3264	0.2847	50.0000	50.0000	
-0.3096	0.3156	0.2847	50.0000	50.0000	
-0.3007	0.3066	0.2846	50.0000	50.0000	
-0.2933	0.2992	0.2844	50.0000	50.0000	
-0.2870	0.2928	0.2842	50.0000	50.0000	
-0.2817	0.2874	0.2839	50.0000	50.0000	
-0.2771	0.2828	0.2835	50.0000	50.0000	
-0.2731	0.2787	0.2831	50.0000	50.0000	
-0.2697	0.2752	0.2826	50.0000	50.0000	
-0.2666	0.2722	0.2820	50.0000	50.0000	
-0.2640	0.2695	0.2812	50.0000	50.3000	
-0.2616	0.2671	0.2804	50.0000	50.9000	
-0.2595	0.2649	0.2795	50.0000	51.9000	
-0.2576	0.2630	0.2784	50.0000	52.7000	
-0.2559	0.2613	0.2773	50.0000	53.8000	
-0.2544	0.2598	0.2761	50.0000	54.4000	
-0.2531	0.2584	0.2748	50.0000	56.1000	
-0.2519	0.2572	0.2736	50.0000	57.2000	
-0.2508	0.2561	0.2725	50.0000	57.9000	
-0.2498	0.2551	0.2715	50.0000	57.5000	
-0.2489	0.2542	0.2707	50.0000	56.6000	
-0.2482	0.2534	0.2703	50.0000	55.7000	
-0.2475	0.2528	0.2702	50.0000	53.9000	
-0.2470	0.2522	0.2704	50.0000	52.5000	
-0.2465	0.2517	0.2709	50.0000	51.5000	
-0.2461	0.2513	0.2717	50.0000	50.0000	
-0.2457	0.2510	0.2727	50.0000	50.0000	
-0.2455	0.2507	0.2740	50.0000	50.0000	
-0.2453	0.2505	0.2754	50.0000	50.0000	
-0.2451	0.2504	0.2769	50.0000	50.0000	
-0.2450	0.2503	0.2785	50.0000	50.0000	
-0.2449	0.2502	0.2801	50.0000	50.0000	
-0.2449	0.2502	0.2817	50.0000	50.0000	
-0.2448	0.2502	0.2832	50.0000	50.0000	
-0.2448	0.2502	0.2847	50.0000	50.0000	
-0.2448	0.2502	0.2859	50.0000	50.0000	
-0.2449	0.2503	0.2871	50.0000	50.0000	
