Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
-0.3163	0.4215	0.6304	50.0000	50.0000	
-0.3096	0.4133	0.6233	50.0000	50.0000	
-0.3034	0.4056	0.6160	50.0000	50.0000	
-0.2977	0.3984	0.6085	50.0000	50.0000	
-0.2921	0.3913	0.6007	50.0000	50.0000	
-0.2869	0.3846	0.5924	50.0000	50.0000	
-0.2823	0.3784	0.5833	50.0000	50.0000	
-0.2779	0.3726	0.5737	50.0000	50.0000	
-0.2739	0.3670	0.5639	50.0000	50.0000	
-0.2700	0.3616	0.5537	50.0000	50.0000	
-0.2662	0.3562	0.5433	50.0000	50.0000	
-0.2627	0.3511	0.5324	50.0000	50.0000	
-0.2593	0.3460	0.5212	50.0000	50.0000	
-0.2562	0.3412	0.5095	50.0000	50.0000	
-0.2532	0.3366	0.4975	50.0000	50.0000	
-0.2502	0.3320	0.4854	50.0000	50.0000	
-0.2475	0.3276	0.4731	50.0000	50.0000	
-0.2448	0.3232	0.4607	50.0000	50.0000	
-0.2422	0.3190	0.4484	50.0000	50.0000	
-0.2397	0.3148	0.4361	50.0000	50.0000	
-0.2373	0.3107	0.4240	50.0000	50.0000	
-0.2350	0.3069	0.4120	50.0000	50.0000	
-0.2328	0.3032	0.4005	50.0000	50.0000	
-0.2308	0.2997	0.3889	50.0000	50.0000	
-0.2289	0.2962	0.3771	50.0000	50.0000	
-0.2269	0.2927	0.3649	50.0000	50.0000	
-0.2252	0.2893	0.3520	50.0000	50.0000	
-0.2234	0.2859	0.3390	50.0000	50.0000	
-0.2218	0.2827	0.3263	50.0000	50.0000	
-0.2201	0.2795	0.3143	50.0000	50.0000	
-0.2185	0.2765	0.3035	50.0000	50.0000	
-0.2170	0.2738	0.2940	50.0000	50.0000	
-0.2156	0.2714	0.2870	50.0000	50.0000	
-0.2144	0.2697	0.2834	50.0000	50.0000	
-0.2137	0.2689	0.2840	50.0000	50.0000	
-0.2133	0.2691	0.2888	50.0000	50.0000	
-0.2133	0.2699	0.2957	50.0000	50.0000	
-0.2137	0.2709	0.3008	50.0000	50.0000	
-0.2144	0.2719	0.3033	50.0000	50.0000	
-0.2153	0.2731	0.3047	50.0000	50.0000	
-0.2163	0.2744	0.3068	50.0000	50.0000	
-0.2172	0.2759	0.3106	50.0000	50.0000	
-0.2175	0.2766	0.3150	50.0000	50.0000	
-0.2168	0.2762	0.3177	50.0000	50.0000	
-0.2154	0.2744	0.3156	50.0000	50.0000	
-0.2135	0.2718	0.3116	50.0000	50.0000	
-0.2113	0.2690	0.3076	50.0000	50.0000	
-0.2092	0.2661	0.3032	50.0000	50.0000	
-0.2072	0.2633	0.2978	50.0000	50.0000	
-0.2052	0.2604	0.2912	50.0000	50.0000	
-0.2035	0.2576	0.2840	50.0000	50.0000	
-0.2018	0.2549	0.2762	50.0000	50.0000	
-0.2003	0.2525	0.2692	50.0000	50.0000	
-0.1991	0.2505	0.2640	50.0000	50.0000	
-0.1981	0.2491	0.2609	50.0000	50.0000	
-0.1976	0.2485	0.2605	50.0000	50.0000	
-0.1973	0.2485	0.2634	50.0000	50.0000	
-0.1974	0.2492	0.2688	50.0000	50.0000	
-0.1974	0.2499	0.2747	50.0000	50.0000	
-0.1976	0.2506	0.2800	50.0000	50.0000	
-0.1977	0.2512	0.2840	50.0000	50.0000	
-0.1977	0.2516	0.2871	50.0000	50.6000	
-0.1978	0.2519	0.2896	50.0000	57.6500	
-0.1978	0.2522	0.2917	50.0000	72.0250	
-0.1978	0.2524	0.2935	50.0000	87.6250	
-0.1979	0.2526	0.2950	50.0000	81.8000	
-0.1979	0.2528	0.2963	50.0000	68.5750	
-0.1980	0.2530	0.2977	50.0000	54.8500	
-0.1981	0.2533	0.2989	50.0000	50.3000	
-0.1983	0.2537	0.3003	50.0000	50.0250	
-0.1986	0.2541	0.3013	50.0000	50.0000	
-0.1989	0.2546	0.3020	50.0000	50.0000	
-0.1994	0.2552	0.3024	50.0000	50.0500	
-0.2000	0.2559	0.3029	50.0000	50.5250	
-0.2006	0.2566	0.3033	50.0000	54.5250	
-0.2011	0.2572	0.3034	50.0000	63.6250	
