Loss_Adversary	Accuracy_Adversary	Loss_Target	Accuracy_Target	
0.2284	0.6491	0.8134	50.0000	50.0000	
0.2187	0.6135	0.7735	50.0000	50.0000	
0.2093	0.5811	0.7362	50.0000	50.0000	
0.2001	0.5526	0.7019	50.0000	50.0000	
0.1897	0.5308	0.6700	50.0000	50.0000	
0.1784	0.5135	0.6396	50.0000	50.0000	
0.1677	0.4968	0.6107	50.0000	50.0000	
0.1579	0.4804	0.5834	50.0000	50.0000	
0.1489	0.4644	0.5577	50.0000	50.0000	
0.1404	0.4490	0.5334	50.0000	50.0000	
0.1327	0.4339	0.5104	50.0000	50.0000	
0.1260	0.4193	0.4896	50.0000	50.0000	
0.1216	0.4052	0.4729	50.0000	50.0000	
0.1198	0.3917	0.4609	50.0000	50.0000	
0.1189	0.3789	0.4508	50.0000	50.0000	
0.1178	0.3666	0.4408	50.0000	50.0000	
0.1165	0.3549	0.4308	50.0000	50.0000	
0.1151	0.3436	0.4209	50.0000	50.0000	
0.1134	0.3330	0.4109	50.0000	50.0000	
0.1113	0.3230	0.4009	50.0000	50.0000	
0.1092	0.3136	0.3911	50.0000	50.0000	
0.1069	0.3047	0.3813	50.0000	50.0000	
0.1044	0.2966	0.3717	50.0000	50.0000	
0.1017	0.2892	0.3623	50.0000	50.0000	
0.0989	0.2825	0.3532	50.0000	50.0000	
0.0960	0.2766	0.3444	50.0000	50.0000	
0.0932	0.2713	0.3363	50.0000	50.0000	
0.0905	0.2667	0.3286	50.0000	50.0000	
0.0878	0.2630	0.3216	50.0000	50.0000	
0.0854	0.2597	0.3155	50.0000	50.0000	
0.0830	0.2573	0.3098	50.0000	50.0000	
0.0806	0.2553	0.3046	50.0000	50.0000	
0.0783	0.2538	0.2996	50.0000	50.0000	
0.0762	0.2527	0.2955	50.0000	50.0000	
0.0744	0.2519	0.2919	50.0000	50.0000	
0.0727	0.2513	0.2887	50.0000	50.0000	
0.0710	0.2510	0.2857	50.0000	50.0000	
0.0693	0.2508	0.2828	50.0000	50.0000	
0.0675	0.2509	0.2797	50.0000	50.0000	
0.0653	0.2510	0.2761	50.0000	47.9750	
0.0627	0.2513	0.2720	50.0000	45.9250	
0.0596	0.2516	0.2671	50.0000	48.2250	
0.0557	0.2521	0.2609	50.0000	48.9250	
0.0509	0.2531	0.2535	56.5500	49.1250	
0.0452	0.2541	0.2447	68.0000	49.1250	
0.0389	0.2547	0.2346	72.1000	49.1250	
0.0324	0.2544	0.2236	73.5500	49.2000	
0.0257	0.2525	0.2112	74.4000	49.3250	
0.0194	0.2491	0.1983	74.7000	49.3000	
0.0144	0.2443	0.1869	74.5000	49.2250	
0.0113	0.2384	0.1777	74.0750	49.0000	
0.0098	0.2319	0.1709	74.4750	48.8500	
0.0093	0.2259	0.1661	74.2000	48.5750	
0.0095	0.2203	0.1627	72.1500	48.2000	
0.0099	0.2155	0.1602	70.6500	47.8500	
0.0104	0.2115	0.1583	71.4000	47.6500	
0.0109	0.2081	0.1568	71.9000	47.4500	
0.0115	0.2050	0.1558	72.2250	47.4500	
0.0121	0.2021	0.1548	71.9000	47.4750	
0.0126	0.1993	0.1539	71.5000	47.4750	
0.0132	0.1967	0.1531	72.1750	47.6000	
0.0136	0.1945	0.1524	73.4000	47.8000	
0.0140	0.1930	0.1520	74.2250	47.9250	
0.0143	0.1919	0.1517	74.1500	48.1250	
0.0145	0.1911	0.1515	74.0250	48.2000	
0.0146	0.1905	0.1513	74.1250	48.3500	
0.0144	0.1907	0.1512	74.2000	48.5000	
0.0140	0.1921	0.1514	74.3500	48.7750	
0.0135	0.1948	0.1523	74.3000	48.9500	
0.0129	0.1965	0.1526	73.8250	49.3000	
0.0125	0.1975	0.1525	73.3250	49.6000	
0.0120	0.1993	0.1529	74.0000	49.6500	
0.0116	0.1997	0.1524	74.4750	49.7500	
0.0113	0.2005	0.1524	74.5250	49.8000	
0.0110	0.2008	0.1522	73.9000	49.7750	
0.0107	0.2017	0.1524	73.1500	49.8750	
0.0106	0.2018	0.1521	72.6000	49.9750	
0.0104	0.2026	0.1523	72.0750	50.0000	
0.0102	0.2031	0.1523	72.0000	50.0500	
0.0100	0.2030	0.1520	71.9250	50.1250	
0.0098	0.2035	0.1520	71.1000	50.1250	
0.0096	0.2039	0.1520	70.2250	50.1500	
0.0094	0.2048	0.1523	69.9500	50.3000	
0.0092	0.2048	0.1519	70.6750	50.3750	
0.0090	0.2060	0.1523	69.6500	50.4250	
0.0087	0.2068	0.1523	70.6250	50.6750	
0.0084	0.2081	0.1527	71.0500	50.8500	
0.0080	0.2089	0.1527	70.9750	51.1500	
0.0077	0.2105	0.1532	69.8250	51.2500	
0.0073	0.2114	0.1531	70.4000	51.4500	
0.0069	0.2132	0.1536	70.3500	51.7250	
0.0065	0.2143	0.1537	71.1500	51.9000	
0.0060	0.2152	0.1535	71.5750	52.1500	
0.0056	0.2162	0.1534	71.2500	52.5000	
0.0051	0.2173	0.1533	70.2750	52.7250	
0.0046	0.2181	0.1531	69.5000	52.9000	
0.0042	0.2197	0.1534	69.9750	53.2500	
0.0037	0.2209	0.1534	70.8000	53.6000	
0.0032	0.2223	0.1535	71.1000	54.1500	
0.0027	0.2233	0.1535	71.4250	54.3750	
0.0023	0.2248	0.1536	71.6250	54.9000	
0.0018	0.2263	0.1538	72.4000	55.3000	
0.0013	0.2274	0.1538	73.6750	55.5250	
0.0009	0.2287	0.1539	74.1500	55.9000	
0.0004	0.2294	0.1536	74.0250	56.2250	
0.0000	0.2311	0.1541	73.4750	56.7250	
-0.0004	0.2319	0.1539	73.5000	57.2500	
-0.0008	0.2329	0.1539	72.3250	57.5500	
-0.0012	0.2337	0.1538	71.5000	57.8250	
-0.0015	0.2347	0.1539	69.3000	58.4500	
-0.0018	0.2354	0.1538	63.7000	58.8500	
-0.0021	0.2357	0.1536	59.8750	59.0250	
-0.0024	0.2360	0.1533	56.5000	59.2250	
-0.0027	0.2364	0.1531	51.0000	59.5000	
-0.0030	0.2370	0.1530	49.2500	59.8250	
-0.0034	0.2374	0.1527	49.2000	59.9250	
-0.0037	0.2377	0.1523	48.9500	59.9000	
-0.0041	0.2383	0.1520	48.0000	60.0500	
-0.0045	0.2391	0.1518	47.5250	60.2500	
-0.0049	0.2399	0.1517	47.6500	60.5250	
-0.0053	0.2408	0.1516	47.5000	60.9250	
-0.0057	0.2416	0.1516	46.9750	61.4000	
-0.0060	0.2423	0.1515	46.4500	61.5500	
-0.0064	0.2429	0.1513	45.6500	62.0750	
-0.0066	0.2435	0.1513	45.4250	62.6250	
-0.0069	0.2443	0.1513	45.4500	63.2500	
-0.0072	0.2452	0.1514	45.5000	63.9500	
-0.0076	0.2462	0.1514	40.8250	64.7500	
-0.0081	0.2469	0.1511	34.3250	65.5000	
-0.0086	0.2477	0.1509	35.4500	66.0500	
-0.0090	0.2487	0.1507	39.1500	67.0250	
-0.0094	0.2494	0.1506	43.8250	68.0000	
-0.0097	0.2494	0.1501	46.5000	68.1750	
-0.0099	0.2493	0.1497	46.9250	68.7750	
-0.0100	0.2490	0.1494	44.8500	69.4000	
-0.0100	0.2483	0.1489	41.1000	69.8750	
-0.0100	0.2474	0.1483	39.2750	69.8750	
-0.0099	0.2465	0.1478	39.6750	70.0250	
-0.0100	0.2459	0.1473	41.8500	69.8500	
-0.0101	0.2458	0.1471	44.5250	70.1000	
-0.0102	0.2459	0.1469	45.8500	70.5000	
-0.0104	0.2460	0.1467	46.0000	70.5750	
-0.0105	0.2461	0.1466	47.0000	70.6000	
