Loss_Adversary	Loss_Target	
-0.1794	0.1212	0.4923	
-0.1981	0.0685	0.4756	
-0.2149	0.0259	0.4655	
-0.2256	0.0058	0.4664	
-0.2326	0.0015	0.4762	
-0.2360	0.0021	0.4838	
-0.2378	0.0021	0.4874	
-0.2379	0.0035	0.4893	
-0.2388	0.0022	0.4897	
-0.2395	0.0015	0.4904	
-0.2397	0.0018	0.4910	
-0.2397	0.0023	0.4916	
-0.2401	0.0016	0.4916	
-0.2401	0.0019	0.4920	
-0.2403	0.0019	0.4923	
-0.2404	0.0018	0.4925	
-0.2407	0.0011	0.4924	
-0.2409	0.0007	0.4924	
-0.2405	0.0023	0.4932	
-0.2406	0.0022	0.4933	
-0.2410	0.0011	0.4930	
-0.2411	0.0009	0.4931	
-0.2409	0.0020	0.4937	
-0.2410	0.0019	0.4937	
-0.2410	0.0021	0.4939	
-0.2412	0.0014	0.4938	
-0.2415	0.0009	0.4937	
-0.2414	0.0012	0.4940	
-0.2415	0.0012	0.4941	
-0.2414	0.0015	0.4943	
-0.2413	0.0020	0.4945	
-0.2417	0.0007	0.4939	
-0.2415	0.0015	0.4944	
-0.2416	0.0014	0.4944	
-0.2415	0.0017	0.4946	
-0.2418	0.0007	0.4942	
-0.2417	0.0011	0.4945	
-0.2417	0.0015	0.4947	
-0.2418	0.0010	0.4946	
-0.2416	0.0018	0.4950	
-0.2419	0.0011	0.4947	
-0.2419	0.0012	0.4949	
-0.2416	0.0020	0.4951	
-0.2418	0.0015	0.4950	
-0.2419	0.0010	0.4948	
-0.2418	0.0016	0.4951	
-0.2416	0.0022	0.4953	
-0.2421	0.0005	0.4945	
-0.2419	0.0014	0.4950	
-0.2414	0.0025	0.4953	
-0.2420	0.0010	0.4949	
-0.2419	0.0014	0.4951	
-0.2419	0.0016	0.4952	
-0.2420	0.0011	0.4951	
-0.2419	0.0017	0.4953	
-0.2419	0.0016	0.4953	
-0.2422	0.0008	0.4950	
-0.2420	0.0014	0.4953	
-0.2416	0.0025	0.4956	
-0.2422	0.0006	0.4949	
-0.2420	0.0015	0.4954	
-0.2419	0.0018	0.4955	
-0.2420	0.0014	0.4954	
-0.2422	0.0010	0.4953	
-0.2417	0.0023	0.4957	
-0.2421	0.0013	0.4955	
-0.2422	0.0012	0.4955	
-0.2422	0.0011	0.4954	
-0.2420	0.0018	0.4957	
-0.2422	0.0012	0.4955	
-0.2422	0.0013	0.4956	
-0.2420	0.0019	0.4959	
-0.2422	0.0016	0.4959	
-0.2422	0.0019	0.4961	
-0.2422	0.0021	0.4965	
-0.2422	0.0030	0.4975	
-0.2426	0.0046	0.4999	
-0.2435	0.0158	0.5134	
-0.2546	0.1392	0.6645	
-0.2709	0.3573	0.9248	
-0.2730	0.3823	0.9550	
-0.2755	0.3779	0.9557	
-0.2779	0.3647	0.9468	
-0.2801	0.3474	0.9331	
-0.2821	0.3357	0.9250	
-0.2842	0.3263	0.9197	
-0.2862	0.3134	0.9103	
-0.2881	0.2971	0.8972	
-0.2898	0.2758	0.8785	
-0.2918	0.2704	0.8771	
-0.2935	0.2557	0.8651	
-0.2952	0.2511	0.8638	
-0.2964	0.2390	0.8537	
-0.2972	0.2297	0.8456	
-0.2982	0.2353	0.8535	
-0.2989	0.2156	0.8344	
-0.2997	0.2161	0.8366	
-0.3002	0.2327	0.8548	
-0.3005	0.2157	0.8379	
-0.3012	0.2224	0.8462	
-0.3014	0.2245	0.8488	
-0.3016	0.2094	0.8335	
-0.3019	0.2372	0.8631	
-0.3025	0.2185	0.8448	
-0.3024	0.2096	0.8352	
-0.3028	0.2160	0.8428	
-0.3033	0.2177	0.8455	
-0.3033	0.2096	0.8371	
-0.3035	0.2193	0.8477	
-0.3036	0.2123	0.8406	
-0.3040	0.2147	0.8438	
-0.3039	0.2097	0.8385	
-0.3040	0.2037	0.8325	
-0.3041	0.2249	0.8546	
-0.3038	0.2022	0.8305	
-0.3044	0.2081	0.8378	
-0.3045	0.2180	0.8484	
-0.3042	0.2083	0.8376	
-0.3045	0.2107	0.8408	
-0.3044	0.2102	0.8401	
-0.3048	0.2106	0.8411	
-0.3047	0.2026	0.8327	
-0.3046	0.2098	0.8399	
-0.3047	0.2165	0.8471	
-0.3044	0.2039	0.8335	
-0.3048	0.2058	0.8361	
-0.3048	0.2062	0.8367	
-0.3046	0.2085	0.8387	
-0.3049	0.2107	0.8415	
-0.3049	0.2072	0.8380	
-0.3048	0.2057	0.8361	
-0.3045	0.2104	0.8405	
-0.3048	0.2108	0.8414	
-0.3048	0.2062	0.8368	
-0.3050	0.2036	0.8343	
-0.3046	0.2071	0.8372	
-0.3048	0.2154	0.8463	
-0.3047	0.2098	0.8402	
-0.3048	0.2059	0.8364	
-0.3049	0.2141	0.8451	
-0.3047	0.2012	0.8313	
-0.3049	0.2118	0.8427	
-0.3045	0.2029	0.8326	
-0.3048	0.2116	0.8423	
