Loss_Adversary	Loss_Target	
-0.1929	0.0019	0.4126	
-0.2119	0.0031	0.4542	
-0.2197	0.0046	0.4725	
-0.2236	0.0069	0.4835	
-0.2253	0.0086	0.4891	
-0.2271	0.0087	0.4930	
-0.2274	0.0095	0.4945	
-0.2297	0.0064	0.4959	
-0.2293	0.0073	0.4961	
-0.2299	0.0057	0.4955	
-0.2295	0.0072	0.4964	
-0.2300	0.0055	0.4955	
-0.2293	0.0068	0.4955	
-0.2303	0.0050	0.4955	
-0.2306	0.0056	0.4970	
-0.2312	0.0033	0.4956	
-0.2307	0.0049	0.4963	
-0.2300	0.0057	0.4958	
-0.2305	0.0053	0.4964	
-0.2304	0.0047	0.4955	
-0.2317	0.0025	0.4958	
-0.2306	0.0046	0.4959	
-0.2305	0.0053	0.4964	
-0.2316	0.0036	0.4968	
-0.2304	0.0049	0.4958	
-0.2311	0.0040	0.4961	
-0.2306	0.0050	0.4962	
-0.2310	0.0040	0.4961	
-0.2309	0.0036	0.4953	
-0.2318	0.0029	0.4965	
-0.2301	0.0064	0.4967	
-0.2325	0.0028	0.4977	
-0.2322	0.0020	0.4963	
-0.2315	0.0036	0.4965	
-0.2315	0.0037	0.4968	
-0.2321	0.0025	0.4967	
-0.2314	0.0042	0.4970	
-0.2314	0.0051	0.4982	
-0.2321	0.0034	0.4977	
-0.2311	0.0045	0.4968	
-0.2315	0.0050	0.4982	
-0.2322	0.0026	0.4969	
-0.2322	0.0035	0.4981	
-0.2312	0.0048	0.4975	
-0.2322	0.0036	0.4980	
-0.2319	0.0039	0.4979	
-0.2323	0.0043	0.4991	
-0.2322	0.0037	0.4982	
-0.2316	0.0059	0.4994	
-0.2324	0.0046	0.4996	
-0.2319	0.0054	0.4995	
-0.2325	0.0052	0.5006	
-0.2322	0.0068	0.5016	
-0.2321	0.0084	0.5033	
-0.2329	0.0074	0.5040	
-0.2306	0.0147	0.5072	
-0.2332	0.0130	0.5108	
-0.2336	0.0228	0.5227	
-0.2340	0.0466	0.5503	
-0.2356	0.0774	0.5886	
-0.2378	0.1423	0.6665	
-0.2415	0.2032	0.7429	
-0.2443	0.2327	0.7823	
-0.2470	0.2504	0.8079	
-0.2518	0.2544	0.8225	
-0.2543	0.2560	0.8297	
-0.2564	0.2477	0.8250	
-0.2593	0.2386	0.8208	
-0.2608	0.2360	0.8210	
-0.2626	0.2377	0.8267	
-0.2629	0.2367	0.8262	
-0.2635	0.2287	0.8185	
-0.2640	0.2185	0.8080	
-0.2654	0.2207	0.8134	
-0.2652	0.2302	0.8239	
-0.2657	0.2277	0.8222	
-0.2662	0.2200	0.8144	
-0.2657	0.2206	0.8141	
-0.2668	0.2222	0.8182	
-0.2683	0.2182	0.8170	
-0.2679	0.2157	0.8132	
-0.2679	0.2169	0.8146	
-0.2669	0.2183	0.8141	
-0.2683	0.2145	0.8127	
-0.2688	0.2127	0.8117	
-0.2679	0.2134	0.8107	
-0.2695	0.2125	0.8130	
-0.2685	0.2139	0.8126	
-0.2695	0.2054	0.8050	
-0.2695	0.2067	0.8065	
-0.2693	0.2127	0.8129	
-0.2698	0.2098	0.8106	
-0.2703	0.2067	0.8082	
-0.2708	0.2074	0.8099	
-0.2703	0.2087	0.8103	
-0.2707	0.2083	0.8108	
-0.2712	0.2067	0.8101	
-0.2706	0.2066	0.8087	
-0.2706	0.2042	0.8061	
-0.2701	0.2052	0.8060	
-0.2710	0.2049	0.8077	
-0.2716	0.2008	0.8042	
-0.2717	0.1985	0.8019	
-0.2708	0.1984	0.7999	
-0.2712	0.1978	0.8002	
-0.2715	0.1998	0.8029	
-0.2717	0.1994	0.8030	
-0.2712	0.1978	0.8001	
-0.2720	0.1956	0.7993	
-0.2723	0.1938	0.7979	
-0.2713	0.1975	0.7999	
-0.2714	0.2004	0.8033	
-0.2715	0.1963	0.7991	
-0.2717	0.1930	0.7957	
-0.2718	0.1939	0.7970	
-0.2712	0.1969	0.7991	
-0.2694	0.2025	0.8015	
-0.2719	0.1973	0.8011	
-0.2710	0.1973	0.7991	
-0.2701	0.2005	0.8008	
-0.2704	0.1972	0.7977	
-0.2712	0.1927	0.7943	
-0.2716	0.1966	0.7996	
-0.2712	0.2003	0.8028	
-0.2716	0.1987	0.8021	
-0.2727	0.1956	0.8007	
-0.2701	0.1983	0.7982	
-0.2714	0.1965	0.7989	
-0.2715	0.1947	0.7973	
-0.2724	0.1963	0.8008	
-0.2720	0.1993	0.8036	
-0.2719	0.2011	0.8053	
-0.2723	0.1954	0.7996	
-0.2705	0.1972	0.7979	
-0.2728	0.1900	0.7946	
-0.2728	0.1908	0.7955	
-0.2728	0.1951	0.8004	
-0.2713	0.2026	0.8056	
-0.2722	0.1992	0.8037	
-0.2726	0.1966	0.8017	
-0.2723	0.1950	0.7993	
-0.2711	0.1986	0.8008	
-0.2724	0.1938	0.7982	
-0.2721	0.1930	0.7966	
-0.2729	0.1927	0.7980	
-0.2716	0.1925	0.7951	
-0.2728	0.1916	0.7964	
-0.2716	0.1963	0.7993	
-0.2720	0.1976	0.8016	
-0.2725	0.1981	0.8032	
-0.2722	0.1943	0.7984	
-0.2713	0.1957	0.7979	
-0.2722	0.1951	0.7991	
-0.2728	0.1955	0.8008	
-0.2734	0.1934	0.7999	
-0.2719	0.1962	0.7998	
-0.2717	0.1981	0.8014	
-0.2723	0.1962	0.8005	
-0.2719	0.1950	0.7985	
-0.2724	0.1939	0.7982	
-0.2726	0.1932	0.7978	
-0.2719	0.1954	0.7989	
-0.2710	0.1957	0.7974	
-0.2727	0.1939	0.7988	
-0.2728	0.1941	0.7993	
-0.2724	0.1960	0.8006	
-0.2726	0.1951	0.8001	
-0.2734	0.1948	0.8014	
-0.2727	0.1982	0.8038	
-0.2725	0.1963	0.8012	
-0.2745	0.1923	0.8009	
-0.2731	0.1957	0.8017	
-0.2730	0.1977	0.8037	
-0.2735	0.2006	0.8082	
-0.2729	0.1990	0.8050	
-0.2715	0.2010	0.8044	
-0.2728	0.1935	0.7985	
-0.2735	0.1909	0.7971	
-0.2736	0.1948	0.8019	
-0.2735	0.2000	0.8074	
-0.2737	0.2010	0.8089	
-0.2723	0.2034	0.8088	
-0.2738	0.1966	0.8043	
-0.2729	0.1949	0.8004	
-0.2730	0.1958	0.8017	
-0.2729	0.1968	0.8027	
-0.2736	0.1950	0.8021	
-0.2732	0.1967	0.8031	
-0.2724	0.1990	0.8039	
-0.2722	0.1987	0.8032	
-0.2720	0.1965	0.8004	
-0.2732	0.1945	0.8005	
-0.2721	0.1971	0.8013	
-0.2732	0.1979	0.8045	
-0.2728	0.2029	0.8091	
-0.2731	0.1999	0.8063	
-0.2728	0.1977	0.8035	
-0.2722	0.2012	0.8061	
-0.2717	0.2019	0.8058	
-0.2733	0.1974	0.8040	
-0.2736	0.1971	0.8044	
-0.2728	0.2006	0.8067	
-0.2722	0.2003	0.8049	
-0.2727	0.1988	0.8044	
-0.2728	0.2008	0.8068	
-0.2726	0.2029	0.8088	
-0.2739	0.1995	0.8076	
-0.2720	0.1992	0.8032	
-0.2737	0.1948	0.8019	
-0.2733	0.1961	0.8026	
-0.2734	0.1967	0.8034	
-0.2734	0.1969	0.8038	
-0.2717	0.2002	0.8039	
-0.2728	0.2004	0.8063	
-0.2731	0.2008	0.8076	
-0.2735	0.1974	0.8046	
-0.2732	0.1980	0.8046	
-0.2729	0.2009	0.8073	
-0.2729	0.1996	0.8057	
-0.2739	0.1989	0.8071	
-0.2736	0.1989	0.8063	
-0.2729	0.1976	0.8035	
-0.2728	0.1971	0.8027	
-0.2732	0.1970	0.8034	
-0.2734	0.1984	0.8054	
-0.2729	0.2032	0.8097	
-0.2748	0.1993	0.8094	
-0.2735	0.1991	0.8064	
-0.2730	0.1983	0.8044	
-0.2743	0.1982	0.8070	
-0.2733	0.2035	0.8110	
-0.2744	0.2012	0.8108	
-0.2745	0.2015	0.8112	
-0.2731	0.1997	0.8063	
-0.2736	0.2003	0.8081	
-0.2725	0.2006	0.8059	
-0.2741	0.1970	0.8054	
-0.2731	0.1949	0.8009	
-0.2739	0.1938	0.8012	
-0.2722	0.2000	0.8047	
-0.2732	0.2001	0.8070	
-0.2739	0.1995	0.8077	
-0.2736	0.2012	0.8091	
-0.2741	0.2004	0.8092	
-0.2738	0.1996	0.8076	
-0.2750	0.1946	0.8046	
-0.2736	0.2015	0.8094	
-0.2733	0.2032	0.8106	
-0.2734	0.2002	0.8074	
-0.2747	0.1978	0.8074	
-0.2738	0.2002	0.8082	
-0.2730	0.1999	0.8063	
-0.2730	0.1984	0.8046	
-0.2743	0.1983	0.8072	
-0.2739	0.1990	0.8070	
-0.2743	0.1981	0.8070	
-0.2725	0.2027	0.8084	
-0.2742	0.1972	0.8057	
-0.2739	0.1979	0.8060	
-0.2712	0.2071	0.8106	
-0.2746	0.2001	0.8098	
-0.2736	0.1987	0.8061	
-0.2739	0.1959	0.8037	
-0.2753	0.1932	0.8037	
-0.2727	0.2010	0.8069	
-0.2740	0.2000	0.8084	
-0.2737	0.1992	0.8069	
-0.2731	0.2009	0.8077	
