Loss_Adversary	Loss_Target	
-0.2578	0.2514	0.4761	
-0.2881	0.2196	0.5057	
-0.3160	0.2073	0.5403	
-0.3447	0.2175	0.5857	
-0.3747	0.2443	0.6400	
-0.4054	0.2789	0.6987	
-0.4362	0.3140	0.7577	
-0.4659	0.3459	0.8138	
-0.4927	0.3693	0.8621	
-0.5140	0.3842	0.8990	
-0.5291	0.3938	0.9246	
-0.5395	0.3995	0.9419	
-0.5468	0.4027	0.9537	
-0.5516	0.4045	0.9614	
-0.5546	0.4056	0.9661	
-0.5565	0.4064	0.9692	
-0.5580	0.4072	0.9716	
-0.5591	0.4080	0.9736	
-0.5600	0.4085	0.9751	
-0.5608	0.4090	0.9764	
-0.5615	0.4093	0.9775	
-0.5621	0.4094	0.9785	
-0.5626	0.4095	0.9793	
-0.5631	0.4095	0.9800	
-0.5635	0.4095	0.9805	
-0.5639	0.4095	0.9811	
-0.5643	0.4094	0.9816	
-0.5646	0.4093	0.9820	
-0.5650	0.4092	0.9825	
-0.5653	0.4090	0.9828	
-0.5656	0.4089	0.9832	
-0.5658	0.4087	0.9835	
-0.5661	0.4086	0.9838	
-0.5664	0.4085	0.9841	
-0.5666	0.4083	0.9844	
-0.5668	0.4082	0.9847	
-0.5671	0.4078	0.9849	
-0.5673	0.4075	0.9851	
-0.5675	0.4072	0.9853	
-0.5677	0.4071	0.9855	
-0.5679	0.4069	0.9857	
-0.5681	0.4067	0.9859	
-0.5683	0.4066	0.9861	
-0.5684	0.4063	0.9862	
-0.5686	0.4060	0.9863	
-0.5688	0.4059	0.9865	
-0.5690	0.4055	0.9866	
-0.5691	0.4053	0.9868	
-0.5693	0.4051	0.9869	
-0.5694	0.4048	0.9870	
-0.5696	0.4045	0.9871	
-0.5698	0.4041	0.9872	
-0.5699	0.4040	0.9873	
-0.5700	0.4037	0.9874	
-0.5702	0.4035	0.9875	
-0.5703	0.4033	0.9876	
-0.5704	0.4031	0.9876	
-0.5706	0.4025	0.9877	
-0.5707	0.4024	0.9878	
-0.5709	0.4022	0.9879	
-0.5710	0.4019	0.9879	
-0.5711	0.4015	0.9880	
-0.5713	0.4014	0.9881	
-0.5713	0.4013	0.9882	
-0.5714	0.4012	0.9883	
-0.5715	0.4009	0.9883	
-0.5716	0.4008	0.9884	
-0.5718	0.4006	0.9885	
-0.5719	0.4001	0.9885	
-0.5720	0.3999	0.9885	
-0.5721	0.3996	0.9886	
-0.5722	0.3995	0.9886	
-0.5722	0.3994	0.9887	
-0.5724	0.3990	0.9887	
-0.5725	0.3988	0.9887	
-0.5726	0.3984	0.9888	
-0.5727	0.3983	0.9888	
-0.5728	0.3982	0.9889	
-0.5728	0.3980	0.9889	
-0.5729	0.3977	0.9889	
-0.5730	0.3974	0.9890	
-0.5731	0.3971	0.9890	
-0.5732	0.3969	0.9890	
-0.5733	0.3967	0.9890	
-0.5734	0.3964	0.9890	
-0.5735	0.3961	0.9890	
-0.5736	0.3959	0.9891	
-0.5737	0.3955	0.9891	
-0.5738	0.3953	0.9891	
-0.5739	0.3950	0.9891	
-0.5739	0.3948	0.9891	
-0.5740	0.3945	0.9891	
-0.5741	0.3944	0.9891	
-0.5742	0.3941	0.9891	
-0.5743	0.3938	0.9891	
-0.5743	0.3935	0.9891	
-0.5744	0.3934	0.9891	
-0.5744	0.3933	0.9892	
-0.5745	0.3931	0.9891	
-0.5746	0.3927	0.9891	
-0.5747	0.3923	0.9891	
-0.5747	0.3920	0.9891	
-0.5748	0.3919	0.9891	
-0.5748	0.3917	0.9891	
-0.5749	0.3914	0.9891	
-0.5750	0.3912	0.9890	
-0.5750	0.3911	0.9891	
-0.5751	0.3908	0.9890	
-0.5752	0.3905	0.9890	
-0.5752	0.3902	0.9890	
-0.5753	0.3900	0.9890	
-0.5753	0.3900	0.9890	
-0.5754	0.3897	0.9890	
-0.5754	0.3895	0.9890	
-0.5755	0.3892	0.9889	
-0.5755	0.3892	0.9889	
-0.5755	0.3893	0.9890	
-0.5756	0.3888	0.9889	
-0.5757	0.3882	0.9888	
-0.5757	0.3877	0.9887	
-0.5758	0.3878	0.9887	
-0.5758	0.3879	0.9888	
-0.5758	0.3879	0.9888	
-0.5759	0.3871	0.9886	
-0.5759	0.3869	0.9886	
-0.5759	0.3873	0.9887	
-0.5760	0.3869	0.9886	
-0.5760	0.3867	0.9886	
-0.5761	0.3857	0.9883	
-0.5762	0.3857	0.9884	
-0.5761	0.3862	0.9885	
-0.5761	0.3862	0.9886	
-0.5762	0.3857	0.9884	
-0.5762	0.3857	0.9885	
-0.5763	0.3851	0.9884	
-0.5764	0.3847	0.9883	
-0.5764	0.3848	0.9883	
-0.5764	0.3849	0.9884	
-0.5764	0.3848	0.9883	
-0.5764	0.3846	0.9883	
-0.5765	0.3841	0.9882	
-0.5766	0.3838	0.9882	
-0.5765	0.3843	0.9883	
-0.5766	0.3839	0.9882	
-0.5766	0.3835	0.9881	
-0.5767	0.3832	0.9881	
-0.5766	0.3835	0.9881	
-0.5767	0.3832	0.9881	
-0.5767	0.3828	0.9880	
-0.5767	0.3832	0.9881	
-0.5767	0.3832	0.9881	
-0.5768	0.3823	0.9879	
-0.5768	0.3823	0.9879	
-0.5769	0.3821	0.9879	
-0.5769	0.3818	0.9878	
-0.5769	0.3821	0.9879	
-0.5769	0.3816	0.9878	
-0.5769	0.3817	0.9878	
-0.5770	0.3813	0.9877	
-0.5769	0.3820	0.9879	
-0.5770	0.3817	0.9878	
-0.5770	0.3813	0.9877	
-0.5771	0.3805	0.9875	
-0.5771	0.3810	0.9876	
-0.5771	0.3806	0.9875	
-0.5771	0.3811	0.9877	
-0.5771	0.3803	0.9875	
-0.5772	0.3793	0.9872	
-0.5771	0.3811	0.9877	
-0.5772	0.3800	0.9874	
-0.5772	0.3798	0.9874	
-0.5774	0.3787	0.9871	
-0.5773	0.3800	0.9875	
-0.5772	0.3802	0.9876	
-0.5773	0.3794	0.9873	
-0.5774	0.3786	0.9871	
-0.5774	0.3789	0.9872	
-0.5774	0.3790	0.9873	
-0.5774	0.3786	0.9871	
-0.5775	0.3782	0.9870	
-0.5774	0.3785	0.9871	
-0.5775	0.3782	0.9871	
-0.5775	0.3784	0.9871	
-0.5775	0.3787	0.9873	
-0.5775	0.3785	0.9872	
-0.5776	0.3776	0.9869	
-0.5776	0.3777	0.9870	
-0.5776	0.3776	0.9869	
-0.5775	0.3787	0.9873	
-0.5776	0.3782	0.9872	
-0.5776	0.3769	0.9867	
-0.5776	0.3773	0.9869	
-0.5776	0.3775	0.9870	
-0.5777	0.3766	0.9867	
-0.5777	0.3773	0.9870	
-0.5777	0.3771	0.9869	
-0.5777	0.3767	0.9868	
-0.5777	0.3767	0.9867	
-0.5778	0.3760	0.9865	
-0.5777	0.3775	0.9871	
-0.5778	0.3772	0.9871	
-0.5778	0.3762	0.9867	
-0.5778	0.3766	0.9869	
-0.5778	0.3768	0.9870	
-0.5779	0.3763	0.9868	
-0.5779	0.3754	0.9865	
-0.5779	0.3759	0.9867	
-0.5779	0.3759	0.9867	
-0.5780	0.3758	0.9867	
-0.5780	0.3753	0.9865	
-0.5780	0.3750	0.9864	
-0.5780	0.3755	0.9866	
-0.5780	0.3750	0.9864	
-0.5780	0.3749	0.9864	
-0.5781	0.3750	0.9865	
-0.5780	0.3757	0.9868	
-0.5781	0.3750	0.9866	
-0.5781	0.3743	0.9863	
-0.5781	0.3739	0.9861	
-0.5781	0.3739	0.9862	
-0.5781	0.3751	0.9866	
-0.5782	0.3740	0.9863	
-0.5782	0.3736	0.9861	
-0.5781	0.3747	0.9865	
-0.5782	0.3747	0.9866	
-0.5782	0.3744	0.9864	
-0.5782	0.3735	0.9861	
-0.5783	0.3734	0.9861	
-0.5783	0.3736	0.9862	
-0.5783	0.3748	0.9867	
-0.5783	0.3747	0.9867	
-0.5783	0.3743	0.9865	
-0.5783	0.3733	0.9861	
-0.5783	0.3732	0.9862	
-0.5783	0.3739	0.9865	
-0.5783	0.3739	0.9864	
-0.5784	0.3733	0.9863	
-0.5784	0.3724	0.9859	
-0.5784	0.3734	0.9863	
-0.5784	0.3730	0.9862	
-0.5785	0.3728	0.9862	
-0.5785	0.3731	0.9863	
-0.5785	0.3735	0.9865	
-0.5785	0.3729	0.9862	
-0.5785	0.3728	0.9862	
-0.5785	0.3724	0.9861	
-0.5785	0.3728	0.9863	
-0.5786	0.3722	0.9860	
-0.5786	0.3709	0.9855	
-0.5786	0.3718	0.9859	
-0.5785	0.3724	0.9861	
-0.5786	0.3729	0.9863	
-0.5786	0.3724	0.9861	
-0.5786	0.3721	0.9860	
-0.5786	0.3718	0.9860	
-0.5786	0.3715	0.9858	
-0.5786	0.3714	0.9858	
-0.5787	0.3713	0.9858	
-0.5787	0.3706	0.9855	
-0.5787	0.3710	0.9857	
-0.5787	0.3716	0.9859	
-0.5787	0.3715	0.9859	
-0.5787	0.3704	0.9855	
-0.5787	0.3694	0.9851	
-0.5787	0.3712	0.9858	
-0.5787	0.3702	0.9854	
-0.5788	0.3705	0.9856	
-0.5787	0.3710	0.9858	
-0.5788	0.3701	0.9855	
-0.5788	0.3692	0.9851	
-0.5788	0.3711	0.9858	
