Loss_Adversary	Loss_Target	
-0.0728	0.0314	0.0728	
-0.1263	0.0564	0.1263	
-0.2012	0.0922	0.2012	
-0.2845	0.1367	0.2845	
-0.3534	0.1755	0.3534	
-0.4025	0.2080	0.4025	
-0.4333	0.2332	0.4333	
-0.4517	0.2506	0.4517	
-0.4633	0.2635	0.4633	
-0.4711	0.2742	0.4711	
-0.4765	0.2821	0.4765	
-0.4805	0.2881	0.4805	
-0.4836	0.2926	0.4836	
-0.4861	0.2982	0.4861	
-0.4881	0.3017	0.4881	
-0.4898	0.3048	0.4898	
-0.4912	0.3079	0.4912	
-0.4925	0.3113	0.4925	
-0.4936	0.3142	0.4936	
-0.4945	0.3162	0.4945	
-0.4953	0.3180	0.4953	
-0.4960	0.3193	0.4960	
-0.4967	0.3213	0.4967	
-0.4973	0.3228	0.4973	
-0.4978	0.3239	0.4978	
-0.4982	0.3244	0.4982	
-0.4987	0.3259	0.4987	
-0.4990	0.3261	0.4990	
-0.4994	0.3262	0.4994	
-0.4997	0.3280	0.4997	
-0.5000	0.3284	0.5000	
-0.5002	0.3283	0.5002	
-0.5005	0.3295	0.5005	
-0.5007	0.3289	0.5007	
-0.5009	0.3283	0.5009	
-0.5011	0.3288	0.5011	
-0.5013	0.3287	0.5013	
-0.5014	0.3289	0.5014	
-0.5016	0.3289	0.5016	
-0.5018	0.3287	0.5018	
-0.5019	0.3286	0.5019	
-0.5020	0.3284	0.5020	
-0.5021	0.3287	0.5021	
-0.5022	0.3279	0.5022	
-0.5023	0.3271	0.5023	
-0.5024	0.3272	0.5024	
-0.5025	0.3277	0.5025	
-0.5026	0.3267	0.5026	
-0.5027	0.3269	0.5027	
-0.5028	0.3261	0.5028	
-0.5029	0.3252	0.5029	
-0.5030	0.3236	0.5030	
-0.5031	0.3246	0.5031	
-0.5031	0.3248	0.5031	
-0.5032	0.3245	0.5032	
-0.5033	0.3234	0.5033	
-0.5033	0.3221	0.5033	
-0.5034	0.3206	0.5034	
-0.5035	0.3205	0.5035	
-0.5035	0.3206	0.5035	
-0.5036	0.3201	0.5036	
-0.5036	0.3189	0.5036	
-0.5037	0.3181	0.5037	
-0.5037	0.3175	0.5037	
-0.5038	0.3174	0.5038	
-0.5038	0.3183	0.5038	
-0.5039	0.3178	0.5039	
-0.5039	0.3165	0.5039	
-0.5039	0.3167	0.5039	
-0.5040	0.3158	0.5040	
-0.5040	0.3147	0.5040	
-0.5041	0.3142	0.5041	
-0.5041	0.3141	0.5041	
-0.5041	0.3133	0.5041	
-0.5042	0.3130	0.5042	
-0.5042	0.3123	0.5042	
-0.5042	0.3119	0.5042	
-0.5043	0.3115	0.5043	
-0.5043	0.3104	0.5043	
-0.5043	0.3101	0.5043	
-0.5044	0.3102	0.5044	
-0.5044	0.3103	0.5044	
-0.5044	0.3100	0.5044	
-0.5044	0.3084	0.5044	
-0.5045	0.3075	0.5045	
-0.5045	0.3076	0.5045	
-0.5045	0.3076	0.5045	
-0.5046	0.3075	0.5046	
-0.5046	0.3062	0.5046	
-0.5046	0.3067	0.5046	
-0.5046	0.3066	0.5046	
-0.5047	0.3048	0.5047	
-0.5047	0.3050	0.5047	
-0.5047	0.3049	0.5047	
-0.5047	0.3043	0.5047	
-0.5047	0.3046	0.5047	
-0.5048	0.3041	0.5048	
-0.5048	0.3032	0.5048	
-0.5048	0.3029	0.5048	
-0.5048	0.3019	0.5048	
-0.5048	0.3023	0.5048	
-0.5049	0.3024	0.5049	
-0.5049	0.3015	0.5049	
-0.5049	0.3012	0.5049	
-0.5049	0.3017	0.5049	
-0.5050	0.3015	0.5050	
-0.5050	0.3003	0.5050	
-0.5050	0.2991	0.5050	
-0.5050	0.2998	0.5050	
-0.5050	0.2997	0.5050	
-0.5051	0.2995	0.5051	
-0.5051	0.2992	0.5051	
-0.5051	0.2981	0.5051	
-0.5051	0.2987	0.5051	
-0.5051	0.2978	0.5051	
-0.5051	0.2980	0.5051	
-0.5052	0.2975	0.5052	
-0.5052	0.2967	0.5052	
-0.5052	0.2964	0.5052	
-0.5052	0.2963	0.5052	
-0.5052	0.2963	0.5052	
-0.5052	0.2956	0.5052	
-0.5052	0.2955	0.5052	
-0.5053	0.2957	0.5053	
-0.5053	0.2949	0.5053	
-0.5053	0.2947	0.5053	
-0.5053	0.2950	0.5053	
-0.5053	0.2940	0.5053	
-0.5054	0.2939	0.5054	
-0.5054	0.2936	0.5054	
-0.5054	0.2941	0.5054	
-0.5054	0.2930	0.5054	
-0.5054	0.2929	0.5054	
-0.5054	0.2933	0.5054	
-0.5055	0.2929	0.5055	
-0.5055	0.2925	0.5055	
-0.5055	0.2912	0.5055	
-0.5055	0.2917	0.5055	
-0.5055	0.2933	0.5055	
-0.5055	0.2920	0.5055	
-0.5055	0.2917	0.5055	
-0.5055	0.2916	0.5055	
-0.5056	0.2906	0.5056	
-0.5056	0.2899	0.5056	
-0.5056	0.2895	0.5056	
-0.5056	0.2897	0.5056	
-0.5056	0.2889	0.5056	
-0.5056	0.2883	0.5056	
-0.5056	0.2885	0.5056	
-0.5056	0.2877	0.5056	
-0.5057	0.2876	0.5057	
-0.5057	0.2877	0.5057	
-0.5057	0.2867	0.5057	
-0.5057	0.2876	0.5057	
-0.5057	0.2870	0.5057	
-0.5057	0.2864	0.5057	
-0.5057	0.2852	0.5057	
-0.5058	0.2861	0.5058	
-0.5058	0.2858	0.5058	
-0.5058	0.2861	0.5058	
-0.5058	0.2852	0.5058	
-0.5058	0.2841	0.5058	
-0.5058	0.2844	0.5058	
-0.5059	0.2840	0.5059	
-0.5059	0.2836	0.5059	
-0.5059	0.2837	0.5059	
-0.5059	0.2839	0.5059	
-0.5059	0.2827	0.5059	
-0.5059	0.2830	0.5059	
-0.5059	0.2822	0.5059	
-0.5059	0.2823	0.5059	
-0.5060	0.2824	0.5060	
-0.5060	0.2829	0.5060	
-0.5060	0.2821	0.5060	
-0.5060	0.2811	0.5060	
-0.5060	0.2807	0.5060	
-0.5060	0.2817	0.5060	
-0.5060	0.2814	0.5060	
-0.5060	0.2810	0.5060	
-0.5060	0.2796	0.5060	
-0.5061	0.2800	0.5061	
-0.5061	0.2798	0.5061	
-0.5061	0.2802	0.5061	
-0.5061	0.2791	0.5061	
-0.5062	0.2783	0.5062	
-0.5063	0.2808	0.5063	
-0.5072	0.2818	0.5072	
-0.5132	0.2871	0.5132	
