Loss_Adversary	Loss_Target	
-0.1908	0.0019	0.4126	
-0.2096	0.0031	0.4542	
-0.2173	0.0045	0.4725	
-0.2211	0.0069	0.4835	
-0.2229	0.0084	0.4890	
-0.2246	0.0084	0.4928	
-0.2249	0.0091	0.4942	
-0.2272	0.0060	0.4955	
-0.2268	0.0069	0.4956	
-0.2274	0.0052	0.4950	
-0.2270	0.0067	0.4958	
-0.2275	0.0050	0.4950	
-0.2268	0.0063	0.4950	
-0.2278	0.0045	0.4950	
-0.2281	0.0050	0.4964	
-0.2287	0.0029	0.4951	
-0.2282	0.0045	0.4959	
-0.2275	0.0052	0.4953	
-0.2280	0.0048	0.4959	
-0.2279	0.0043	0.4950	
-0.2292	0.0021	0.4953	
-0.2281	0.0042	0.4954	
-0.2280	0.0049	0.4960	
-0.2291	0.0032	0.4963	
-0.2279	0.0045	0.4953	
-0.2286	0.0036	0.4956	
-0.2281	0.0045	0.4957	
-0.2285	0.0036	0.4956	
-0.2284	0.0032	0.4949	
-0.2293	0.0025	0.4960	
-0.2276	0.0059	0.4962	
-0.2299	0.0024	0.4972	
-0.2297	0.0016	0.4958	
-0.2290	0.0031	0.4960	
-0.2290	0.0033	0.4962	
-0.2296	0.0021	0.4961	
-0.2288	0.0036	0.4963	
-0.2289	0.0046	0.4974	
-0.2296	0.0027	0.4969	
-0.2286	0.0037	0.4959	
-0.2289	0.0043	0.4972	
-0.2296	0.0019	0.4959	
-0.2296	0.0028	0.4970	
-0.2286	0.0041	0.4963	
-0.2295	0.0026	0.4966	
-0.2293	0.0027	0.4963	
-0.2296	0.0031	0.4973	
-0.2295	0.0024	0.4963	
-0.2289	0.0043	0.4972	
-0.2297	0.0025	0.4968	
-0.2291	0.0031	0.4964	
-0.2297	0.0022	0.4966	
-0.2294	0.0029	0.4967	
-0.2291	0.0038	0.4971	
-0.2298	0.0018	0.4963	
-0.2274	0.0073	0.4975	
-0.2295	0.0027	0.4967	
-0.2293	0.0038	0.4975	
-0.2290	0.0040	0.4972	
-0.2293	0.0040	0.4976	
-0.2293	0.0037	0.4975	
-0.2298	0.0027	0.4972	
-0.2296	0.0031	0.4974	
-0.2288	0.0042	0.4969	
-0.2302	0.0024	0.4977	
-0.2301	0.0023	0.4974	
-0.2296	0.0040	0.4984	
-0.2301	0.0029	0.4981	
-0.2299	0.0029	0.4977	
-0.2302	0.0023	0.4976	
-0.2288	0.0045	0.4972	
-0.2296	0.0029	0.4970	
-0.2291	0.0041	0.4975	
-0.2298	0.0030	0.4977	
-0.2294	0.0036	0.4975	
-0.2300	0.0032	0.4982	
-0.2295	0.0042	0.4983	
-0.2295	0.0048	0.4990	
-0.2304	0.0033	0.4992	
-0.2304	0.0037	0.4997	
-0.2295	0.0064	0.5008	
-0.2298	0.0060	0.5011	
-0.2291	0.0089	0.5030	
-0.2296	0.0092	0.5044	
-0.2308	0.0103	0.5081	
-0.2301	0.0194	0.5170	
-0.2306	0.0261	0.5260	
-0.2315	0.0544	0.5604	
-0.2335	0.1025	0.6200	
-0.2353	0.1684	0.6999	
-0.2370	0.1942	0.7332	
-0.2407	0.2023	0.7504	
-0.2453	0.2249	0.7863	
-0.2498	0.2421	0.8157	
-0.2524	0.2389	0.8175	
-0.2550	0.2313	0.8146	
-0.2583	0.2221	0.8110	
-0.2589	0.2171	0.8065	
-0.2596	0.2131	0.8035	
-0.2597	0.2162	0.8073	
-0.2611	0.2164	0.8104	
-0.2619	0.2094	0.8041	
-0.2624	0.2092	0.8051	
-0.2619	0.2102	0.8050	
-0.2627	0.2036	0.7993	
-0.2629	0.2029	0.7987	
-0.2634	0.2054	0.8028	
-0.2631	0.2046	0.8012	
-0.2643	0.2006	0.7992	
-0.2647	0.1969	0.7958	
-0.2637	0.2013	0.7986	
-0.2642	0.2023	0.8010	
-0.2644	0.1979	0.7962	
-0.2647	0.1947	0.7933	
-0.2653	0.1948	0.7945	
-0.2647	0.1947	0.7933	
-0.2630	0.1988	0.7945	
-0.2657	0.1922	0.7924	
-0.2647	0.1928	0.7910	
-0.2640	0.1975	0.7950	
-0.2647	0.1941	0.7926	
-0.2653	0.1895	0.7885	
-0.2658	0.1911	0.7914	
-0.2654	0.1927	0.7925	
-0.2658	0.1895	0.7896	
-0.2670	0.1856	0.7878	
-0.2647	0.1891	0.7869	
-0.2658	0.1892	0.7894	
-0.2661	0.1871	0.7875	
-0.2670	0.1872	0.7895	
-0.2666	0.1896	0.7916	
-0.2666	0.1908	0.7928	
-0.2670	0.1850	0.7869	
-0.2653	0.1868	0.7855	
-0.2675	0.1798	0.7822	
-0.2677	0.1811	0.7840	
-0.2675	0.1868	0.7902	
-0.2660	0.1925	0.7936	
-0.2671	0.1873	0.7899	
-0.2676	0.1851	0.7884	
-0.2673	0.1842	0.7867	
-0.2663	0.1877	0.7886	
-0.2676	0.1828	0.7858	
-0.2674	0.1840	0.7867	
-0.2681	0.1846	0.7890	
-0.2668	0.1818	0.7830	
-0.2680	0.1801	0.7836	
-0.2670	0.1852	0.7873	
-0.2673	0.1875	0.7906	
-0.2677	0.1886	0.7928	
-0.2674	0.1842	0.7870	
-0.2668	0.1840	0.7855	
-0.2676	0.1848	0.7880	
-0.2682	0.1853	0.7900	
-0.2688	0.1829	0.7886	
-0.2673	0.1864	0.7893	
-0.2671	0.1880	0.7907	
-0.2678	0.1855	0.7893	
-0.2676	0.1833	0.7863	
-0.2680	0.1822	0.7861	
-0.2681	0.1825	0.7865	
-0.2675	0.1847	0.7878	
-0.2665	0.1847	0.7855	
-0.2683	0.1820	0.7864	
