Loss_Adversary	Loss_Target	
-0.4529	0.0589	0.5097	
-0.5760	0.1848	0.6606	
-0.7037	0.3122	0.8166	
-0.7636	0.3694	0.8895	
-0.7877	0.3890	0.9185	
-0.7999	0.3958	0.9328	
-0.8074	0.3985	0.9413	
-0.8124	0.3997	0.9471	
-0.8163	0.4005	0.9515	
-0.8193	0.4012	0.9549	
-0.8218	0.4018	0.9578	
-0.8239	0.4025	0.9602	
-0.8257	0.4031	0.9623	
-0.8273	0.4037	0.9641	
-0.8286	0.4042	0.9656	
-0.8298	0.4047	0.9670	
-0.8309	0.4051	0.9682	
-0.8318	0.4056	0.9693	
-0.8327	0.4061	0.9703	
-0.8335	0.4066	0.9713	
-0.8342	0.4070	0.9721	
-0.8349	0.4075	0.9729	
-0.8355	0.4080	0.9737	
-0.8361	0.4084	0.9744	
-0.8367	0.4088	0.9751	
-0.8372	0.4092	0.9757	
-0.8377	0.4097	0.9763	
-0.8382	0.4101	0.9769	
-0.8387	0.4105	0.9775	
-0.8391	0.4109	0.9780	
-0.8395	0.4113	0.9785	
-0.8400	0.4117	0.9790	
-0.8404	0.4121	0.9796	
-0.8408	0.4124	0.9801	
-0.8412	0.4127	0.9805	
-0.8416	0.4131	0.9810	
-0.8420	0.4134	0.9815	
-0.8424	0.4138	0.9820	
-0.8428	0.4142	0.9825	
-0.8432	0.4145	0.9830	
-0.8437	0.4149	0.9835	
-0.8441	0.4153	0.9840	
-0.8445	0.4156	0.9845	
-0.8449	0.4161	0.9850	
-0.8452	0.4165	0.9854	
-0.8456	0.4170	0.9859	
-0.8460	0.4174	0.9863	
-0.8463	0.4178	0.9868	
-0.8466	0.4182	0.9872	
-0.8469	0.4186	0.9876	
-0.8472	0.4190	0.9879	
-0.8475	0.4193	0.9882	
-0.8477	0.4196	0.9885	
-0.8480	0.4199	0.9888	
-0.8482	0.4201	0.9891	
-0.8484	0.4203	0.9894	
-0.8486	0.4205	0.9896	
-0.8488	0.4206	0.9898	
-0.8490	0.4208	0.9901	
-0.8491	0.4209	0.9903	
-0.8493	0.4210	0.9905	
-0.8495	0.4211	0.9906	
-0.8496	0.4212	0.9908	
-0.8497	0.4213	0.9910	
-0.8499	0.4214	0.9911	
-0.8500	0.4215	0.9913	
-0.8501	0.4215	0.9914	
-0.8502	0.4216	0.9915	
-0.8504	0.4217	0.9917	
-0.8505	0.4217	0.9918	
-0.8506	0.4217	0.9919	
-0.8507	0.4217	0.9921	
-0.8508	0.4217	0.9922	
-0.8509	0.4217	0.9923	
-0.8509	0.4218	0.9924	
-0.8510	0.4218	0.9924	
-0.8511	0.4217	0.9925	
-0.8512	0.4218	0.9926	
-0.8512	0.4217	0.9927	
-0.8513	0.4218	0.9928	
-0.8514	0.4217	0.9928	
-0.8514	0.4218	0.9929	
-0.8515	0.4217	0.9930	
-0.8515	0.4217	0.9930	
-0.8516	0.4217	0.9931	
-0.8516	0.4217	0.9931	
-0.8517	0.4217	0.9932	
-0.8518	0.4217	0.9932	
-0.8518	0.4216	0.9933	
-0.8519	0.4216	0.9934	
-0.8519	0.4216	0.9934	
-0.8520	0.4215	0.9935	
-0.8520	0.4215	0.9935	
-0.8521	0.4215	0.9936	
-0.8521	0.4214	0.9936	
-0.8522	0.4214	0.9937	
-0.8522	0.4213	0.9937	
-0.8522	0.4213	0.9938	
-0.8523	0.4214	0.9938	
-0.8523	0.4213	0.9938	
-0.8524	0.4212	0.9939	
-0.8524	0.4212	0.9939	
-0.8525	0.4213	0.9940	
-0.8525	0.4211	0.9940	
-0.8525	0.4211	0.9941	
-0.8526	0.4210	0.9941	
-0.8526	0.4210	0.9941	
-0.8527	0.4209	0.9942	
-0.8527	0.4209	0.9942	
-0.8527	0.4209	0.9943	
-0.8528	0.4209	0.9943	
-0.8528	0.4207	0.9943	
-0.8529	0.4207	0.9944	
-0.8529	0.4206	0.9944	
-0.8529	0.4205	0.9944	
-0.8530	0.4206	0.9945	
-0.8530	0.4205	0.9945	
-0.8530	0.4204	0.9945	
-0.8531	0.4204	0.9946	
-0.8531	0.4202	0.9946	
-0.8531	0.4204	0.9946	
-0.8532	0.4202	0.9947	
-0.8532	0.4201	0.9947	
-0.8532	0.4202	0.9947	
-0.8533	0.4200	0.9947	
-0.8533	0.4200	0.9948	
-0.8533	0.4200	0.9948	
-0.8534	0.4199	0.9948	
-0.8534	0.4198	0.9949	
-0.8534	0.4199	0.9949	
-0.8534	0.4196	0.9949	
-0.8535	0.4197	0.9949	
-0.8535	0.4197	0.9950	
-0.8535	0.4195	0.9950	
-0.8535	0.4196	0.9950	
-0.8536	0.4194	0.9950	
-0.8536	0.4194	0.9950	
-0.8536	0.4195	0.9951	
-0.8536	0.4193	0.9951	
-0.8537	0.4194	0.9951	
-0.8537	0.4193	0.9951	
-0.8537	0.4193	0.9951	
-0.8537	0.4192	0.9952	
-0.8538	0.4191	0.9952	
-0.8538	0.4192	0.9952	
-0.8538	0.4191	0.9952	
-0.8538	0.4192	0.9953	
-0.8539	0.4190	0.9953	
-0.8539	0.4190	0.9953	
-0.8539	0.4190	0.9954	
-0.8539	0.4189	0.9954	
-0.8540	0.4189	0.9954	
-0.8540	0.4189	0.9954	
-0.8540	0.4189	0.9954	
-0.8540	0.4187	0.9954	
-0.8541	0.4189	0.9955	
-0.8541	0.4185	0.9955	
-0.8541	0.4187	0.9955	
-0.8541	0.4186	0.9955	
-0.8541	0.4186	0.9956	
-0.8542	0.4185	0.9956	
-0.8542	0.4185	0.9956	
-0.8542	0.4185	0.9956	
-0.8542	0.4185	0.9956	
-0.8543	0.4185	0.9957	
-0.8543	0.4183	0.9957	
-0.8543	0.4184	0.9957	
-0.8543	0.4184	0.9957	
-0.8543	0.4183	0.9957	
-0.8543	0.4183	0.9957	
-0.8544	0.4182	0.9958	
-0.8544	0.4182	0.9958	
-0.8544	0.4181	0.9958	
-0.8544	0.4181	0.9958	
-0.8545	0.4181	0.9959	
-0.8545	0.4179	0.9958	
-0.8545	0.4182	0.9959	
-0.8545	0.4180	0.9959	
-0.8545	0.4180	0.9959	
-0.8546	0.4179	0.9959	
-0.8546	0.4177	0.9960	
-0.8546	0.4176	0.9960	
-0.8547	0.4174	0.9960	
-0.8547	0.4167	0.9960	
-0.8548	0.4167	0.9961	
-0.8549	0.4160	0.9961	
