Loss_Adversary	Loss_Target	
-0.1065	0.2419	0.4692	
-0.1366	0.1993	0.4863	
-0.1587	0.1679	0.4985	
-0.1752	0.1454	0.5090	
-0.1881	0.1290	0.5181	
-0.1983	0.1174	0.5269	
-0.2067	0.1086	0.5349	
-0.2139	0.1029	0.5436	
-0.2204	0.1005	0.5544	
-0.2261	0.1017	0.5673	
-0.2311	0.1065	0.5825	
-0.2356	0.1191	0.6048	
-0.2397	0.1342	0.6289	
-0.2432	0.1511	0.6535	
-0.2463	0.1672	0.6767	
-0.2497	0.1889	0.7061	
-0.2529	0.2161	0.7411	
-0.2556	0.2439	0.7755	
-0.2578	0.2720	0.8092	
-0.2597	0.2986	0.8408	
-0.2612	0.3212	0.8674	
-0.2623	0.3372	0.8862	
-0.2635	0.3483	0.9003	
-0.2649	0.3551	0.9101	
-0.2660	0.3609	0.9184	
-0.2668	0.3653	0.9247	
-0.2675	0.3689	0.9299	
-0.2682	0.3720	0.9345	
-0.2688	0.3742	0.9380	
-0.2694	0.3755	0.9406	
-0.2699	0.3764	0.9426	
-0.2704	0.3773	0.9447	
-0.2710	0.3781	0.9465	
-0.2714	0.3786	0.9480	
-0.2719	0.3787	0.9491	
-0.2723	0.3786	0.9499	
-0.2729	0.3784	0.9508	
-0.2734	0.3782	0.9516	
-0.2739	0.3773	0.9517	
-0.2745	0.3764	0.9518	
-0.2750	0.3750	0.9515	
-0.2755	0.3737	0.9512	
-0.2761	0.3723	0.9510	
-0.2767	0.3703	0.9502	
-0.2774	0.3679	0.9491	
-0.2781	0.3658	0.9481	
-0.2787	0.3634	0.9470	
-0.2794	0.3597	0.9446	
-0.2801	0.3564	0.9427	
-0.2809	0.3521	0.9398	
-0.2817	0.3477	0.9369	
-0.2824	0.3437	0.9340	
-0.2830	0.3399	0.9314	
-0.2838	0.3336	0.9265	
-0.2846	0.3284	0.9227	
-0.2853	0.3224	0.9179	
-0.2861	0.3169	0.9138	
-0.2869	0.3111	0.9093	
-0.2875	0.3056	0.9048	
-0.2880	0.3006	0.9006	
-0.2885	0.2938	0.8946	
-0.2892	0.2883	0.8902	
-0.2895	0.2847	0.8872	
-0.2899	0.2794	0.8824	
-0.2902	0.2751	0.8787	
-0.2906	0.2710	0.8751	
-0.2909	0.2662	0.8708	
-0.2912	0.2635	0.8686	
-0.2916	0.2580	0.8636	
-0.2917	0.2546	0.8604	
-0.2919	0.2529	0.8590	
-0.2920	0.2527	0.8590	
-0.2918	0.2551	0.8611	
-0.2922	0.2481	0.8546	
-0.2922	0.2468	0.8533	
-0.2925	0.2458	0.8529	
-0.2926	0.2449	0.8520	
-0.2925	0.2454	0.8525	
-0.2927	0.2425	0.8498	
-0.2928	0.2416	0.8491	
-0.2929	0.2437	0.8514	
-0.2930	0.2437	0.8518	
-0.2932	0.2411	0.8492	
-0.2931	0.2424	0.8505	
-0.2933	0.2416	0.8499	
-0.2934	0.2409	0.8495	
-0.2935	0.2408	0.8496	
-0.2936	0.2397	0.8486	
