Loss_Adversary	Loss_Target	
-0.1971	0.0019	0.4126	
-0.2164	0.0031	0.4542	
-0.2245	0.0046	0.4726	
-0.2285	0.0071	0.4837	
-0.2303	0.0089	0.4894	
-0.2321	0.0092	0.4935	
-0.2324	0.0102	0.4952	
-0.2347	0.0074	0.4969	
-0.2343	0.0085	0.4973	
-0.2349	0.0070	0.4969	
-0.2345	0.0086	0.4979	
-0.2350	0.0070	0.4970	
-0.2343	0.0081	0.4970	
-0.2353	0.0066	0.4973	
-0.2356	0.0074	0.4989	
-0.2362	0.0050	0.4975	
-0.2356	0.0066	0.4981	
-0.2351	0.0074	0.4978	
-0.2355	0.0073	0.4986	
-0.2354	0.0066	0.4977	
-0.2367	0.0045	0.4981	
-0.2357	0.0069	0.4984	
-0.2356	0.0078	0.4993	
-0.2366	0.0064	0.4999	
-0.2355	0.0079	0.4993	
-0.2363	0.0071	0.4999	
-0.2357	0.0086	0.5005	
-0.2363	0.0077	0.5007	
-0.2364	0.0077	0.5008	
-0.2372	0.0085	0.5033	
-0.2355	0.0134	0.5050	
-0.2383	0.0110	0.5083	
-0.2382	0.0125	0.5098	
-0.2377	0.0188	0.5155	
-0.2383	0.0284	0.5273	
-0.2399	0.0442	0.5477	
-0.2410	0.0817	0.5906	
-0.2445	0.1723	0.6960	
-0.2501	0.2600	0.8028	
-0.2534	0.2995	0.8525	
-0.2575	0.3076	0.8697	
-0.2597	0.3073	0.8740	
-0.2623	0.3010	0.8725	
-0.2641	0.2917	0.8662	
-0.2655	0.2841	0.8609	
-0.2667	0.2811	0.8602	
-0.2685	0.2768	0.8592	
-0.2694	0.2716	0.8556	
-0.2702	0.2687	0.8539	
-0.2722	0.2633	0.8523	
-0.2725	0.2641	0.8539	
-0.2739	0.2586	0.8506	
-0.2735	0.2551	0.8462	
-0.2744	0.2544	0.8473	
-0.2758	0.2518	0.8473	
-0.2738	0.2564	0.8482	
-0.2763	0.2503	0.8469	
-0.2761	0.2502	0.8463	
-0.2770	0.2460	0.8437	
-0.2760	0.2472	0.8428	
-0.2765	0.2457	0.8422	
-0.2774	0.2458	0.8443	
-0.2775	0.2450	0.8435	
-0.2767	0.2430	0.8397	
-0.2783	0.2400	0.8398	
-0.2786	0.2429	0.8436	
-0.2784	0.2438	0.8440	
-0.2788	0.2417	0.8428	
-0.2789	0.2420	0.8433	
-0.2793	0.2413	0.8432	
-0.2788	0.2418	0.8428	
-0.2786	0.2407	0.8412	
-0.2791	0.2340	0.8350	
-0.2799	0.2329	0.8354	
-0.2795	0.2383	0.8406	
-0.2794	0.2397	0.8418	
-0.2800	0.2360	0.8391	
-0.2792	0.2356	0.8369	
-0.2803	0.2328	0.8361	
-0.2818	0.2290	0.8351	
-0.2809	0.2294	0.8338	
-0.2810	0.2292	0.8337	
-0.2797	0.2314	0.8335	
-0.2811	0.2282	0.8328	
-0.2813	0.2272	0.8321	
-0.2803	0.2292	0.8323	
-0.2818	0.2280	0.8340	
-0.2807	0.2302	0.8342	
-0.2813	0.2232	0.8278	
-0.2814	0.2221	0.8270	
-0.2810	0.2275	0.8318	
-0.2813	0.2258	0.8307	
-0.2817	0.2232	0.8286	
-0.2820	0.2241	0.8301	
-0.2815	0.2259	0.8311	
-0.2818	0.2259	0.8318	
-0.2823	0.2245	0.8313	
-0.2816	0.2259	0.8313	
-0.2816	0.2253	0.8306	
-0.2810	0.2249	0.8291	
-0.2819	0.2251	0.8310	
-0.2823	0.2230	0.8298	
-0.2824	0.2210	0.8278	
-0.2815	0.2202	0.8251	
-0.2819	0.2201	0.8259	
-0.2822	0.2224	0.8288	
-0.2823	0.2226	0.8293	
-0.2818	0.2216	0.8272	
-0.2825	0.2200	0.8268	
-0.2829	0.2181	0.8256	
-0.2819	0.2209	0.8267	
-0.2819	0.2245	0.8306	
-0.2821	0.2218	0.8280	
-0.2824	0.2192	0.8257	
-0.2825	0.2207	0.8276	
-0.2819	0.2228	0.8285	
-0.2804	0.2277	0.8307	
-0.2827	0.2232	0.8309	
-0.2817	0.2239	0.8295	
-0.2808	0.2284	0.8325	
-0.2813	0.2254	0.8301	
-0.2821	0.2204	0.8265	
-0.2824	0.2229	0.8298	
-0.2820	0.2256	0.8320	
-0.2823	0.2245	0.8314	
-0.2835	0.2220	0.8311	
-0.2811	0.2260	0.8304	
-0.2821	0.2249	0.8314	
-0.2824	0.2220	0.8289	
-0.2833	0.2235	0.8324	
-0.2830	0.2269	0.8354	
