Loss_Adversary	Loss_Target	
-0.3204	0.0222	0.4672	
-0.3564	0.0761	0.5417	
-0.4271	0.2076	0.6991	
-0.4910	0.3305	0.8431	
-0.5196	0.3831	0.9064	
-0.5316	0.3997	0.9307	
-0.5379	0.4057	0.9424	
-0.5415	0.4093	0.9490	
-0.5442	0.4108	0.9535	
-0.5466	0.4103	0.9567	
-0.5475	0.4135	0.9593	
-0.5489	0.4139	0.9615	
-0.5499	0.4147	0.9633	
-0.5515	0.4128	0.9648	
-0.5523	0.4133	0.9662	
-0.5531	0.4135	0.9673	
-0.5539	0.4131	0.9684	
-0.5541	0.4145	0.9692	
-0.5549	0.4137	0.9701	
-0.5555	0.4137	0.9709	
-0.5557	0.4155	0.9718	
-0.5564	0.4153	0.9728	
-0.5569	0.4156	0.9736	
-0.5576	0.4150	0.9744	
-0.5578	0.4160	0.9751	
-0.5583	0.4158	0.9758	
-0.5585	0.4164	0.9763	
-0.5594	0.4148	0.9769	
-0.5592	0.4164	0.9773	
-0.5591	0.4178	0.9777	
-0.5598	0.4165	0.9782	
-0.5599	0.4171	0.9786	
-0.5601	0.4175	0.9790	
-0.5599	0.4188	0.9794	
-0.5608	0.4168	0.9798	
-0.5608	0.4176	0.9801	
-0.5607	0.4185	0.9804	
-0.5609	0.4188	0.9808	
-0.5610	0.4193	0.9811	
-0.5619	0.4171	0.9814	
-0.5618	0.4180	0.9818	
-0.5621	0.4178	0.9821	
-0.5621	0.4186	0.9824	
-0.5610	0.4230	0.9828	
-0.5630	0.4170	0.9830	
-0.5631	0.4174	0.9834	
-0.5630	0.4187	0.9838	
-0.5631	0.4193	0.9841	
-0.5634	0.4193	0.9845	
-0.5637	0.4192	0.9849	
-0.5646	0.4170	0.9853	
-0.5643	0.4189	0.9857	
-0.5642	0.4201	0.9861	
-0.5646	0.4194	0.9864	
-0.5649	0.4192	0.9867	
-0.5652	0.4186	0.9869	
-0.5660	0.4168	0.9872	
-0.5659	0.4177	0.9874	
-0.5656	0.4191	0.9876	
-0.5656	0.4195	0.9877	
-0.5664	0.4171	0.9879	
-0.5659	0.4191	0.9881	
-0.5661	0.4187	0.9882	
-0.5657	0.4207	0.9884	
-0.5665	0.4181	0.9885	
-0.5666	0.4181	0.9886	
-0.5666	0.4185	0.9888	
-0.5672	0.4169	0.9889	
-0.5665	0.4192	0.9890	
-0.5667	0.4190	0.9891	
-0.5664	0.4199	0.9891	
-0.5668	0.4189	0.9892	
-0.5673	0.4172	0.9892	
-0.5670	0.4181	0.9892	
-0.5669	0.4182	0.9891	
-0.5675	0.4161	0.9890	
-0.5678	0.4155	0.9892	
-0.5672	0.4177	0.9893	
-0.5670	0.4184	0.9894	
-0.5677	0.4165	0.9895	
-0.5679	0.4161	0.9896	
-0.5677	0.4168	0.9897	
-0.5677	0.4170	0.9897	
-0.5680	0.4159	0.9897	
-0.5682	0.4157	0.9898	
-0.5681	0.4156	0.9898	
-0.5679	0.4165	0.9897	
-0.5677	0.4171	0.9898	
-0.5683	0.4152	0.9897	
-0.5684	0.4146	0.9897	
-0.5681	0.4159	0.9898	
-0.5688	0.4137	0.9899	
-0.5675	0.4181	0.9899	
-0.5684	0.4149	0.9898	
-0.5686	0.4142	0.9898	
-0.5685	0.4146	0.9899	
-0.5684	0.4153	0.9899	
-0.5677	0.4176	0.9900	
-0.5685	0.4154	0.9901	
-0.5682	0.4162	0.9901	
-0.5681	0.4166	0.9901	
-0.5680	0.4171	0.9902	
-0.5678	0.4177	0.9902	
-0.5684	0.4161	0.9903	
-0.5685	0.4158	0.9903	
-0.5686	0.4153	0.9902	
-0.5684	0.4160	0.9902	
-0.5681	0.4171	0.9903	
-0.5687	0.4150	0.9903	
-0.5682	0.4170	0.9904	
-0.5683	0.4166	0.9903	
-0.5689	0.4145	0.9904	
-0.5687	0.4153	0.9904	
-0.5685	0.4159	0.9904	
-0.5689	0.4149	0.9905	
-0.5688	0.4152	0.9905	
-0.5684	0.4162	0.9904	
-0.5685	0.4162	0.9905	
-0.5685	0.4163	0.9905	
-0.5690	0.4147	0.9905	
-0.5689	0.4150	0.9906	
-0.5688	0.4152	0.9906	
-0.5688	0.4153	0.9906	
-0.5685	0.4164	0.9906	
-0.5686	0.4159	0.9906	
-0.5689	0.4150	0.9905	
-0.5689	0.4149	0.9906	
-0.5686	0.4163	0.9906	
-0.5688	0.4155	0.9907	
-0.5686	0.4161	0.9907	
-0.5686	0.4160	0.9906	
-0.5688	0.4152	0.9906	
-0.5687	0.4158	0.9906	
-0.5687	0.4161	0.9907	
-0.5686	0.4160	0.9906	
-0.5684	0.4169	0.9906	
-0.5693	0.4138	0.9907	
-0.5692	0.4144	0.9907	
-0.5677	0.4193	0.9907	
-0.5685	0.4168	0.9907	
-0.5684	0.4170	0.9908	
-0.5687	0.4158	0.9907	
-0.5685	0.4165	0.9906	
-0.5689	0.4152	0.9906	
-0.5691	0.4143	0.9906	
-0.5688	0.4156	0.9907	
-0.5686	0.4164	0.9907	
-0.5687	0.4160	0.9907	
-0.5691	0.4146	0.9907	
-0.5689	0.4153	0.9907	
-0.5688	0.4157	0.9907	
-0.5685	0.4166	0.9907	
-0.5688	0.4156	0.9907	
-0.5687	0.4160	0.9907	
-0.5682	0.4176	0.9906	
-0.5686	0.4160	0.9906	
-0.5693	0.4139	0.9907	
-0.5687	0.4159	0.9907	
-0.5690	0.4150	0.9907	
-0.5688	0.4157	0.9907	
-0.5686	0.4163	0.9907	
-0.5692	0.4143	0.9907	
-0.5688	0.4156	0.9907	
-0.5685	0.4168	0.9908	
