Loss_Adversary	Loss_Target	
-0.0884	0.1731	0.2005	
-0.1235	0.2370	0.2780	
-0.1550	0.2851	0.3436	
-0.1790	0.3113	0.3892	
-0.1972	0.3259	0.4214	
-0.2124	0.3302	0.4449	
-0.2227	0.3305	0.4598	
-0.2304	0.3299	0.4705	
-0.2352	0.3278	0.4766	
-0.2387	0.3231	0.4794	
-0.2418	0.3189	0.4822	
-0.2448	0.3121	0.4834	
-0.2468	0.3062	0.4838	
-0.2505	0.2980	0.4856	
-0.2535	0.2919	0.4872	
-0.2580	0.2849	0.4907	
-0.2634	0.2781	0.4955	
-0.2729	0.2701	0.5056	
-0.2977	0.2666	0.5396	
-0.3570	0.2851	0.6322	
-0.4376	0.3174	0.7611	
-0.4887	0.3376	0.8429	
-0.5131	0.3613	0.8878	
-0.5266	0.3822	0.9162	
-0.5346	0.3978	0.9343	
-0.5389	0.4090	0.9451	
-0.5416	0.4161	0.9520	
-0.5428	0.4217	0.9562	
-0.5442	0.4229	0.9586	
-0.5454	0.4226	0.9603	
-0.5457	0.4245	0.9615	
-0.5467	0.4234	0.9624	
-0.5477	0.4227	0.9635	
-0.5486	0.4223	0.9647	
-0.5490	0.4236	0.9659	
-0.5484	0.4288	0.9672	
-0.5505	0.4246	0.9684	
-0.5508	0.4263	0.9696	
-0.5517	0.4261	0.9708	
-0.5515	0.4298	0.9720	
-0.5528	0.4268	0.9726	
-0.5530	0.4285	0.9736	
-0.5538	0.4271	0.9742	
-0.5537	0.4294	0.9751	
-0.5548	0.4281	0.9761	
-0.5552	0.4286	0.9768	
-0.5552	0.4305	0.9777	
-0.5555	0.4320	0.9787	
-0.5567	0.4302	0.9797	
-0.5569	0.4320	0.9807	
-0.5578	0.4325	0.9822	
-0.5595	0.4306	0.9838	
-0.5613	0.4280	0.9853	
-0.5614	0.4294	0.9860	
-0.5612	0.4309	0.9864	
-0.5624	0.4276	0.9867	
-0.5630	0.4266	0.9871	
-0.5627	0.4285	0.9875	
-0.5631	0.4281	0.9879	
-0.5635	0.4276	0.9882	
-0.5636	0.4278	0.9885	
-0.5637	0.4296	0.9894	
-0.5645	0.4282	0.9899	
-0.5657	0.4252	0.9904	
-0.5660	0.4248	0.9907	
-0.5666	0.4231	0.9907	
-0.5674	0.4209	0.9909	
-0.5673	0.4209	0.9909	
-0.5678	0.4193	0.9909	
-0.5680	0.4189	0.9909	
-0.5675	0.4205	0.9909	
-0.5679	0.4192	0.9910	
-0.5680	0.4190	0.9910	
-0.5680	0.4188	0.9909	
-0.5688	0.4161	0.9909	
-0.5686	0.4167	0.9909	
-0.5684	0.4174	0.9909	
-0.5688	0.4160	0.9909	
-0.5690	0.4152	0.9908	
-0.5687	0.4162	0.9908	
-0.5686	0.4166	0.9909	
-0.5689	0.4159	0.9909	
-0.5693	0.4147	0.9910	
-0.5684	0.4176	0.9910	
-0.5689	0.4159	0.9910	
-0.5692	0.4150	0.9910	
-0.5690	0.4158	0.9911	
-0.5694	0.4147	0.9911	
-0.5687	0.4167	0.9911	
-0.5694	0.4145	0.9911	
-0.5690	0.4161	0.9911	
-0.5692	0.4152	0.9910	
-0.5694	0.4147	0.9911	
-0.5694	0.4146	0.9912	
-0.5697	0.4139	0.9912	
-0.5686	0.4174	0.9912	
-0.5694	0.4147	0.9911	
-0.5693	0.4153	0.9912	
-0.5694	0.4148	0.9912	
-0.5690	0.4160	0.9912	
-0.5693	0.4153	0.9913	
-0.5694	0.4149	0.9912	
-0.5697	0.4139	0.9912	
-0.5693	0.4153	0.9913	
-0.5686	0.4177	0.9913	
-0.5691	0.4159	0.9913	
-0.5688	0.4171	0.9913	
-0.5690	0.4163	0.9913	
-0.5699	0.4133	0.9912	
-0.5691	0.4159	0.9913	
-0.5691	0.4159	0.9913	
-0.5695	0.4149	0.9914	
-0.5692	0.4159	0.9914	
-0.5689	0.4165	0.9913	
-0.5694	0.4153	0.9914	
-0.5696	0.4147	0.9915	
-0.5688	0.4177	0.9915	
-0.5696	0.4148	0.9915	
-0.5691	0.4164	0.9915	
-0.5702	0.4127	0.9915	
-0.5695	0.4152	0.9915	
-0.5692	0.4162	0.9916	
-0.5697	0.4145	0.9916	
-0.5697	0.4146	0.9915	
-0.5698	0.4141	0.9914	
-0.5689	0.4170	0.9915	
-0.5693	0.4158	0.9915	
-0.5690	0.4168	0.9915	
-0.5687	0.4177	0.9915	
-0.5693	0.4161	0.9915	
-0.5691	0.4163	0.9914	
-0.5695	0.4151	0.9914	
-0.5690	0.4169	0.9915	
-0.5696	0.4147	0.9915	
-0.5692	0.4163	0.9915	
-0.5696	0.4149	0.9915	
-0.5690	0.4170	0.9915	
-0.5689	0.4172	0.9916	
-0.5692	0.4164	0.9916	
-0.5692	0.4163	0.9915	
-0.5696	0.4150	0.9915	
-0.5693	0.4160	0.9915	
-0.5699	0.4137	0.9915	
-0.5701	0.4134	0.9916	
-0.5692	0.4162	0.9916	
-0.5695	0.4151	0.9915	
-0.5689	0.4174	0.9916	
-0.5694	0.4160	0.9917	
-0.5698	0.4145	0.9917	
-0.5698	0.4147	0.9917	
-0.5695	0.4153	0.9916	
-0.5692	0.4163	0.9916	
-0.5685	0.4187	0.9916	
-0.5691	0.4169	0.9916	
-0.5696	0.4153	0.9917	
-0.5694	0.4158	0.9917	
-0.5697	0.4149	0.9917	
-0.5699	0.4144	0.9917	
-0.5698	0.4149	0.9918	
-0.5690	0.4173	0.9917	
-0.5692	0.4167	0.9917	
-0.5694	0.4160	0.9917	
-0.5696	0.4153	0.9918	
-0.5695	0.4158	0.9918	
-0.5694	0.4162	0.9917	
-0.5692	0.4168	0.9917	
-0.5697	0.4150	0.9918	
-0.5694	0.4162	0.9918	
-0.5697	0.4150	0.9918	
-0.5694	0.4162	0.9918	
-0.5694	0.4163	0.9918	
-0.5693	0.4165	0.9919	
-0.5688	0.4181	0.9918	
-0.5696	0.4154	0.9918	
-0.5696	0.4153	0.9917	
-0.5696	0.4154	0.9918	
-0.5696	0.4156	0.9918	
-0.5696	0.4157	0.9918	
-0.5696	0.4153	0.9917	
-0.5694	0.4161	0.9917	
-0.5694	0.4160	0.9917	
-0.5691	0.4173	0.9918	
-0.5695	0.4161	0.9919	
-0.5698	0.4148	0.9918	
-0.5696	0.4158	0.9919	
-0.5695	0.4159	0.9918	
-0.5694	0.4162	0.9917	
-0.5694	0.4160	0.9918	
-0.5692	0.4168	0.9918	
-0.5697	0.4154	0.9919	
-0.5696	0.4158	0.9919	
-0.5698	0.4150	0.9918	
-0.5697	0.4154	0.9918	
-0.5695	0.4160	0.9918	
-0.5700	0.4142	0.9918	
-0.5695	0.4157	0.9918	
-0.5695	0.4159	0.9919	
-0.5701	0.4142	0.9919	
-0.5693	0.4172	0.9920	
-0.5692	0.4173	0.9921	
-0.5698	0.4152	0.9920	
-0.5696	0.4158	0.9919	
-0.5694	0.4162	0.9918	
-0.5697	0.4152	0.9918	
-0.5700	0.4144	0.9920	
-0.5693	0.4170	0.9920	
-0.5695	0.4162	0.9920	
-0.5695	0.4162	0.9920	
-0.5696	0.4158	0.9920	
-0.5699	0.4148	0.9920	
-0.5697	0.4154	0.9919	
-0.5695	0.4162	0.9920	
-0.5693	0.4168	0.9920	
-0.5692	0.4171	0.9920	
-0.5689	0.4183	0.9920	
-0.5694	0.4168	0.9921	
-0.5686	0.4193	0.9920	
-0.5698	0.4155	0.9920	
-0.5696	0.4162	0.9921	
-0.5690	0.4180	0.9920	
-0.5700	0.4148	0.9920	
-0.5700	0.4148	0.9921	
-0.5696	0.4165	0.9922	
-0.5694	0.4170	0.9922	
-0.5695	0.4168	0.9922	
-0.5694	0.4171	0.9922	
-0.5699	0.4153	0.9921	
-0.5698	0.4155	0.9921	
-0.5692	0.4177	0.9922	
-0.5695	0.4172	0.9924	
-0.5695	0.4173	0.9924	
-0.5699	0.4155	0.9923	
-0.5698	0.4158	0.9922	
-0.5692	0.4178	0.9922	
-0.5690	0.4187	0.9923	
-0.5696	0.4167	0.9924	
-0.5700	0.4155	0.9924	
-0.5697	0.4164	0.9924	
-0.5692	0.4178	0.9922	
-0.5695	0.4165	0.9921	
-0.5697	0.4164	0.9922	
-0.5694	0.4178	0.9925	
-0.5697	0.4168	0.9925	
-0.5694	0.4177	0.9924	
-0.5695	0.4176	0.9926	
-0.5696	0.4174	0.9926	
-0.5696	0.4174	0.9926	
-0.5694	0.4182	0.9926	
-0.5695	0.4179	0.9926	
-0.5692	0.4187	0.9926	
-0.5698	0.4168	0.9926	
-0.5696	0.4179	0.9928	
-0.5691	0.4193	0.9928	
-0.5699	0.4165	0.9927	
-0.5700	0.4164	0.9928	
-0.5693	0.4189	0.9928	
-0.5703	0.4151	0.9927	
-0.5703	0.4155	0.9928	
-0.5705	0.4152	0.9930	
-0.5698	0.4180	0.9931	
-0.5693	0.4197	0.9931	
-0.5702	0.4167	0.9931	
-0.5704	0.4158	0.9931	
-0.5700	0.4176	0.9932	
-0.5700	0.4174	0.9932	
-0.5701	0.4173	0.9933	
-0.5700	0.4178	0.9933	
-0.5697	0.4185	0.9933	
-0.5702	0.4172	0.9933	
-0.5701	0.4175	0.9934	
-0.5699	0.4180	0.9934	
-0.5703	0.4173	0.9935	
-0.5700	0.4183	0.9935	
-0.5708	0.4156	0.9935	
-0.5706	0.4165	0.9936	
-0.5708	0.4160	0.9937	
-0.5706	0.4168	0.9937	
-0.5708	0.4158	0.9936	
-0.5708	0.4159	0.9936	
-0.5709	0.4157	0.9937	
-0.5709	0.4155	0.9937	
-0.5706	0.4163	0.9936	
-0.5713	0.4139	0.9935	
-0.5710	0.4149	0.9936	
-0.5709	0.4153	0.9935	
-0.5711	0.4144	0.9934	
-0.5712	0.4141	0.9935	
-0.5707	0.4158	0.9934	
-0.5706	0.4156	0.9933	
-0.5704	0.4159	0.9931	
-0.5712	0.4132	0.9931	
-0.5715	0.4120	0.9929	
-0.5709	0.4137	0.9928	
-0.5714	0.4118	0.9927	
-0.5720	0.4098	0.9928	
-0.5714	0.4117	0.9927	
-0.5713	0.4115	0.9925	
-0.5713	0.4112	0.9924	
-0.5720	0.4087	0.9923	
-0.5715	0.4101	0.9922	
-0.5719	0.4087	0.9921	
-0.5715	0.4093	0.9919	
-0.5715	0.4088	0.9917	
-0.5718	0.4074	0.9915	
-0.5723	0.4057	0.9914	
-0.5714	0.4085	0.9914	
-0.5722	0.4054	0.9912	
-0.5725	0.4036	0.9908	
-0.5721	0.4049	0.9908	
-0.5721	0.4046	0.9908	
-0.5719	0.4047	0.9905	
-0.5725	0.4024	0.9902	
-0.5721	0.4029	0.9899	
-0.5726	0.4007	0.9897	
-0.5722	0.4016	0.9895	
-0.5722	0.4008	0.9893	
-0.5729	0.3983	0.9892	
-0.5723	0.4010	0.9894	
-0.5729	0.3981	0.9891	
-0.5732	0.3975	0.9891	
-0.5732	0.3983	0.9896	
-0.5733	0.3968	0.9891	
-0.5735	0.3957	0.9888	
-0.5728	0.3989	0.9892	
-0.5733	0.3966	0.9889	
-0.5729	0.3988	0.9893	
-0.5728	0.4001	0.9898	
-0.5729	0.3989	0.9893	
-0.5738	0.3961	0.9895	
-0.5724	0.4003	0.9893	
-0.5735	0.3980	0.9898	
-0.5736	0.3976	0.9899	
-0.5731	0.3973	0.9890	
-0.5739	0.3960	0.9895	
-0.5729	0.3997	0.9897	
-0.5737	0.3963	0.9895	
-0.5732	0.3981	0.9894	
-0.5734	0.3970	0.9893	
-0.5726	0.4006	0.9896	
-0.5731	0.3982	0.9893	
-0.5730	0.3999	0.9899	
-0.5729	0.3991	0.9894	
-0.5731	0.3988	0.9897	
-0.5730	0.4001	0.9900	
-0.5729	0.4002	0.9899	
-0.5737	0.3966	0.9895	
-0.5734	0.3969	0.9892	
-0.5730	0.3998	0.9899	
-0.5736	0.3974	0.9898	
-0.5734	0.3988	0.9900	
-0.5730	0.4002	0.9901	
-0.5731	0.3986	0.9895	
-0.5732	0.3991	0.9899	
-0.5734	0.3984	0.9899	
-0.5737	0.3964	0.9895	
-0.5735	0.3980	0.9898	
-0.5737	0.3978	0.9900	
-0.5734	0.3986	0.9899	
-0.5730	0.3994	0.9897	
-0.5737	0.3970	0.9896	
-0.5721	0.4030	0.9900	
-0.5737	0.3970	0.9897	
-0.5739	0.3966	0.9898	
