Loss_Adversary	Loss_Target	
-0.2126	0.0051	0.4581	
-0.2169	0.0054	0.4676	
-0.2203	0.0064	0.4758	
-0.2229	0.0059	0.4810	
-0.2242	0.0090	0.4871	
-0.2252	0.0117	0.4924	
-0.2261	0.0215	0.5053	
-0.2272	0.0367	0.5249	
-0.2292	0.0818	0.5799	
-0.2330	0.1650	0.6817	
-0.2368	0.2448	0.7800	
-0.2401	0.2976	0.8464	
-0.2428	0.3115	0.8678	
-0.2455	0.3093	0.8710	
-0.2481	0.2917	0.8568	
-0.2507	0.2722	0.8403	
-0.2533	0.2457	0.8160	
-0.2560	0.2312	0.8054	
-0.2587	0.2204	0.7990	
-0.2612	0.2189	0.8026	
-0.2630	0.2021	0.7874	
-0.2645	0.1972	0.7852	
-0.2659	0.1977	0.7886	
-0.2674	0.1945	0.7882	
-0.2688	0.1988	0.7960	
-0.2696	0.1818	0.7787	
-0.2715	0.2078	0.8119	
-0.2733	0.1879	0.7933	
-0.2747	0.1754	0.7823	
-0.2765	0.1724	0.7826	
-0.2780	0.1812	0.7958	
-0.2791	0.1581	0.7722	
-0.2809	0.1826	0.8035	
-0.2813	0.1748	0.7955	
-0.2823	0.1821	0.8060	
-0.2830	0.1739	0.7982	
-0.2834	0.1607	0.7841	
-0.2837	0.1694	0.7946	
-0.2841	0.1615	0.7867	
-0.2844	0.1567	0.7819	
-0.2846	0.1987	0.8297	
-0.2846	0.1512	0.7761	
-0.2856	0.1747	0.8046	
-0.2858	0.1886	0.8208	
-0.2864	0.1698	0.8009	
-0.2870	0.1771	0.8104	
-0.2872	0.1500	0.7802	
-0.2875	0.1697	0.8031	
-0.2875	0.1524	0.7837	
-0.2884	0.1776	0.8137	
-0.2887	0.1513	0.7849	
-0.2890	0.1645	0.8004	
-0.2893	0.1564	0.7919	
-0.2891	0.1960	0.8362	
-0.2896	0.1550	0.7909	
-0.2889	0.2009	0.8412	
-0.2898	0.1612	0.7984	
-0.2903	0.1704	0.8098	
-0.2904	0.1621	0.8007	
-0.2902	0.1642	0.8026	
-0.2905	0.1626	0.8015	
-0.2908	0.1493	0.7871	
-0.2909	0.1524	0.7907	
-0.2913	0.1620	0.8023	
-0.2911	0.1688	0.8097	
-0.2912	0.1509	0.7898	
-0.2917	0.1575	0.7982	
-0.2918	0.1570	0.7979	
-0.2918	0.1569	0.7978	
-0.2918	0.1560	0.7967	
-0.2917	0.1557	0.7963	
-0.2916	0.1493	0.7888	
-0.2923	0.1606	0.8029	
-0.2922	0.1477	0.7882	
-0.2925	0.1777	0.8228	
-0.2921	0.1353	0.7740	
-0.2923	0.1677	0.8111	
-0.2922	0.1542	0.7957	
-0.2925	0.1544	0.7964	
-0.2928	0.1495	0.7915	
-0.2927	0.1542	0.7967	
-0.2930	0.1544	0.7974	
-0.2929	0.1564	0.7997	
-0.2931	0.1523	0.7954	
-0.2931	0.1574	0.8010	
-0.2934	0.1666	0.8122	
-0.2934	0.1512	0.7948	
-0.2936	0.1530	0.7972	
-0.2933	0.1523	0.7959	
-0.2934	0.1535	0.7973	
-0.2936	0.1588	0.8037	
-0.2933	0.1497	0.7928	
-0.2939	0.1500	0.7946	
-0.2940	0.1619	0.8081	
-0.2939	0.1472	0.7912	
-0.2945	0.1551	0.8015	
-0.2948	0.1466	0.7925	
-0.2949	0.1515	0.7982	
-0.2956	0.1521	0.8004	
-0.2962	0.1447	0.7934	
-0.2969	0.1622	0.8147	
-0.2960	0.1274	0.7734	
-0.2974	0.1516	0.8037	
-0.2972	0.1611	0.8140	
-0.2964	0.1319	0.7793	
-0.2979	0.1617	0.8162	
-0.2977	0.1371	0.7880	
-0.2975	0.1476	0.7993	
-0.2977	0.1366	0.7874	
-0.2978	0.1385	0.7898	
-0.2981	0.1369	0.7887	
-0.2982	0.1415	0.7940	
-0.2980	0.1677	0.8233	
-0.2983	0.1369	0.7891	
-0.2978	0.1326	0.7830	
-0.2984	0.1645	0.8203	
-0.2990	0.1371	0.7908	
-0.2978	0.1532	0.8064	
-0.2983	0.1468	0.8004	
-0.2988	0.1480	0.8026	
-0.2991	0.1467	0.8018	
-0.2991	0.1423	0.7968	
-0.2987	0.1429	0.7967	
-0.2991	0.1396	0.7938	
-0.2994	0.1384	0.7932	
-0.2987	0.1721	0.8296	
-0.2981	0.1188	0.7682	
-0.2992	0.1642	0.8218	
-0.2991	0.1379	0.7919	
-0.2995	0.1400	0.7951	
-0.2990	0.1402	0.7943	
-0.2994	0.1612	0.8187	
-0.2999	0.1487	0.8058	
-0.2995	0.1349	0.7894	
-0.2995	0.1798	0.8399	
-0.2989	0.1224	0.7740	
-0.2993	0.1679	0.8261	
-0.2998	0.1394	0.7950	
-0.2999	0.1401	0.7960	
-0.2988	0.1922	0.8525	
-0.2981	0.1061	0.7539	
-0.2994	0.1782	0.8380	
-0.2986	0.1083	0.7575	
-0.2990	0.1849	0.8446	
-0.2989	0.1181	0.7691	
-0.3000	0.1587	0.8173	
-0.3002	0.1377	0.7941	
-0.2998	0.1528	0.8103	
-0.2998	0.1276	0.7818	
-0.3000	0.1708	0.8309	
-0.2993	0.1146	0.7660	
-0.3003	0.1573	0.8164	
-0.3000	0.1276	0.7823	
-0.3003	0.1471	0.8048	
-0.3003	0.1528	0.8113	
-0.3005	0.1470	0.8050	
-0.3003	0.1426	0.7998	
-0.2996	0.1425	0.7983	
-0.3005	0.1574	0.8168	
-0.3009	0.1447	0.8034	
-0.3001	0.1441	0.8011	
-0.3001	0.1404	0.7969	
-0.3004	0.1338	0.7902	
-0.3005	0.1298	0.7857	
-0.2999	0.1722	0.8322	
-0.2996	0.1221	0.7752	
-0.3008	0.1493	0.8083	
-0.3002	0.1627	0.8222	
-0.2998	0.1314	0.7859	
-0.3006	0.1709	0.8322	
-0.2997	0.1196	0.7725	
-0.3003	0.1550	0.8138	
-0.3002	0.1378	0.7941	
-0.3003	0.1439	0.8012	
-0.3008	0.1433	0.8015	
-0.3008	0.1416	0.7997	
-0.3000	0.1297	0.7846	
-0.3006	0.1646	0.8252	
-0.2998	0.1193	0.7725	
-0.3000	0.1580	0.8164	
-0.3008	0.1358	0.7930	
-0.3008	0.1593	0.8196	
-0.3000	0.1304	0.7854	
-0.3004	0.1549	0.8139	
-0.3008	0.1357	0.7930	
-0.3008	0.1392	0.7969	
-0.3005	0.1471	0.8053	
-0.3002	0.1628	0.8224	
-0.2998	0.1177	0.7707	
-0.3001	0.1657	0.8254	
-0.3004	0.1304	0.7862	
-0.3005	0.1543	0.8134	
-0.3007	0.1424	0.8004	
-0.3002	0.1314	0.7869	
-0.3004	0.1522	0.8108	
-0.3006	0.1333	0.7899	
-0.3008	0.1473	0.8062	
-0.3004	0.1353	0.7918	
-0.3007	0.1515	0.8107	
-0.3008	0.1411	0.7991	
-0.3005	0.1312	0.7874	
-0.3007	0.1546	0.8143	
-0.3011	0.1487	0.8084	
-0.3005	0.1411	0.7985	
-0.3007	0.1558	0.8156	
-0.3001	0.1213	0.7753	
-0.3009	0.1530	0.8128	
-0.3008	0.1409	0.7989	
-0.3008	0.1453	0.8039	
-0.3014	0.1424	0.8018	
-0.3001	0.1419	0.7985	
-0.3007	0.1411	0.7989	
-0.3012	0.1428	0.8019	
-0.3007	0.1452	0.8036	
-0.3008	0.1469	0.8057	
-0.3007	0.1480	0.8068	
-0.3005	0.1348	0.7914	
-0.3005	0.1573	0.8167	
-0.3008	0.1244	0.7803	
-0.3004	0.1685	0.8292	
-0.3001	0.1238	0.7781	
-0.3006	0.1597	0.8197	
-0.3004	0.1269	0.7823	
-0.3009	0.1585	0.8189	
-0.3008	0.1368	0.7942	
-0.3009	0.1461	0.8051	
-0.3010	0.1282	0.7850	
-0.3001	0.1731	0.8337	
-0.3001	0.1153	0.7684	
-0.3002	0.1725	0.8334	
-0.2998	0.1170	0.7698	
-0.3007	0.1619	0.8224	
-0.3007	0.1242	0.7800	
-0.3002	0.1532	0.8114	
-0.3003	0.1231	0.7778	
-0.3008	0.1458	0.8044	
-0.3008	0.1606	0.8211	
-0.3005	0.1295	0.7854	
-0.3009	0.1486	0.8079	
-0.3002	0.1273	0.7823	
-0.3013	0.1448	0.8043	
-0.3003	0.1727	0.8336	
-0.3005	0.1242	0.7794	
-0.3008	0.1719	0.8338	
-0.3001	0.1186	0.7724	
-0.3008	0.1462	0.8048	
-0.3008	0.1534	0.8130	
-0.3013	0.1316	0.7894	
-0.3010	0.1601	0.8210	
-0.3003	0.1352	0.7914	
-0.3008	0.1601	0.8205	
-0.3007	0.1201	0.7752	
-0.3004	0.1802	0.8424	
-0.2999	0.1217	0.7753	
-0.3007	0.1524	0.8117	
-0.3008	0.1379	0.7956	
-0.3007	0.1547	0.8144	
-0.3008	0.1425	0.8008	
-0.3011	0.1379	0.7961	
-0.3009	0.1446	0.8033	
-0.3007	0.1418	0.7995	
-0.3007	0.1385	0.7960	
-0.3005	0.1627	0.8229	
-0.3010	0.1288	0.7855	
-0.3013	0.1540	0.8147	
-0.3003	0.1387	0.7953	
-0.3012	0.1498	0.8098	
