Loss_Adversary	Loss_Target	
-0.0168	0.0148	0.0496	
-0.0324	0.0219	0.0888	
-0.0555	0.0314	0.1460	
-0.0889	0.0385	0.2216	
-0.1251	0.0414	0.2984	
-0.1568	0.0395	0.3611	
-0.1802	0.0333	0.4024	
-0.1957	0.0269	0.4274	
-0.2075	0.0179	0.4422	
-0.2135	0.0142	0.4506	
-0.2193	0.0105	0.4585	
-0.2241	0.0067	0.4642	
-0.2271	0.0046	0.4682	
-0.2299	0.0028	0.4720	
-0.2313	0.0028	0.4749	
-0.2328	0.0016	0.4768	
-0.2335	0.0026	0.4793	
-0.2344	0.0030	0.4815	
-0.2349	0.0033	0.4829	
-0.2361	0.0018	0.4837	
-0.2372	0.0018	0.4859	
-0.2371	0.0017	0.4856	
-0.2379	0.0017	0.4872	
-0.2366	0.0042	0.4873	
-0.2384	0.0015	0.4881	
-0.2390	0.0008	0.4886	
-0.2391	0.0012	0.4892	
-0.2388	0.0014	0.4889	
-0.2381	0.0033	0.4894	
-0.2394	0.0013	0.4899	
-0.2395	0.0014	0.4903	
-0.2390	0.0020	0.4900	
-0.2396	0.0020	0.4911	
-0.2398	0.0016	0.4910	
-0.2387	0.0029	0.4902	
-0.2404	0.0007	0.4912	
-0.2399	0.0021	0.4917	
-0.2404	0.0013	0.4920	
-0.2395	0.0040	0.4930	
-0.2394	0.0026	0.4913	
-0.2404	0.0012	0.4920	
-0.2395	0.0026	0.4916	
-0.2408	0.0009	0.4923	
-0.2395	0.0033	0.4923	
-0.2402	0.0014	0.4918	
-0.2390	0.0037	0.4917	
-0.2398	0.0031	0.4926	
-0.2405	0.0019	0.4928	
-0.2400	0.0032	0.4930	
-0.2407	0.0013	0.4925	
-0.2400	0.0033	0.4932	
-0.2411	0.0010	0.4931	
-0.2393	0.0035	0.4920	
-0.2408	0.0012	0.4927	
-0.2411	0.0016	0.4938	
-0.2416	0.0007	0.4939	
-0.2406	0.0031	0.4942	
-0.2404	0.0027	0.4934	
-0.2412	0.0015	0.4937	
-0.2400	0.0039	0.4938	
-0.2405	0.0031	0.4940	
-0.2407	0.0025	0.4938	
-0.2406	0.0022	0.4933	
-0.2411	0.0014	0.4935	
-0.2413	0.0017	0.4943	
-0.2414	0.0013	0.4940	
-0.2415	0.0010	0.4939	
-0.2407	0.0030	0.4943	
-0.2399	0.0038	0.4935	
-0.2411	0.0020	0.4941	
-0.2415	0.0020	0.4948	
-0.2417	0.0016	0.4949	
-0.2414	0.0017	0.4943	
-0.2409	0.0025	0.4942	
-0.2412	0.0016	0.4940	
-0.2411	0.0024	0.4947	
-0.2409	0.0021	0.4938	
-0.2412	0.0014	0.4938	
-0.2417	0.0019	0.4952	
