Loss_Adversary	Loss_Target	
-0.0510	0.1729	0.2003	
-0.0716	0.2358	0.2766	
-0.0919	0.2837	0.3423	
-0.1098	0.3064	0.3873	
-0.1247	0.3163	0.4187	
-0.1390	0.3171	0.4430	
-0.1500	0.3122	0.4581	
-0.1588	0.3066	0.4691	
-0.1656	0.2963	0.4734	
-0.1715	0.2835	0.4748	
-0.1775	0.2702	0.4759	
-0.1845	0.2514	0.4750	
-0.1909	0.2303	0.4716	
-0.2001	0.2026	0.4686	
-0.2095	0.1722	0.4639	
-0.2223	0.1349	0.4605	
-0.2399	0.0886	0.4589	
-0.2609	0.0348	0.4580	
-0.2773	0.0094	0.4684	
-0.2835	0.0077	0.4776	
-0.2865	0.0065	0.4818	
-0.2900	0.0038	0.4859	
-0.2908	0.0040	0.4873	
-0.2906	0.0035	0.4867	
-0.2920	0.0052	0.4902	
-0.2924	0.0066	0.4917	
-0.2965	0.0142	0.5036	
-0.3193	0.1040	0.6015	
-0.3769	0.3320	0.8495	
-0.3971	0.3963	0.9260	
-0.4006	0.4044	0.9373	
-0.4029	0.4040	0.9408	
-0.4046	0.4043	0.9438	
-0.4061	0.4052	0.9469	
-0.4069	0.4081	0.9502	
-0.4061	0.4148	0.9534	
-0.4088	0.4119	0.9560	
-0.4092	0.4147	0.9585	
-0.4103	0.4152	0.9606	
-0.4101	0.4190	0.9628	
-0.4117	0.4168	0.9641	
-0.4120	0.4186	0.9658	
-0.4133	0.4176	0.9672	
-0.4134	0.4193	0.9686	
-0.4148	0.4178	0.9699	
-0.4155	0.4179	0.9711	
-0.4157	0.4193	0.9723	
-0.4161	0.4197	0.9732	
-0.4175	0.4171	0.9739	
-0.4173	0.4184	0.9744	
-0.4180	0.4176	0.9751	
-0.4186	0.4161	0.9751	
-0.4196	0.4140	0.9754	
-0.4189	0.4165	0.9758	
-0.4183	0.4186	0.9762	
-0.4196	0.4156	0.9764	
-0.4201	0.4146	0.9765	
-0.4196	0.4165	0.9770	
-0.4198	0.4165	0.9774	
-0.4203	0.4154	0.9774	
-0.4202	0.4157	0.9774	
-0.4198	0.4172	0.9777	
-0.4202	0.4165	0.9780	
-0.4214	0.4141	0.9783	
-0.4211	0.4154	0.9788	
-0.4215	0.4146	0.9790	
-0.4222	0.4127	0.9788	
-0.4218	0.4138	0.9789	
-0.4224	0.4131	0.9793	
-0.4224	0.4131	0.9795	
-0.4217	0.4152	0.9797	
-0.4221	0.4147	0.9800	
-0.4222	0.4148	0.9801	
-0.4221	0.4151	0.9802	
-0.4231	0.4122	0.9800	
-0.4229	0.4131	0.9803	
-0.4227	0.4139	0.9805	
-0.4231	0.4133	0.9807	
-0.4235	0.4123	0.9808	
-0.4231	0.4137	0.9809	
-0.4231	0.4137	0.9810	
-0.4234	0.4130	0.9810	
-0.4238	0.4120	0.9811	
-0.4227	0.4147	0.9810	
-0.4235	0.4133	0.9813	
-0.4239	0.4124	0.9815	
-0.4237	0.4130	0.9816	
-0.4242	0.4117	0.9814	
-0.4235	0.4136	0.9816	
-0.4245	0.4111	0.9815	
-0.4239	0.4125	0.9815	
-0.4242	0.4118	0.9816	
-0.4246	0.4108	0.9816	
-0.4247	0.4109	0.9817	
-0.4251	0.4101	0.9819	
-0.4238	0.4134	0.9819	
-0.4249	0.4106	0.9818	
-0.4247	0.4110	0.9818	
-0.4249	0.4102	0.9817	
-0.4246	0.4113	0.9818	
-0.4249	0.4105	0.9819	
-0.4252	0.4100	0.9820	
-0.4256	0.4090	0.9820	
-0.4252	0.4102	0.9821	
-0.4242	0.4124	0.9820	
-0.4251	0.4101	0.9819	
-0.4248	0.4104	0.9817	
-0.4250	0.4100	0.9817	
-0.4263	0.4070	0.9818	
-0.4254	0.4094	0.9819	
-0.4253	0.4094	0.9818	
-0.4258	0.4076	0.9815	
-0.4255	0.4082	0.9813	
-0.4253	0.4090	0.9815	
-0.4259	0.4078	0.9816	
-0.4265	0.4061	0.9815	
-0.4252	0.4093	0.9815	
-0.4263	0.4065	0.9815	
-0.4260	0.4072	0.9814	
-0.4274	0.4035	0.9813	
-0.4265	0.4056	0.9812	
-0.4264	0.4059	0.9812	
-0.4272	0.4038	0.9812	
-0.4272	0.4035	0.9810	
-0.4274	0.4029	0.9809	
-0.4265	0.4048	0.9807	
-0.4272	0.4027	0.9805	
-0.4268	0.4032	0.9801	
-0.4267	0.4028	0.9797	
-0.4277	0.3996	0.9793	
-0.4273	0.4001	0.9789	
-0.4280	0.3978	0.9786	
-0.4275	0.3986	0.9783	
-0.4284	0.3959	0.9779	
-0.4278	0.3966	0.9774	
-0.4285	0.3951	0.9775	
-0.4278	0.3973	0.9778	
-0.4277	0.3970	0.9776	
-0.4282	0.3950	0.9771	
-0.4281	0.3949	0.9768	
-0.4287	0.3928	0.9765	
-0.4286	0.3930	0.9763	
-0.4294	0.3912	0.9765	
-0.4298	0.3914	0.9773	
-0.4288	0.3937	0.9772	
-0.4293	0.3918	0.9767	
-0.4287	0.3940	0.9771	
-0.4291	0.3934	0.9775	
-0.4299	0.3912	0.9773	
-0.4299	0.3905	0.9767	
-0.4296	0.3907	0.9765	
-0.4292	0.3913	0.9762	
-0.4283	0.3939	0.9764	
-0.4291	0.3920	0.9765	
-0.4299	0.3889	0.9757	
-0.4297	0.3888	0.9754	
-0.4301	0.3896	0.9766	
-0.4304	0.3884	0.9763	
-0.4304	0.3872	0.9755	
-0.4294	0.3901	0.9757	
-0.4297	0.3886	0.9753	
-0.4299	0.3881	0.9752	
-0.4304	0.3865	0.9749	
-0.4303	0.3868	0.9750	
-0.4300	0.3873	0.9748	
-0.4297	0.3871	0.9743	
-0.4306	0.3855	0.9747	
-0.4300	0.3859	0.9738	
-0.4306	0.3856	0.9747	
-0.4301	0.3868	0.9747	
-0.4303	0.3850	0.9738	
-0.4303	0.3852	0.9740	
-0.4297	0.3875	0.9745	
-0.4309	0.3822	0.9729	
-0.4310	0.3808	0.9721	
-0.4308	0.3821	0.9728	
-0.4311	0.3829	0.9738	
-0.4311	0.3839	0.9743	
-0.4313	0.3818	0.9733	
-0.4311	0.3802	0.9719	
-0.4310	0.3801	0.9717	
-0.4308	0.3817	0.9725	
-0.4313	0.3821	0.9736	
-0.4321	0.3780	0.9722	
-0.4319	0.3778	0.9718	
-0.4320	0.3755	0.9704	
-0.4322	0.3731	0.9690	
-0.4324	0.3747	0.9705	
-0.4320	0.3781	0.9721	
-0.4330	0.3705	0.9686	
-0.4329	0.3712	0.9690	
-0.4335	0.3706	0.9695	
-0.4332	0.3688	0.9679	
-0.4332	0.3678	0.9672	
-0.4341	0.3665	0.9679	
-0.4335	0.3651	0.9659	
-0.4337	0.3652	0.9662	
-0.4346	0.3654	0.9679	
-0.4334	0.3680	0.9676	
-0.4336	0.3643	0.9656	
-0.4346	0.3600	0.9644	
-0.4343	0.3597	0.9636	
-0.4342	0.3624	0.9652	
-0.4345	0.3596	0.9640	
-0.4352	0.3613	0.9662	
-0.4341	0.3598	0.9634	
-0.4345	0.3603	0.9644	
-0.4349	0.3575	0.9631	
-0.4349	0.3542	0.9610	
-0.4354	0.3583	0.9646	
-0.4351	0.3576	0.9636	
-0.4350	0.3561	0.9624	
-0.4346	0.3512	0.9584	
-0.4346	0.3582	0.9631	
-0.4341	0.3623	0.9650	
-0.4349	0.3518	0.9594	
-0.4340	0.3529	0.9586	
-0.4355	0.3545	0.9623	
-0.4355	0.3552	0.9626	
-0.4348	0.3531	0.9601	
-0.4361	0.3507	0.9606	
-0.4359	0.3502	0.9600	
-0.4354	0.3550	0.9624	
-0.4353	0.3531	0.9609	
-0.4356	0.3472	0.9574	
-0.4354	0.3552	0.9625	
-0.4361	0.3508	0.9606	
-0.4357	0.3474	0.9578	
-0.4351	0.3525	0.9603	
-0.4355	0.3517	0.9602	
-0.4356	0.3536	0.9616	
-0.4361	0.3480	0.9589	
-0.4358	0.3456	0.9568	
-0.4352	0.3533	0.9608	
-0.4348	0.3544	0.9609	
-0.4359	0.3502	0.9600	
-0.4363	0.3479	0.9591	
-0.4360	0.3501	0.9600	
-0.4356	0.3487	0.9584	
-0.4358	0.3485	0.9587	
-0.4359	0.3517	0.9609	
-0.4357	0.3486	0.9586	
-0.4360	0.3488	0.9593	
-0.4356	0.3522	0.9608	
-0.4359	0.3481	0.9585	
-0.4357	0.3517	0.9606	
-0.4358	0.3486	0.9587	
-0.4356	0.3519	0.9606	
-0.4359	0.3478	0.9583	
-0.4355	0.3476	0.9575	
-0.4363	0.3499	0.9604	
-0.4360	0.3500	0.9600	
-0.4354	0.3445	0.9553	
-0.4364	0.3522	0.9621	
-0.4366	0.3437	0.9567	
-0.4354	0.3520	0.9603	
-0.4369	0.3440	0.9574	
-0.4369	0.3469	0.9595	
-0.4373	0.3435	0.9577	
-0.4361	0.3520	0.9615	
-0.4359	0.3486	0.9588	
-0.4368	0.3420	0.9560	
-0.4371	0.3439	0.9577	
-0.4362	0.3486	0.9594	
-0.4365	0.3470	0.9588	
-0.4367	0.3491	0.9605	
-0.4364	0.3422	0.9554	
-0.4358	0.3535	0.9619	
-0.4365	0.3422	0.9557	
-0.4364	0.3457	0.9578	
-0.4361	0.3509	0.9608	
