Loss_Adversary	Loss_Target	
-0.2659	0.0048	0.4464	
-0.2794	0.0084	0.4713	
-0.2855	0.0114	0.4834	
-0.2891	0.0140	0.4911	
-0.2921	0.0188	0.4994	
-0.2949	0.0256	0.5085	
-0.2992	0.0422	0.5269	
-0.3142	0.0983	0.5892	
-0.3557	0.2535	0.7619	
-0.3872	0.3844	0.9016	
-0.3969	0.4244	0.9444	
-0.4009	0.4345	0.9577	
-0.4039	0.4358	0.9638	
-0.4070	0.4342	0.9677	
-0.4100	0.4317	0.9711	
-0.4131	0.4284	0.9742	
-0.4162	0.4245	0.9768	
-0.4184	0.4215	0.9783	
-0.4197	0.4196	0.9793	
-0.4208	0.4181	0.9800	
-0.4217	0.4168	0.9807	
-0.4225	0.4155	0.9812	
-0.4233	0.4144	0.9818	
-0.4240	0.4134	0.9823	
-0.4247	0.4124	0.9827	
-0.4253	0.4114	0.9831	
-0.4259	0.4105	0.9835	
-0.4265	0.4095	0.9839	
-0.4272	0.4084	0.9843	
-0.4278	0.4076	0.9847	
-0.4283	0.4068	0.9851	
-0.4288	0.4061	0.9854	
-0.4293	0.4054	0.9858	
-0.4297	0.4050	0.9862	
-0.4301	0.4043	0.9864	
-0.4305	0.4039	0.9868	
-0.4308	0.4034	0.9870	
-0.4312	0.4028	0.9871	
-0.4315	0.4021	0.9872	
-0.4318	0.4014	0.9872	
-0.4321	0.4008	0.9873	
-0.4323	0.4001	0.9873	
-0.4326	0.3992	0.9872	
-0.4329	0.3986	0.9872	
-0.4331	0.3980	0.9872	
-0.4333	0.3972	0.9870	
-0.4336	0.3964	0.9869	
-0.4338	0.3957	0.9867	
-0.4340	0.3949	0.9866	
-0.4342	0.3942	0.9865	
-0.4344	0.3934	0.9862	
-0.4346	0.3926	0.9860	
-0.4348	0.3918	0.9858	
-0.4350	0.3909	0.9856	
-0.4352	0.3901	0.9853	
-0.4353	0.3897	0.9853	
-0.4355	0.3890	0.9851	
-0.4356	0.3881	0.9848	
-0.4358	0.3874	0.9846	
-0.4359	0.3868	0.9844	
-0.4360	0.3866	0.9844	
-0.4362	0.3860	0.9842	
-0.4363	0.3851	0.9839	
-0.4364	0.3843	0.9835	
-0.4365	0.3838	0.9834	
-0.4366	0.3836	0.9834	
-0.4367	0.3827	0.9830	
-0.4369	0.3821	0.9828	
-0.4370	0.3818	0.9828	
-0.4371	0.3810	0.9824	
-0.4371	0.3807	0.9824	
-0.4372	0.3799	0.9820	
-0.4374	0.3793	0.9818	
-0.4374	0.3791	0.9818	
-0.4375	0.3784	0.9815	
-0.4376	0.3775	0.9811	
-0.4377	0.3772	0.9810	
-0.4378	0.3770	0.9809	
-0.4378	0.3767	0.9808	
-0.4379	0.3759	0.9805	
-0.4380	0.3752	0.9802	
-0.4381	0.3741	0.9796	
-0.4382	0.3739	0.9796	
-0.4382	0.3736	0.9795	
-0.4384	0.3729	0.9792	
-0.4384	0.3728	0.9792	
-0.4384	0.3723	0.9789	
-0.4386	0.3714	0.9785	
-0.4387	0.3707	0.9782	
-0.4387	0.3706	0.9782	
-0.4387	0.3710	0.9784	
-0.4388	0.3701	0.9780	
-0.4388	0.3695	0.9777	
-0.4389	0.3688	0.9774	
-0.4390	0.3684	0.9773	
-0.4390	0.3682	0.9772	
-0.4391	0.3683	0.9774	
-0.4391	0.3681	0.9773	
-0.4392	0.3681	0.9773	
-0.4392	0.3666	0.9765	
-0.4393	0.3662	0.9763	
-0.4393	0.3658	0.9761	
-0.4394	0.3659	0.9762	
-0.4394	0.3658	0.9762	
-0.4394	0.3652	0.9759	
-0.4395	0.3652	0.9759	
-0.4395	0.3652	0.9760	
-0.4396	0.3642	0.9755	
-0.4396	0.3642	0.9755	
-0.4396	0.3641	0.9755	
-0.4397	0.3635	0.9751	
-0.4397	0.3632	0.9750	
-0.4397	0.3631	0.9750	
-0.4397	0.3632	0.9750	
-0.4398	0.3634	0.9752	
-0.4398	0.3630	0.9751	
-0.4399	0.3635	0.9754	
-0.4400	0.3628	0.9752	
-0.4400	0.3617	0.9746	
-0.4401	0.3620	0.9748	
-0.4401	0.3612	0.9743	
-0.4401	0.3615	0.9746	
-0.4402	0.3608	0.9742	
-0.4402	0.3612	0.9745	
-0.4402	0.3608	0.9742	
-0.4403	0.3602	0.9739	
-0.4403	0.3597	0.9737	
-0.4403	0.3600	0.9738	
-0.4403	0.3598	0.9737	
-0.4403	0.3603	0.9740	
-0.4404	0.3594	0.9736	
-0.4404	0.3595	0.9737	
-0.4405	0.3584	0.9731	
-0.4405	0.3575	0.9725	
-0.4405	0.3578	0.9728	
-0.4406	0.3583	0.9731	
-0.4405	0.3582	0.9730	
-0.4406	0.3581	0.9730	
