Loss_Adversary	Loss_Target	
-0.2072	0.0047	0.4462	
-0.2171	0.0079	0.4708	
-0.2215	0.0097	0.4821	
-0.2241	0.0102	0.4883	
-0.2260	0.0110	0.4932	
-0.2272	0.0105	0.4953	
-0.2280	0.0101	0.4964	
-0.2285	0.0093	0.4967	
-0.2290	0.0082	0.4964	
-0.2293	0.0077	0.4965	
-0.2296	0.0069	0.4963	
-0.2299	0.0061	0.4960	
-0.2301	0.0058	0.4960	
-0.2302	0.0057	0.4963	
-0.2304	0.0054	0.4962	
-0.2305	0.0051	0.4962	
-0.2307	0.0045	0.4960	
-0.2308	0.0049	0.4965	
-0.2309	0.0044	0.4963	
-0.2310	0.0042	0.4963	
-0.2311	0.0042	0.4965	
-0.2312	0.0042	0.4966	
-0.2313	0.0039	0.4966	
-0.2313	0.0040	0.4967	
-0.2314	0.0039	0.4967	
-0.2314	0.0038	0.4968	
-0.2316	0.0035	0.4967	
-0.2316	0.0035	0.4967	
-0.2317	0.0033	0.4967	
-0.2317	0.0034	0.4968	
-0.2317	0.0036	0.4970	
-0.2318	0.0033	0.4969	
-0.2318	0.0032	0.4969	
-0.2319	0.0032	0.4970	
-0.2319	0.0033	0.4971	
-0.2320	0.0032	0.4972	
-0.2320	0.0033	0.4973	
-0.2320	0.0036	0.4976	
-0.2320	0.0036	0.4977	
-0.2320	0.0036	0.4978	
-0.2320	0.0036	0.4978	
-0.2321	0.0035	0.4977	
-0.2322	0.0034	0.4978	
-0.2322	0.0036	0.4981	
-0.2322	0.0040	0.4985	
-0.2322	0.0042	0.4987	
-0.2322	0.0042	0.4989	
-0.2323	0.0043	0.4992	
-0.2323	0.0050	0.4999	
-0.2324	0.0053	0.5004	
-0.2325	0.0053	0.5007	
-0.2326	0.0065	0.5022	
-0.2327	0.0069	0.5030	
-0.2329	0.0085	0.5051	
-0.2331	0.0099	0.5071	
-0.2334	0.0115	0.5096	
-0.2340	0.0182	0.5183	
-0.2351	0.0326	0.5369	
-0.2375	0.0638	0.5774	
-0.2409	0.0981	0.6233	
-0.2464	0.1704	0.7165	
-0.2510	0.2039	0.7641	
-0.2553	0.2223	0.7940	
-0.2596	0.2312	0.8130	
-0.2637	0.2295	0.8197	
-0.2664	0.2266	0.8223	
-0.2690	0.2134	0.8128	
-0.2715	0.2099	0.8144	
-0.2732	0.2075	0.8153	
-0.2749	0.2085	0.8201	
-0.2762	0.2027	0.8163	
-0.2775	0.1914	0.8061	
-0.2784	0.1856	0.8016	
-0.2793	0.1955	0.8148	
-0.2801	0.1990	0.8203	
-0.2806	0.1913	0.8127	
-0.2807	0.1853	0.8062	
-0.2812	0.1889	0.8113	
-0.2816	0.1909	0.8143	
-0.2820	0.1858	0.8096	
-0.2824	0.1844	0.8087	
-0.2827	0.1862	0.8115	
-0.2830	0.1843	0.8099	
-0.2831	0.1829	0.8087	
-0.2835	0.1802	0.8063	
-0.2838	0.1810	0.8079	
-0.2841	0.1829	0.8107	
-0.2847	0.1785	0.8069	
-0.2851	0.1711	0.7995	
-0.2857	0.1774	0.8080	
-0.2861	0.1806	0.8123	
-0.2860	0.1768	0.8080	
-0.2861	0.1771	0.8085	
-0.2865	0.1782	0.8106	
-0.2872	0.1765	0.8101	
-0.2875	0.1764	0.8106	
-0.2877	0.1741	0.8084	
-0.2877	0.1738	0.8080	
-0.2876	0.1712	0.8049	
-0.2876	0.1724	0.8063	
-0.2877	0.1723	0.8064	
-0.2878	0.1681	0.8019	
-0.2880	0.1676	0.8017	
-0.2880	0.1653	0.7991	
-0.2882	0.1667	0.8012	
-0.2885	0.1693	0.8047	
-0.2883	0.1674	0.8022	
-0.2884	0.1639	0.7984	
-0.2885	0.1643	0.7990	
-0.2886	0.1636	0.7985	
-0.2889	0.1655	0.8012	
-0.2887	0.1669	0.8024	
-0.2884	0.1620	0.7964	
-0.2884	0.1623	0.7966	
-0.2885	0.1642	0.7991	
-0.2889	0.1651	0.8009	
-0.2884	0.1672	0.8022	
-0.2891	0.1634	0.7993	
-0.2891	0.1634	0.7995	
-0.2891	0.1648	0.8010	
-0.2888	0.1597	0.7946	
-0.2888	0.1619	0.7971	
-0.2890	0.1673	0.8035	
-0.2886	0.1674	0.8028	
-0.2889	0.1662	0.8020	
-0.2892	0.1642	0.8004	
-0.2891	0.1617	0.7975	
-0.2887	0.1640	0.7992	
-0.2885	0.1648	0.7997	
-0.2887	0.1673	0.8030	
-0.2889	0.1693	0.8055	
-0.2891	0.1669	0.8034	
-0.2889	0.1630	0.7985	
-0.2892	0.1612	0.7969	
-0.2892	0.1581	0.7936	
-0.2889	0.1628	0.7983	
-0.2889	0.1686	0.8048	
-0.2894	0.1682	0.8053	
-0.2891	0.1664	0.8027	
-0.2892	0.1633	0.7996	
-0.2893	0.1634	0.7998	
-0.2892	0.1645	0.8009	
-0.2889	0.1614	0.7968	
-0.2895	0.1615	0.7980	
-0.2893	0.1615	0.7976	
-0.2889	0.1598	0.7948	
-0.2890	0.1627	0.7984	
-0.2892	0.1641	0.8003	
-0.2891	0.1656	0.8018	
-0.2894	0.1654	0.8023	
-0.2893	0.1601	0.7961	
-0.2886	0.1630	0.7978	
-0.2890	0.1659	0.8019	
-0.2894	0.1636	0.8002	
-0.2892	0.1641	0.8004	
-0.2897	0.1630	0.8001	
-0.2895	0.1641	0.8010	
-0.2894	0.1622	0.7985	
-0.2895	0.1611	0.7977	
-0.2895	0.1604	0.7968	
-0.2894	0.1617	0.7981	
-0.2898	0.1601	0.7970	
-0.2895	0.1593	0.7956	
-0.2896	0.1624	0.7992	
-0.2897	0.1612	0.7982	
-0.2898	0.1613	0.7984	
-0.2899	0.1616	0.7990	
-0.2897	0.1634	0.8007	
-0.2895	0.1637	0.8005	
