Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.2854	0.1403	50.0000	59.3000	
0.2583	0.1103	50.4000	66.5000	
0.2600	0.1002	54.0000	69.9000	
0.2522	0.0933	53.6000	74.3000	
0.2511	0.0849	54.3000	79.0000	
0.2490	0.0802	55.9000	79.4000	
0.2464	0.0769	61.8000	81.0000	
0.2446	0.0740	61.4000	81.6000	
0.2437	0.0710	61.0000	82.6000	
0.2433	0.0683	60.8000	82.7000	
0.2431	0.0658	60.9000	82.9000	
0.2431	0.0631	61.1000	83.0000	
0.2426	0.0605	60.7000	82.6000	
0.2421	0.0581	61.0000	82.5000	
0.2419	0.0559	61.4000	82.4000	
0.2416	0.0540	61.4000	82.2000	
0.2414	0.0520	61.3000	82.3000	
0.2409	0.0502	61.5000	81.6000	
0.2406	0.0482	61.6000	80.4000	
0.2405	0.0466	61.5000	80.4000	
0.2404	0.0450	61.9000	79.8000	
0.2402	0.0434	62.1000	79.2000	
0.2399	0.0422	61.7000	79.5000	
0.2394	0.0410	61.4000	78.9000	
0.2397	0.0400	61.3000	78.4000	
0.2396	0.0392	61.2000	78.1000	
0.2390	0.0383	61.8000	77.0000	
0.2393	0.0377	61.5000	76.1000	
0.2390	0.0370	61.8000	76.1000	
0.2388	0.0365	61.4000	75.6000	
0.2387	0.0361	61.5000	75.2000	
0.2391	0.0358	61.5000	75.0000	
0.2384	0.0354	61.9000	74.4000	
0.2383	0.0352	62.4000	74.4000	
0.2384	0.0349	61.4000	74.6000	
0.2389	0.0347	61.3000	74.4000	
0.2382	0.0345	61.5000	74.4000	
0.2378	0.0343	62.3000	73.9000	
0.2385	0.0343	61.4000	73.9000	
0.2375	0.0341	62.4000	73.8000	
0.2381	0.0340	61.1000	73.7000	
0.2385	0.0338	61.4000	73.8000	
0.2377	0.0337	61.4000	73.7000	
0.2377	0.0337	61.3000	74.0000	
0.2378	0.0336	61.3000	73.8000	
0.2374	0.0335	62.0000	74.0000	
0.2376	0.0335	61.5000	74.0000	
0.2374	0.0334	61.8000	74.0000	
0.2375	0.0334	61.6000	74.2000	
0.2373	0.0333	61.5000	73.4000	
0.2373	0.0333	61.8000	73.7000	
0.2373	0.0333	61.8000	74.0000	
0.2373	0.0333	61.8000	73.7000	
0.2373	0.0333	61.9000	73.7000	
0.2373	0.0333	61.9000	73.8000	
0.2372	0.0333	61.8000	73.7000	
0.2373	0.0333	61.8000	73.8000	
0.2373	0.0333	61.8000	73.8000	
0.2372	0.0333	61.9000	73.7000	
0.2373	0.0333	61.8000	73.7000	
0.2372	0.0333	61.8000	73.8000	
0.2372	0.0333	61.9000	73.7000	
0.2372	0.0333	61.9000	73.7000	
0.2373	0.0333	61.6000	74.0000	
0.2372	0.0333	61.8000	73.7000	
0.2373	0.0333	61.8000	73.7000	
0.2373	0.0333	61.6000	73.9000	
0.2372	0.0333	61.9000	73.7000	
0.2372	0.0332	61.9000	73.7000	
0.2372	0.0332	62.0000	73.8000	
0.2372	0.0332	62.0000	73.9000	
0.2372	0.0332	61.9000	73.8000	
0.2372	0.0332	62.0000	73.8000	
0.2372	0.0332	61.9000	73.8000	
0.2371	0.0332	62.0000	74.0000	
0.2371	0.0332	61.8000	73.8000	
0.2372	0.0332	61.7000	74.0000	
0.2372	0.0332	61.7000	73.9000	
0.2372	0.0332	62.0000	73.9000	
0.2371	0.0332	61.9000	74.2000	
0.2371	0.0332	61.9000	73.9000	
0.2371	0.0332	61.8000	74.0000	
0.2370	0.0332	61.8000	73.9000	
0.2371	0.0332	61.9000	73.9000	
