Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.6046	0.0912	37.5000	57.3250	
0.4798	0.0590	44.2750	57.3500	
0.4277	0.0438	49.8000	61.3750	
0.4035	0.0339	50.1750	65.7750	
0.3879	0.0288	50.3750	67.8750	
0.3744	0.0249	50.4750	70.5500	
0.3625	0.0221	50.4000	70.1500	
0.3517	0.0201	50.4500	70.2750	
0.3418	0.0187	50.4250	70.5250	
0.3323	0.0177	51.3750	71.1000	
0.3234	0.0171	51.7750	71.5000	
0.3157	0.0167	51.6250	72.4000	
0.3082	0.0165	53.3000	72.9250	
0.3012	0.0163	53.4000	73.5250	
0.2946	0.0161	53.5500	74.4000	
0.2888	0.0160	55.3750	74.3250	
0.2832	0.0159	55.0000	74.7750	
0.2779	0.0158	55.8000	75.1500	
0.2732	0.0158	57.0250	75.1500	
0.2687	0.0158	56.5750	75.2000	
0.2644	0.0157	57.2750	75.0750	
0.2591	0.0157	57.8250	75.3000	
0.2522	0.0157	57.8250	75.3750	
0.2456	0.0157	59.1000	75.3500	
0.2396	0.0156	60.6250	75.5750	
0.2353	0.0156	62.6750	75.5250	
0.2323	0.0156	63.6250	75.4250	
0.2304	0.0156	64.2250	75.4000	
0.2294	0.0155	64.5500	75.2750	
0.2286	0.0155	64.9000	75.6000	
0.2281	0.0155	65.7500	75.5000	
0.2278	0.0154	65.1750	75.6500	
0.2271	0.0154	65.4000	75.6500	
0.2269	0.0153	65.4500	75.7500	
0.2264	0.0152	65.4750	75.4750	
0.2259	0.0152	65.9250	75.5500	
0.2256	0.0152	65.1750	75.6250	
0.2253	0.0151	65.6750	75.9000	
0.2248	0.0151	65.7250	75.7250	
0.2244	0.0150	65.6750	75.9250	
0.2240	0.0149	65.7500	75.8000	
0.2237	0.0149	65.5750	76.0500	
0.2232	0.0149	65.7250	76.0500	
0.2228	0.0148	65.5000	76.0750	
0.2223	0.0148	65.5000	76.3000	
0.2219	0.0148	65.6000	76.3750	
0.2216	0.0148	65.4750	76.3500	
0.2214	0.0147	65.2500	76.2250	
0.2208	0.0147	65.4500	76.2750	
0.2208	0.0147	65.3500	76.3000	
0.2204	0.0147	65.4750	76.3750	
0.2202	0.0146	65.5500	76.4250	
0.2201	0.0146	65.4000	76.3750	
0.2200	0.0146	65.6000	76.3250	
0.2200	0.0146	65.5000	76.3750	
0.2200	0.0146	65.5250	76.3500	
0.2199	0.0146	65.5500	76.3750	
0.2199	0.0146	65.6500	76.3250	
0.2198	0.0146	65.6250	76.3500	
0.2198	0.0146	65.5500	76.3500	
0.2197	0.0146	65.5250	76.4000	
0.2197	0.0146	65.6500	76.3250	
0.2196	0.0146	65.4750	76.3250	
0.2196	0.0146	65.4750	76.3750	
0.2196	0.0146	65.6750	76.3750	
0.2195	0.0146	65.5750	76.3500	
0.2195	0.0146	65.6000	76.4000	
0.2194	0.0146	65.5500	76.3250	
0.2194	0.0146	65.6500	76.3250	
0.2194	0.0146	65.5750	76.4000	
0.2193	0.0146	65.5750	76.4000	
0.2193	0.0146	65.6250	76.3500	
0.2192	0.0146	65.6250	76.3000	
0.2192	0.0146	65.6250	76.3250	
0.2192	0.0146	65.6750	76.4000	
0.2191	0.0146	65.7750	76.3750	
0.2191	0.0146	65.5250	76.4000	
0.2190	0.0146	65.6250	76.3750	
0.2190	0.0146	65.6000	76.4000	
0.2190	0.0146	65.5750	76.3750	
0.2189	0.0146	65.6750	76.3750	
0.2189	0.0146	65.6000	76.3500	
0.2188	0.0146	65.6500	76.4000	
0.2188	0.0146	65.6000	76.3750	
0.2187	0.0146	65.7250	76.3750	
0.2187	0.0146	65.6500	76.4000	
0.2187	0.0145	65.7750	76.3750	
0.2187	0.0146	65.7500	76.3750	
0.2186	0.0145	65.5500	76.4000	
0.2186	0.0145	65.5250	76.4250	
0.2185	0.0145	65.6250	76.3500	
0.2185	0.0145	65.6000	76.4250	
0.2184	0.0145	65.6500	76.3750	
0.2184	0.0145	65.6500	76.4250	
0.2184	0.0145	65.6500	76.3500	
0.2183	0.0145	65.7750	76.4000	
0.2183	0.0145	65.7750	76.3750	
0.2183	0.0145	65.5500	76.3750	
0.2182	0.0145	65.6500	76.3750	
0.2182	0.0145	65.7250	76.3750	
0.2182	0.0145	65.8250	76.3750	
0.2181	0.0145	65.7500	76.3750	
0.2181	0.0145	65.7250	76.3500	
0.2180	0.0145	65.7000	76.4000	
0.2180	0.0145	65.6500	76.4000	
0.2179	0.0145	65.8500	76.3500	
0.2179	0.0145	65.6750	76.4000	
0.2179	0.0145	65.5750	76.4000	
0.2178	0.0145	65.6250	76.3750	
0.2178	0.0145	65.7750	76.3750	
0.2178	0.0145	65.8000	76.3750	
0.2178	0.0145	65.8250	76.3500	
0.2177	0.0145	65.6750	76.3500	
0.2177	0.0145	65.6000	76.4000	
0.2176	0.0145	65.6250	76.3750	
0.2176	0.0145	65.6500	76.3750	
0.2176	0.0145	65.8500	76.4500	
0.2175	0.0145	65.9000	76.4000	
0.2175	0.0145	65.8500	76.3750	
0.2174	0.0145	65.7750	76.4000	
0.2174	0.0145	65.7750	76.3750	
0.2174	0.0145	65.8000	76.3750	
0.2173	0.0145	65.8000	76.3750	
0.2173	0.0145	65.8250	76.3750	
0.2173	0.0145	65.6250	76.4250	
0.2172	0.0145	65.6750	76.4000	
0.2172	0.0145	65.7750	76.3750	
0.2171	0.0145	66.0250	76.4500	
0.2171	0.0145	65.7750	76.3750	
0.2171	0.0144	65.7000	76.3500	
0.2170	0.0145	65.6500	76.3750	
0.2170	0.0144	65.7750	76.3750	
0.2169	0.0144	65.8500	76.3500	
0.2169	0.0144	65.7250	76.3750	
0.2169	0.0145	65.7000	76.3500	
0.2169	0.0144	65.7500	76.4000	
0.2168	0.0144	65.7000	76.3750	
0.2168	0.0144	65.7500	76.4250	
0.2168	0.0144	65.7250	76.3500	
0.2167	0.0144	65.8500	76.3750	
0.2167	0.0144	65.6500	76.3750	
0.2166	0.0144	65.7000	76.4000	
0.2166	0.0144	65.8250	76.3750	
0.2166	0.0144	65.8500	76.4000	
0.2165	0.0144	65.6750	76.3500	
0.2165	0.0144	65.7000	76.3750	
0.2164	0.0144	65.7000	76.3750	
0.2164	0.0144	65.7500	76.4250	
0.2164	0.0144	65.5750	76.4250	
0.2164	0.0144	65.6500	76.4000	
0.2163	0.0144	65.7500	76.3750	
0.2163	0.0144	65.6750	76.3750	
0.2162	0.0144	65.8000	76.3750	
0.2162	0.0144	65.7250	76.3750	
0.2161	0.0144	65.8250	76.3750	
0.2161	0.0144	65.8000	76.3500	
0.2160	0.0144	65.6500	76.4750	
0.2160	0.0144	65.7250	76.4250	
0.2160	0.0144	65.7250	76.4250	
0.2159	0.0144	65.7000	76.3750	
0.2159	0.0144	65.7000	76.4000	
0.2159	0.0144	65.7250	76.4000	
0.2159	0.0144	65.6500	76.4000	
0.2158	0.0144	65.7000	76.4000	
0.2158	0.0144	65.7500	76.4250	
0.2157	0.0144	65.7500	76.3750	
0.2157	0.0144	65.7250	76.4250	
0.2157	0.0144	65.8250	76.3750	
0.2156	0.0144	65.7250	76.3750	
0.2156	0.0144	65.7750	76.4500	
0.2155	0.0144	65.6500	76.3750	
0.2155	0.0144	65.6750	76.4000	
0.2155	0.0144	65.6750	76.4250	
0.2154	0.0144	65.7250	76.3750	
0.2154	0.0144	65.7000	76.4500	
0.2153	0.0144	65.7750	76.3750	
0.2153	0.0144	65.8000	76.3750	
0.2153	0.0144	65.7000	76.3750	
0.2152	0.0144	65.7000	76.3750	
0.2152	0.0144	65.7500	76.3750	
0.2152	0.0143	65.7000	76.4250	
0.2151	0.0144	65.7500	76.3500	
0.2151	0.0144	65.7750	76.4000	
0.2151	0.0143	65.7250	76.4000	
0.2150	0.0143	65.6250	76.4250	
0.2150	0.0143	65.7500	76.3750	
0.2149	0.0143	65.6500	76.4000	
0.2149	0.0143	65.7000	76.4000	
0.2149	0.0143	65.7750	76.3750	
0.2148	0.0143	65.6500	76.3500	
0.2148	0.0143	65.6500	76.3750	
0.2148	0.0143	65.6000	76.4000	
0.2148	0.0144	65.6250	76.4000	
0.2147	0.0143	65.5500	76.3500	
0.2147	0.0143	65.7000	76.3750	
0.2146	0.0143	65.7500	76.4500	
0.2146	0.0143	65.8250	76.3750	
0.2146	0.0143	65.6500	76.3750	
0.2145	0.0143	65.6750	76.3000	
0.2145	0.0143	65.6750	76.4250	
