Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.3719	0.1782	50.0000	68.0000	
0.3182	0.1609	50.0000	72.5000	
0.2761	0.1478	55.7000	74.2000	
0.2578	0.1352	60.3000	75.6000	
0.2506	0.1210	63.4000	76.0000	
0.2471	0.1028	62.6000	77.4000	
0.2457	0.0852	63.2000	78.8000	
0.2443	0.0705	62.8000	79.9000	
0.2435	0.0599	63.1000	79.9000	
0.2424	0.0538	63.2000	79.7000	
0.2416	0.0508	63.6000	79.2000	
0.2406	0.0489	63.5000	79.3000	
0.2397	0.0472	63.6000	79.3000	
0.2390	0.0454	63.2000	79.3000	
0.2383	0.0440	63.6000	79.1000	
0.2379	0.0425	63.3000	78.6000	
0.2372	0.0410	63.4000	78.0000	
0.2367	0.0396	63.3000	78.0000	
0.2363	0.0382	62.9000	77.4000	
0.2358	0.0371	63.3000	77.7000	
0.2354	0.0357	63.2000	77.0000	
0.2350	0.0347	63.2000	77.0000	
0.2346	0.0337	63.3000	76.3000	
0.2340	0.0329	63.9000	76.4000	
0.2336	0.0321	63.2000	75.7000	
0.2332	0.0315	63.3000	75.5000	
0.2327	0.0309	63.1000	74.5000	
0.2322	0.0305	63.5000	74.7000	
0.2321	0.0301	63.3000	74.3000	
0.2318	0.0297	63.3000	74.4000	
0.2314	0.0296	63.1000	74.1000	
0.2311	0.0293	63.0000	74.2000	
0.2310	0.0292	63.2000	74.1000	
0.2307	0.0290	63.6000	74.1000	
0.2303	0.0289	63.6000	74.6000	
0.2302	0.0288	63.7000	74.5000	
0.2302	0.0287	63.1000	74.5000	
0.2299	0.0287	63.4000	74.7000	
0.2297	0.0287	63.7000	75.0000	
0.2295	0.0287	63.7000	74.5000	
0.2299	0.0286	63.1000	75.5000	
0.2295	0.0285	63.5000	74.6000	
0.2296	0.0286	63.3000	74.7000	
0.2296	0.0285	63.3000	74.7000	
0.2291	0.0285	63.6000	74.5000	
0.2292	0.0287	63.6000	74.8000	
0.2295	0.0285	63.4000	74.7000	
0.2294	0.0286	63.1000	75.4000	
0.2292	0.0286	63.6000	74.7000	
0.2295	0.0285	63.1000	74.7000	
0.2294	0.0285	63.1000	74.7000	
0.2294	0.0285	63.4000	74.8000	
0.2293	0.0285	63.4000	74.7000	
0.2293	0.0285	63.4000	74.9000	
0.2293	0.0285	63.5000	74.7000	
0.2292	0.0285	63.7000	74.7000	
0.2292	0.0285	63.9000	74.7000	
0.2292	0.0285	63.7000	74.7000	
0.2292	0.0285	63.8000	74.8000	
0.2292	0.0285	63.7000	74.6000	
0.2292	0.0285	63.3000	74.7000	
0.2292	0.0285	63.7000	74.8000	
0.2292	0.0285	63.7000	74.7000	
0.2291	0.0285	63.7000	74.8000	
0.2291	0.0285	63.7000	74.7000	
0.2292	0.0285	63.7000	74.8000	
0.2292	0.0285	63.7000	74.7000	
0.2292	0.0285	63.7000	74.7000	
0.2291	0.0285	63.7000	74.7000	
0.2291	0.0285	63.7000	74.7000	
0.2291	0.0285	63.7000	74.7000	
0.2291	0.0285	63.8000	74.6000	
0.2291	0.0285	63.7000	74.7000	
0.2291	0.0285	63.7000	74.6000	
0.2292	0.0285	63.3000	74.8000	
0.2292	0.0285	63.2000	74.6000	
0.2291	0.0285	63.8000	74.8000	
0.2291	0.0285	63.7000	74.7000	
0.2291	0.0285	63.8000	74.8000	
0.2291	0.0285	63.7000	74.6000	
0.2291	0.0285	63.6000	74.8000	
0.2291	0.0285	63.7000	74.7000	
0.2291	0.0284	63.8000	74.7000	
0.2291	0.0285	63.6000	74.6000	
0.2291	0.0285	63.6000	74.7000	
0.2290	0.0285	63.9000	74.7000	
0.2290	0.0285	63.9000	74.8000	
0.2291	0.0285	63.6000	74.7000	
0.2291	0.0285	63.7000	74.7000	
0.2291	0.0284	63.7000	74.8000	
0.2291	0.0285	63.7000	74.6000	
0.2291	0.0285	63.6000	74.7000	
0.2291	0.0285	63.6000	74.7000	
0.2291	0.0285	63.6000	74.8000	
0.2291	0.0284	63.7000	74.7000	
0.2291	0.0284	63.7000	74.6000	
0.2290	0.0284	63.6000	74.7000	
0.2290	0.0284	63.7000	74.6000	
0.2290	0.0284	63.7000	74.6000	
