Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.3118	0.1404	53.5000	84.0000	
0.2231	0.0713	73.9000	95.9000	
0.2128	0.0386	71.9000	91.2000	
0.2065	0.0214	73.5000	89.2000	
0.1979	0.0131	73.4000	82.7000	
0.1917	0.0087	73.5000	79.7000	
0.1862	0.0066	73.3000	77.9000	
0.1823	0.0052	73.6000	76.2000	
0.1793	0.0043	73.5000	74.8000	
0.1757	0.0037	73.9000	74.2000	
0.1726	0.0034	73.1000	73.9000	
0.1702	0.0031	72.9000	74.3000	
0.1678	0.0028	73.2000	74.0000	
0.1662	0.0027	73.4000	73.7000	
0.1628	0.0026	72.8000	74.0000	
0.1625	0.0025	73.1000	73.9000	
0.1596	0.0024	73.1000	74.0000	
0.1586	0.0023	73.3000	73.8000	
0.1576	0.0022	73.5000	73.6000	
0.1559	0.0021	73.4000	73.7000	
0.1557	0.0020	73.4000	73.6000	
0.1544	0.0020	73.2000	73.6000	
0.1541	0.0019	73.2000	73.3000	
0.1535	0.0019	72.4000	73.9000	
0.1529	0.0019	72.8000	73.5000	
0.1525	0.0018	72.6000	73.4000	
0.1529	0.0018	73.1000	73.4000	
0.1513	0.0018	72.4000	73.5000	
0.1520	0.0018	73.0000	73.8000	
0.1514	0.0017	72.7000	73.5000	
0.1508	0.0017	72.3000	73.5000	
0.1513	0.0017	73.2000	73.7000	
0.1508	0.0017	72.8000	73.8000	
0.1508	0.0017	73.3000	73.6000	
0.1509	0.0017	73.4000	73.6000	
0.1498	0.0017	72.1000	73.5000	
0.1515	0.0017	73.6000	73.5000	
0.1493	0.0017	72.9000	73.4000	
0.1503	0.0017	73.6000	73.9000	
0.1499	0.0017	73.1000	74.0000	
0.1489	0.0017	72.4000	73.9000	
0.1498	0.0017	73.7000	73.6000	
0.1489	0.0017	73.1000	73.8000	
0.1494	0.0017	73.4000	73.7000	
0.1488	0.0017	73.3000	73.7000	
0.1504	0.0016	73.6000	73.5000	
0.1485	0.0016	73.6000	73.6000	
0.1489	0.0016	73.4000	73.7000	
0.1486	0.0016	73.2000	73.7000	
0.1495	0.0017	73.4000	74.1000	
0.1494	0.0016	73.5000	73.8000	
0.1488	0.0016	73.6000	73.8000	
0.1486	0.0016	73.7000	73.8000	
0.1487	0.0016	73.7000	73.8000	
0.1486	0.0016	73.5000	73.8000	
0.1487	0.0016	73.6000	73.8000	
0.1488	0.0016	73.5000	73.8000	
0.1488	0.0016	73.6000	73.7000	
0.1486	0.0016	73.7000	73.7000	
0.1487	0.0016	73.5000	73.8000	
0.1486	0.0016	73.6000	73.8000	
0.1486	0.0016	73.4000	73.8000	
0.1486	0.0016	73.6000	73.8000	
0.1486	0.0016	73.5000	73.7000	
0.1486	0.0016	73.5000	73.8000	
0.1487	0.0016	73.5000	73.7000	
0.1486	0.0016	73.6000	73.8000	
0.1485	0.0016	73.5000	73.7000	
0.1487	0.0016	73.5000	73.7000	
0.1486	0.0016	73.5000	73.7000	
0.1485	0.0016	73.5000	73.7000	
0.1484	0.0016	73.6000	73.7000	
0.1486	0.0016	73.5000	73.7000	
0.1485	0.0016	73.5000	73.7000	
0.1487	0.0016	73.5000	73.7000	
0.1484	0.0016	73.5000	73.7000	
0.1484	0.0016	73.6000	73.7000	
0.1485	0.0016	73.4000	73.8000	
0.1486	0.0016	73.4000	73.7000	
0.1486	0.0016	73.4000	73.7000	
0.1486	0.0016	73.4000	73.8000	
0.1485	0.0016	73.4000	73.8000	
0.1484	0.0016	73.3000	73.9000	
0.1484	0.0016	73.6000	73.8000	
0.1484	0.0016	73.5000	73.9000	
0.1486	0.0016	73.4000	73.9000	
0.1485	0.0016	73.3000	73.8000	
0.1484	0.0016	73.5000	73.9000	
0.1485	0.0016	73.4000	73.8000	
0.1483	0.0016	73.5000	74.0000	
0.1483	0.0016	73.5000	73.8000	
0.1487	0.0016	73.5000	73.8000	
0.1484	0.0016	73.3000	73.9000	
0.1484	0.0016	73.3000	73.9000	
0.1483	0.0016	73.3000	73.8000	
0.1483	0.0016	73.3000	73.9000	
0.1484	0.0016	73.3000	73.9000	
0.1484	0.0016	73.3000	73.9000	
0.1483	0.0016	73.3000	73.9000	
0.1486	0.0016	73.6000	73.9000	
0.1483	0.0016	73.2000	73.9000	
0.1481	0.0016	73.7000	73.9000	
0.1482	0.0016	73.3000	73.9000	
0.1483	0.0016	73.4000	73.9000	
0.1485	0.0016	73.4000	73.9000	
0.1481	0.0016	73.9000	73.8000	
0.1482	0.0016	73.5000	73.8000	
0.1482	0.0016	73.2000	73.8000	
0.1484	0.0016	73.4000	73.8000	
0.1482	0.0016	73.2000	73.9000	
0.1482	0.0016	73.2000	73.9000	
0.1483	0.0016	73.3000	73.8000	
0.1481	0.0016	73.5000	73.8000	
0.1481	0.0016	73.4000	73.8000	
0.1481	0.0016	73.4000	73.9000	
0.1484	0.0016	73.4000	73.8000	
0.1481	0.0016	73.2000	73.8000	
0.1481	0.0016	73.3000	73.9000	
0.1481	0.0016	73.3000	73.9000	
0.1481	0.0016	73.3000	74.0000	
0.1480	0.0016	73.4000	74.0000	
0.1482	0.0016	73.5000	74.0000	
0.1482	0.0016	73.4000	73.9000	
0.1481	0.0016	73.4000	74.0000	
0.1480	0.0016	73.3000	74.0000	
0.1481	0.0016	73.5000	73.9000	
0.1480	0.0016	73.3000	73.9000	
0.1479	0.0016	73.4000	73.9000	
0.1479	0.0016	73.3000	73.9000	
0.1482	0.0016	73.4000	73.9000	
0.1481	0.0016	73.4000	73.9000	
0.1480	0.0016	73.3000	73.9000	
0.1479	0.0016	73.3000	73.9000	
0.1480	0.0016	73.3000	73.9000	
0.1479	0.0016	73.3000	73.9000	
0.1480	0.0016	73.5000	73.9000	
0.1479	0.0016	73.3000	73.9000	
0.1479	0.0016	73.3000	73.9000	
0.1481	0.0016	73.4000	73.8000	
0.1479	0.0016	73.3000	74.0000	
0.1478	0.0016	73.4000	73.8000	
0.1478	0.0016	73.4000	74.0000	
0.1480	0.0016	73.4000	73.8000	
0.1482	0.0016	73.4000	73.9000	
0.1481	0.0016	73.4000	73.8000	
0.1477	0.0016	73.4000	73.9000	
0.1479	0.0016	73.3000	73.9000	
0.1478	0.0016	73.4000	73.9000	
0.1478	0.0016	73.4000	73.9000	
0.1478	0.0016	73.4000	73.9000	
0.1478	0.0016	73.4000	73.9000	
0.1478	0.0016	73.4000	73.9000	
0.1476	0.0016	73.2000	73.9000	
0.1478	0.0016	73.3000	74.0000	
0.1478	0.0016	73.2000	74.1000	
0.1477	0.0016	73.5000	74.1000	
0.1477	0.0016	73.4000	74.1000	
0.1480	0.0016	73.4000	74.0000	
0.1477	0.0016	73.4000	73.9000	
0.1478	0.0016	73.4000	73.9000	
0.1475	0.0016	73.1000	73.9000	
0.1476	0.0016	73.4000	73.9000	
0.1476	0.0016	73.4000	74.0000	
0.1479	0.0016	73.4000	73.9000	
0.1476	0.0016	73.5000	74.0000	
0.1476	0.0016	73.4000	74.0000	
0.1477	0.0016	73.6000	73.9000	
0.1479	0.0016	73.4000	74.0000	
0.1477	0.0016	73.2000	74.0000	
0.1476	0.0016	73.4000	73.9000	
0.1475	0.0016	73.4000	74.0000	
0.1476	0.0016	73.4000	74.1000	
0.1474	0.0016	73.4000	74.0000	
0.1475	0.0016	73.5000	74.1000	
0.1476	0.0016	73.4000	74.1000	
0.1477	0.0016	73.5000	74.1000	
0.1475	0.0016	73.5000	74.0000	
0.1473	0.0016	73.1000	74.0000	
0.1474	0.0016	73.4000	73.9000	
0.1476	0.0016	73.3000	73.9000	
