Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.3475	0.1464	55.0250	43.4000	
0.2840	0.0978	54.0000	59.4250	
0.2628	0.0871	54.8000	67.7750	
0.2537	0.0772	54.6500	70.5000	
0.2528	0.0693	53.6250	73.6250	
0.2512	0.0630	55.0750	73.5500	
0.2502	0.0587	55.8500	74.0750	
0.2495	0.0550	55.4000	74.7000	
0.2489	0.0517	55.8750	74.6500	
0.2484	0.0487	56.3500	74.8750	
0.2480	0.0460	55.7000	74.7750	
0.2477	0.0436	55.9000	74.6750	
0.2474	0.0415	55.8750	74.6750	
0.2471	0.0397	55.9000	74.7500	
0.2468	0.0382	55.9000	74.8000	
0.2466	0.0370	55.9000	74.9250	
0.2464	0.0361	56.1250	74.9500	
0.2461	0.0352	55.7250	75.4500	
0.2460	0.0347	55.8000	75.1750	
0.2459	0.0342	56.0250	75.3500	
0.2457	0.0339	55.9000	75.4250	
0.2457	0.0337	55.8750	75.3750	
0.2456	0.0336	55.8750	75.5500	
0.2456	0.0335	55.9250	75.6500	
0.2455	0.0334	55.8000	75.4750	
0.2454	0.0333	56.1250	75.4750	
0.2454	0.0333	55.7500	75.5250	
0.2453	0.0332	56.0000	75.8500	
0.2453	0.0332	56.1250	75.7750	
0.2453	0.0331	55.7000	75.7500	
0.2453	0.0331	55.9750	75.6500	
0.2453	0.0331	55.9500	75.5750	
0.2452	0.0331	55.9500	75.7000	
0.2452	0.0331	55.6750	75.5500	
0.2452	0.0330	55.9250	75.8750	
0.2451	0.0330	56.0500	75.7500	
0.2452	0.0330	56.1000	75.7250	
0.2452	0.0331	55.8000	75.8750	
0.2451	0.0332	56.0000	75.9000	
0.2451	0.0331	55.8750	75.7250	
0.2452	0.0329	56.0000	75.9250	
0.2450	0.0330	55.6750	75.7500	
0.2450	0.0329	55.9000	75.7000	
0.2450	0.0329	56.0250	75.8250	
0.2450	0.0329	55.8250	75.7500	
0.2451	0.0329	56.1500	76.0000	
0.2449	0.0328	55.9000	75.8000	
0.2449	0.0329	55.9000	75.9500	
0.2449	0.0329	56.0250	75.7000	
0.2450	0.0328	55.6250	75.6500	
0.2448	0.0328	56.1500	75.7750	
0.2448	0.0328	56.0250	75.8250	
0.2448	0.0328	56.0000	75.8000	
0.2448	0.0328	55.9500	75.8250	
0.2448	0.0328	55.9000	75.7000	
0.2448	0.0328	55.9250	75.8250	
0.2448	0.0328	55.9000	75.7750	
0.2448	0.0328	55.7750	75.7500	
0.2448	0.0328	55.6750	75.8000	
0.2448	0.0328	55.7250	75.7500	
0.2448	0.0328	55.7250	75.7250	
0.2448	0.0328	55.9250	75.8000	
0.2448	0.0328	56.0000	75.7750	
0.2448	0.0328	55.8250	75.7750	
0.2448	0.0328	55.8250	75.7250	
0.2448	0.0328	55.9250	75.7500	
0.2448	0.0328	55.8750	75.8000	
0.2448	0.0328	56.0250	75.7500	
0.2448	0.0328	56.0750	75.7500	
0.2448	0.0328	55.8500	75.7750	
0.2448	0.0328	55.9500	75.7000	
0.2448	0.0328	55.8250	75.7250	
0.2448	0.0328	55.9000	75.7250	
0.2448	0.0328	55.8500	75.7750	
0.2448	0.0328	56.0250	75.7000	
0.2448	0.0328	56.0500	75.7250	
0.2448	0.0328	56.0500	75.7000	
0.2448	0.0328	55.8250	75.7250	
0.2448	0.0328	55.8500	75.8000	
0.2448	0.0328	55.9000	75.8000	
0.2448	0.0328	55.9250	75.7750	
0.2448	0.0328	55.9250	75.7750	
0.2448	0.0328	55.9500	75.7750	
0.2448	0.0328	56.0500	75.7750	
0.2448	0.0328	55.9500	75.7500	
0.2448	0.0328	56.0250	75.7250	
0.2448	0.0328	55.8250	75.7000	
0.2448	0.0328	55.7500	75.8250	
0.2448	0.0328	55.7750	75.7500	
0.2448	0.0328	55.9750	75.7500	
0.2448	0.0328	55.9750	75.7250	
0.2448	0.0328	55.7500	75.8000	
0.2448	0.0328	55.8500	75.7500	
0.2448	0.0328	55.8750	75.7500	
0.2448	0.0328	55.9750	75.7250	
0.2447	0.0328	55.8750	75.7250	
0.2447	0.0328	55.8000	75.7000	
0.2448	0.0328	56.0750	75.8250	
0.2447	0.0328	56.0500	75.7500	
0.2448	0.0328	56.0500	75.7250	
0.2448	0.0328	56.1000	75.7000	
0.2447	0.0328	55.7750	75.7250	
0.2448	0.0328	55.8500	75.7250	
0.2447	0.0328	55.8000	75.7250	
0.2447	0.0328	55.7750	75.7750	
0.2447	0.0328	55.8500	75.7500	
0.2447	0.0328	56.0000	75.7250	
0.2447	0.0328	56.0000	75.7250	
0.2447	0.0328	55.9500	75.7000	
0.2447	0.0328	56.1250	75.7750	
0.2447	0.0328	55.9500	75.7500	
0.2447	0.0328	55.8250	75.7250	
0.2447	0.0328	55.7750	75.7250	
0.2447	0.0328	55.8750	75.7250	
0.2447	0.0328	56.0250	75.7500	
0.2447	0.0328	56.0250	75.7500	
0.2447	0.0328	55.7750	75.7500	
0.2447	0.0327	55.8500	75.8250	
0.2447	0.0328	55.8750	75.7500	
0.2447	0.0328	55.9000	75.7500	
0.2447	0.0328	55.9000	75.8250	
0.2447	0.0328	56.0000	75.7750	
0.2447	0.0328	55.8250	75.7500	
0.2447	0.0328	55.8750	75.7500	
0.2447	0.0327	55.8500	75.7250	
0.2447	0.0328	55.8000	75.7250	
0.2447	0.0327	55.8000	75.8000	
0.2447	0.0327	55.8250	75.7500	
0.2447	0.0327	55.9500	75.7250	
0.2447	0.0327	56.0250	75.8000	
0.2447	0.0327	55.9500	75.7500	
0.2447	0.0328	55.7500	75.7750	
0.2447	0.0327	55.8250	75.7750	
0.2447	0.0327	55.7250	75.7500	
0.2447	0.0327	55.8000	75.7500	
0.2447	0.0327	55.7500	75.7750	
0.2447	0.0327	55.8250	75.7750	
0.2447	0.0327	55.7500	75.7500	
0.2447	0.0327	55.9000	75.7000	
0.2447	0.0327	55.8000	75.7000	
0.2447	0.0327	56.0750	75.8000	
0.2447	0.0327	56.1000	75.7250	
0.2447	0.0327	55.8750	75.7750	
0.2447	0.0327	55.7750	75.7750	
0.2447	0.0327	55.9250	75.8000	
0.2447	0.0327	55.7750	75.7250	
0.2447	0.0327	56.0000	75.7500	
0.2447	0.0328	55.9750	75.7500	
0.2447	0.0327	55.7250	75.7750	
0.2447	0.0327	55.8000	75.7750	
0.2447	0.0327	56.1000	75.8000	
0.2447	0.0327	55.8750	75.7500	
0.2447	0.0327	55.8750	75.7750	
0.2447	0.0327	56.0250	75.7000	
0.2447	0.0327	56.0750	75.7000	
0.2446	0.0327	56.1000	75.7250	
0.2446	0.0327	55.9500	75.7500	
0.2447	0.0327	55.8250	75.7000	
0.2447	0.0327	55.8750	75.7250	
0.2446	0.0327	55.9750	75.7000	
0.2446	0.0327	55.9250	75.7500	
0.2446	0.0327	55.8250	75.7500	
0.2446	0.0327	55.9250	75.8000	
0.2447	0.0327	55.8500	75.7000	
0.2446	0.0327	55.8750	75.7250	
0.2446	0.0327	55.9250	75.7250	
0.2446	0.0327	55.8750	75.7250	
0.2446	0.0327	55.9250	75.8000	
0.2446	0.0327	55.9750	75.6750	
0.2446	0.0327	55.8500	75.6750	
0.2446	0.0327	55.9500	75.7750	
0.2446	0.0327	55.8500	75.6750	
0.2446	0.0327	55.8750	75.7250	
0.2446	0.0327	56.0500	75.7250	
0.2446	0.0327	56.0000	75.7500	
0.2446	0.0327	55.9250	75.7250	
0.2446	0.0327	55.9250	75.7750	
0.2446	0.0327	55.8750	75.7500	
0.2446	0.0327	55.9750	75.7000	
0.2446	0.0327	55.9250	75.7250	
0.2446	0.0327	55.8750	75.7250	
0.2446	0.0327	55.8250	75.7500	
0.2446	0.0327	56.0750	75.7500	
0.2446	0.0327	55.8500	75.7500	
0.2446	0.0327	55.9000	75.7500	
0.2446	0.0327	56.1000	75.7250	
0.2446	0.0327	56.0500	75.7750	
0.2446	0.0327	55.8500	75.7000	
0.2446	0.0327	56.0250	75.7250	
0.2446	0.0327	55.9250	75.7250	
0.2446	0.0327	55.8000	75.7500	
0.2446	0.0327	55.9750	75.7250	
0.2446	0.0327	55.8750	75.7250	
0.2446	0.0327	56.0750	75.7000	
0.2446	0.0327	55.8000	75.7000	
0.2446	0.0327	55.7500	75.7750	
0.2446	0.0327	55.8250	75.7000	
0.2446	0.0327	55.9000	75.7250	
0.2446	0.0327	55.9000	75.7250	
0.2446	0.0327	56.0250	75.7250	
