Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.4057	0.1235	61.3000	43.4000	
0.3254	0.0946	58.5000	70.3000	
0.2786	0.0766	58.5000	70.3000	
0.2535	0.0659	59.9000	68.2000	
0.2451	0.0586	61.0000	68.7000	
0.2443	0.0539	62.5000	69.0000	
0.2438	0.0500	62.4000	69.4000	
0.2417	0.0463	62.7000	69.7000	
0.2400	0.0429	62.2000	69.9000	
0.2387	0.0401	62.3000	69.2000	
0.2374	0.0376	62.8000	69.6000	
0.2365	0.0355	63.3000	69.7000	
0.2360	0.0337	62.3000	70.0000	
0.2347	0.0322	63.1000	70.0000	
0.2339	0.0310	63.4000	70.0000	
0.2334	0.0301	63.0000	70.3000	
0.2326	0.0292	63.2000	70.4000	
0.2318	0.0285	63.7000	70.7000	
0.2311	0.0279	63.5000	70.9000	
0.2302	0.0274	63.6000	71.3000	
0.2300	0.0269	63.8000	71.4000	
0.2295	0.0266	63.9000	71.4000	
0.2284	0.0261	63.7000	71.8000	
0.2282	0.0259	64.6000	71.6000	
0.2276	0.0257	64.8000	72.1000	
0.2270	0.0253	64.7000	72.4000	
0.2266	0.0251	65.0000	73.1000	
0.2261	0.0249	65.0000	73.9000	
0.2256	0.0248	64.5000	73.8000	
0.2253	0.0247	64.9000	74.3000	
0.2255	0.0244	64.5000	74.3000	
0.2243	0.0243	65.0000	74.1000	
0.2243	0.0242	64.9000	74.5000	
0.2241	0.0242	65.0000	74.2000	
0.2238	0.0240	64.9000	74.4000	
0.2234	0.0239	64.9000	74.2000	
0.2236	0.0238	65.0000	74.4000	
0.2231	0.0238	65.0000	74.3000	
0.2229	0.0237	65.0000	74.3000	
0.2230	0.0237	65.0000	74.5000	
0.2225	0.0236	65.0000	74.4000	
0.2231	0.0236	65.4000	74.5000	
0.2224	0.0235	65.0000	74.4000	
0.2223	0.0236	64.9000	74.3000	
0.2226	0.0235	65.1000	74.5000	
0.2221	0.0234	65.1000	74.4000	
0.2223	0.0234	65.2000	74.3000	
0.2220	0.0235	65.0000	74.3000	
0.2220	0.0233	65.0000	74.3000	
0.2219	0.0233	64.9000	74.5000	
0.2219	0.0233	65.0000	74.3000	
0.2220	0.0233	65.3000	74.3000	
0.2219	0.0233	65.3000	74.3000	
0.2219	0.0233	65.0000	74.3000	
0.2218	0.0233	65.1000	74.3000	
0.2219	0.0233	65.0000	74.3000	
0.2219	0.0233	65.0000	74.3000	
0.2218	0.0233	65.0000	74.3000	
0.2218	0.0233	65.1000	74.3000	
0.2218	0.0233	65.2000	74.3000	
0.2219	0.0233	65.3000	74.3000	
0.2219	0.0233	65.0000	74.3000	
0.2218	0.0233	65.1000	74.3000	
0.2218	0.0233	65.1000	74.3000	
0.2218	0.0233	65.0000	74.3000	
0.2218	0.0232	65.0000	74.3000	
0.2218	0.0232	65.1000	74.3000	
0.2218	0.0233	65.0000	74.3000	
0.2218	0.0232	65.2000	74.3000	
0.2218	0.0232	65.2000	74.3000	
0.2218	0.0232	65.2000	74.3000	
0.2217	0.0232	65.2000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2218	0.0232	65.2000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2216	0.0232	65.1000	74.3000	
0.2216	0.0232	65.1000	74.3000	
0.2216	0.0232	65.1000	74.3000	
0.2217	0.0232	65.2000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2216	0.0232	65.1000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2217	0.0232	65.0000	74.3000	
0.2216	0.0232	65.1000	74.3000	
0.2216	0.0232	65.1000	74.3000	
0.2217	0.0232	65.1000	74.3000	
0.2216	0.0232	65.1000	74.3000	
0.2216	0.0232	65.1000	74.4000	
0.2215	0.0232	65.1000	74.4000	
0.2216	0.0232	65.0000	74.3000	
0.2215	0.0231	65.1000	74.3000	
0.2216	0.0231	65.1000	74.3000	
0.2216	0.0231	65.1000	74.3000	
0.2216	0.0231	65.1000	74.5000	
0.2215	0.0231	65.1000	74.5000	
0.2216	0.0231	65.1000	74.3000	
0.2216	0.0231	65.1000	74.4000	
0.2216	0.0231	65.1000	74.6000	
0.2215	0.0231	65.0000	74.4000	
0.2214	0.0231	65.1000	74.4000	
0.2215	0.0231	64.9000	74.4000	
0.2215	0.0231	64.9000	74.6000	
