Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.5646	0.0810	35.1000	52.7000	
0.4590	0.0605	46.3000	55.1000	
0.4151	0.0419	49.8000	61.5000	
0.3917	0.0337	50.2000	63.9000	
0.3756	0.0278	50.3000	67.8000	
0.3618	0.0233	50.3000	67.5000	
0.3498	0.0204	50.4000	68.7000	
0.3394	0.0183	50.4000	67.8000	
0.3296	0.0167	50.5000	68.4000	
0.3196	0.0160	52.0000	68.8000	
0.3115	0.0151	52.0000	69.5000	
0.3041	0.0146	53.0000	70.1000	
0.2960	0.0148	55.1000	71.2000	
0.2899	0.0140	54.5000	72.2000	
0.2832	0.0141	55.8000	72.5000	
0.2772	0.0138	57.3000	73.0000	
0.2723	0.0138	56.7000	72.7000	
0.2670	0.0136	57.6000	72.6000	
0.2625	0.0137	58.0000	73.1000	
0.2584	0.0136	58.2000	73.2000	
0.2539	0.0134	59.0000	73.1000	
0.2482	0.0135	59.6000	72.9000	
0.2418	0.0137	60.2000	73.7000	
0.2355	0.0135	62.6000	73.7000	
0.2311	0.0134	63.6000	73.3000	
0.2268	0.0133	64.9000	73.4000	
0.2244	0.0135	66.1000	73.3000	
0.2231	0.0133	66.5000	73.4000	
0.2219	0.0133	66.5000	73.2000	
0.2210	0.0134	66.6000	73.5000	
0.2199	0.0133	66.4000	73.5000	
0.2197	0.0131	66.6000	73.6000	
0.2185	0.0131	66.7000	73.4000	
0.2186	0.0131	66.7000	73.7000	
0.2177	0.0131	66.7000	73.6000	
0.2177	0.0132	66.0000	73.5000	
0.2168	0.0129	66.7000	73.6000	
0.2165	0.0130	66.1000	74.1000	
0.2161	0.0130	66.2000	73.9000	
0.2152	0.0129	66.5000	73.7000	
0.2153	0.0129	66.7000	73.9000	
0.2141	0.0127	66.6000	74.7000	
0.2138	0.0127	66.5000	74.6000	
0.2134	0.0128	67.4000	74.6000	
0.2125	0.0126	66.3000	74.4000	
0.2125	0.0126	68.5000	75.0000	
0.2113	0.0127	66.5000	75.1000	
0.2116	0.0125	68.3000	74.6000	
0.2100	0.0126	67.8000	74.8000	
0.2107	0.0128	68.4000	74.7000	
0.2105	0.0126	68.5000	74.6000	
0.2099	0.0125	68.3000	74.9000	
0.2095	0.0125	67.8000	74.6000	
0.2095	0.0125	68.0000	74.5000	
