Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.3954	0.1194	50.0000	51.7000	
0.3429	0.1026	50.0000	61.1000	
0.3162	0.0916	50.0000	69.3000	
0.3001	0.0844	50.0000	73.5000	
0.2861	0.0775	50.0000	70.1000	
0.2746	0.0703	50.0000	65.8000	
0.2651	0.0630	50.0000	66.0000	
0.2575	0.0553	50.0000	67.5000	
0.2532	0.0485	50.9000	68.5000	
0.2515	0.0437	57.2000	69.1000	
0.2508	0.0402	58.5000	69.5000	
0.2504	0.0380	59.0000	69.5000	
0.2499	0.0363	58.9000	69.1000	
0.2492	0.0350	59.6000	69.8000	
0.2487	0.0342	59.6000	70.6000	
0.2481	0.0334	60.5000	71.0000	
0.2476	0.0329	60.3000	71.4000	
0.2471	0.0325	60.3000	71.3000	
0.2466	0.0321	60.9000	71.8000	
0.2458	0.0318	60.6000	72.0000	
0.2451	0.0316	60.9000	72.0000	
0.2446	0.0314	61.3000	72.1000	
0.2439	0.0313	61.1000	72.3000	
0.2435	0.0311	61.8000	72.2000	
0.2430	0.0309	62.2000	72.6000	
0.2427	0.0310	62.4000	72.6000	
0.2423	0.0308	61.9000	72.3000	
0.2419	0.0308	61.9000	72.4000	
0.2417	0.0306	62.9000	72.8000	
0.2413	0.0305	61.7000	72.8000	
0.2412	0.0305	63.0000	73.2000	
0.2408	0.0304	61.9000	72.8000	
0.2405	0.0304	62.3000	72.8000	
0.2403	0.0303	62.3000	72.8000	
0.2400	0.0303	62.5000	72.8000	
0.2397	0.0301	61.9000	72.8000	
0.2395	0.0301	62.4000	72.9000	
0.2392	0.0300	62.0000	72.9000	
0.2391	0.0300	62.4000	73.0000	
0.2388	0.0300	62.1000	73.1000	
0.2387	0.0299	62.1000	72.9000	
0.2385	0.0299	62.0000	73.1000	
0.2382	0.0298	62.5000	73.0000	
0.2381	0.0298	62.3000	73.1000	
0.2379	0.0298	62.3000	73.0000	
0.2377	0.0297	62.2000	73.1000	
0.2377	0.0297	61.5000	73.0000	
0.2373	0.0297	62.0000	72.8000	
0.2375	0.0297	61.8000	72.9000	
0.2371	0.0297	62.3000	72.9000	
0.2371	0.0297	62.5000	73.0000	
0.2371	0.0296	62.3000	73.0000	
0.2371	0.0296	62.1000	73.0000	
0.2370	0.0296	62.4000	73.1000	
0.2370	0.0296	62.4000	72.9000	
0.2370	0.0296	62.6000	73.0000	
0.2370	0.0296	62.6000	73.0000	
