Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.4614	0.1218	49.8250	51.9250	
0.3485	0.0967	50.4500	55.0250	
0.2759	0.0790	50.2500	69.6000	
0.2610	0.0670	50.3000	74.8500	
0.2553	0.0573	51.7750	77.2500	
0.2499	0.0497	55.5250	77.5750	
0.2504	0.0441	54.8250	76.9500	
0.2491	0.0408	55.1500	75.8000	
0.2487	0.0385	55.4000	75.2000	
0.2483	0.0370	55.7250	75.5000	
0.2481	0.0360	55.5500	75.2000	
0.2479	0.0351	55.4500	75.5750	
0.2478	0.0346	55.3000	75.7000	
0.2476	0.0343	55.5000	75.5500	
0.2475	0.0340	55.5000	76.0250	
0.2474	0.0338	55.5750	75.8000	
0.2473	0.0338	55.5000	75.8250	
0.2472	0.0337	55.4750	75.5750	
0.2471	0.0336	55.6750	75.8500	
0.2471	0.0337	55.4750	75.8500	
0.2471	0.0337	55.5750	75.5000	
0.2470	0.0339	55.5750	75.7750	
0.2469	0.0337	55.4250	75.5500	
0.2469	0.0336	55.5250	75.4000	
0.2469	0.0335	55.6000	75.7250	
0.2468	0.0334	55.6750	75.3750	
0.2468	0.0333	55.7250	75.3750	
0.2467	0.0333	55.5000	75.4500	
0.2467	0.0333	55.6500	75.5250	
0.2467	0.0334	55.6750	75.5000	
0.2467	0.0333	55.4750	75.2250	
0.2466	0.0333	55.8250	75.4000	
0.2467	0.0333	55.5000	75.4500	
0.2465	0.0333	55.5750	75.3750	
0.2465	0.0332	55.7250	75.4250	
0.2466	0.0332	55.6250	75.4750	
0.2465	0.0332	55.3500	75.3750	
0.2466	0.0334	55.1500	75.4500	
0.2464	0.0335	55.2500	75.5250	
0.2466	0.0334	55.3000	75.5250	
0.2465	0.0332	54.9750	75.3250	
0.2466	0.0332	55.4250	75.5000	
0.2463	0.0331	55.9000	75.6000	
0.2463	0.0332	55.7500	75.4000	
0.2463	0.0332	55.6000	75.5000	
0.2463	0.0332	55.6000	75.5500	
0.2462	0.0333	55.5500	75.6000	
0.2462	0.0331	55.3500	75.4750	
0.2461	0.0331	55.5000	75.5750	
0.2461	0.0331	55.5250	75.5250	
0.2460	0.0331	55.5750	75.6250	
0.2460	0.0330	55.3250	75.5250	
0.2460	0.0331	55.4750	75.5750	
0.2460	0.0331	55.3250	75.5500	
0.2460	0.0330	55.2750	75.7250	
0.2460	0.0330	55.4000	75.5000	
0.2459	0.0330	55.4500	75.6000	
0.2460	0.0330	55.4000	75.6500	
0.2459	0.0330	55.4500	75.6500	
0.2459	0.0330	55.4500	75.6250	
0.2459	0.0330	55.4250	75.6500	
0.2459	0.0330	55.4500	75.6500	
0.2459	0.0330	55.4500	75.6500	
0.2459	0.0330	55.5250	75.6250	
0.2459	0.0330	55.4250	75.6500	
0.2459	0.0330	55.4500	75.6500	
0.2459	0.0331	55.3500	75.6250	
0.2459	0.0331	55.3000	75.6500	
0.2459	0.0330	55.3500	75.6250	
0.2459	0.0330	55.4250	75.6250	
0.2459	0.0330	55.3750	75.6500	
0.2459	0.0330	55.4250	75.6250	
0.2459	0.0330	55.4250	75.6500	
0.2459	0.0330	55.4000	75.6500	
0.2459	0.0330	55.3500	75.6250	
0.2459	0.0330	55.4000	75.6500	
0.2459	0.0330	55.4000	75.6500	
0.2459	0.0330	55.2250	75.6750	
0.2459	0.0330	55.5250	75.6500	
0.2459	0.0330	55.4750	75.6500	
0.2459	0.0330	55.4000	75.6250	
0.2459	0.0330	55.4500	75.6250	
0.2459	0.0330	55.5250	75.6500	
0.2459	0.0330	55.4750	75.6250	
0.2459	0.0330	55.3750	75.6750	
0.2459	0.0331	55.4250	75.6500	
0.2459	0.0330	55.4000	75.6250	
0.2459	0.0330	55.4250	75.6500	
0.2459	0.0330	55.4500	75.6250	
0.2459	0.0330	55.5500	75.6500	
0.2459	0.0330	55.5250	75.6500	
0.2459	0.0330	55.6000	75.6500	
0.2459	0.0330	55.4500	75.6500	
0.2459	0.0330	55.4250	75.6500	
0.2459	0.0330	55.4250	75.6500	
0.2459	0.0330	55.4000	75.6500	
0.2459	0.0330	55.3500	75.6250	
0.2459	0.0330	55.4000	75.6250	
0.2459	0.0330	55.4250	75.6500	
0.2459	0.0330	55.5250	75.6500	
0.2458	0.0330	55.5500	75.6750	
0.2458	0.0330	55.3750	75.6500	
0.2458	0.0330	55.7250	75.6250	
0.2458	0.0330	55.7250	75.6500	
0.2458	0.0330	55.7250	75.6500	
0.2458	0.0330	55.6750	75.6250	
0.2458	0.0330	55.4250	75.6750	
0.2458	0.0330	55.6500	75.6500	
0.2458	0.0330	55.4000	75.6500	
0.2458	0.0330	55.3250	75.6250	
0.2458	0.0330	55.3250	75.6250	
0.2458	0.0330	55.5750	75.6500	
0.2458	0.0330	55.7000	75.6250	
0.2458	0.0330	55.5750	75.6250	
0.2458	0.0330	55.4000	75.6500	
0.2458	0.0330	55.3750	75.6250	
0.2458	0.0330	55.5250	75.6750	
0.2458	0.0330	55.5250	75.6500	
0.2458	0.0330	55.5750	75.6250	
0.2458	0.0330	55.6000	75.6500	
0.2458	0.0330	55.6000	75.6500	
0.2458	0.0330	55.6250	75.6250	
0.2458	0.0330	55.5750	75.6750	
0.2458	0.0330	55.7000	75.6500	
0.2458	0.0330	55.7250	75.6500	
0.2458	0.0330	55.5250	75.6500	
0.2458	0.0330	55.3500	75.6500	
0.2458	0.0330	55.5500	75.6250	
0.2458	0.0330	55.7000	75.6750	
0.2458	0.0330	55.6750	75.6250	
0.2458	0.0330	55.3750	75.6500	
0.2458	0.0330	55.4000	75.6500	
0.2458	0.0330	55.4500	75.6750	
0.2458	0.0330	55.5750	75.6500	
0.2458	0.0330	55.7500	75.6500	
0.2458	0.0330	55.5750	75.6500	
0.2458	0.0330	55.5500	75.6250	
0.2458	0.0330	55.6500	75.6750	
0.2458	0.0330	55.4500	75.6750	
0.2458	0.0330	55.5000	75.6000	
0.2458	0.0330	55.5750	75.6500	
0.2457	0.0330	55.4000	75.6500	
0.2458	0.0330	55.6000	75.6750	
0.2457	0.0330	55.7000	75.6250	
0.2457	0.0330	55.6000	75.6500	
0.2457	0.0330	55.4000	75.6500	
0.2457	0.0330	55.5250	75.6750	
0.2457	0.0330	55.3250	75.6500	
0.2457	0.0330	55.6000	75.6250	
