Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.3565	0.1106	55.2000	50.0000	
0.2754	0.0844	54.0000	51.6000	
0.2761	0.0753	52.6000	53.5000	
0.2617	0.0693	53.4000	56.4000	
0.2576	0.0651	50.4000	60.1000	
0.2551	0.0621	46.4000	68.2000	
0.2523	0.0588	47.3000	70.3000	
0.2511	0.0562	49.1000	70.6000	
0.2499	0.0539	49.9000	70.7000	
0.2490	0.0518	52.2000	71.0000	
0.2479	0.0496	54.7000	70.6000	
0.2471	0.0477	56.0000	70.4000	
0.2463	0.0457	56.0000	70.4000	
0.2456	0.0438	57.0000	70.2000	
0.2447	0.0421	57.0000	70.5000	
0.2440	0.0408	57.5000	70.3000	
0.2433	0.0396	58.8000	70.2000	
0.2429	0.0386	59.0000	70.2000	
0.2422	0.0376	59.2000	70.4000	
0.2416	0.0368	59.9000	70.4000	
0.2412	0.0362	60.4000	71.4000	
0.2407	0.0355	60.4000	71.7000	
0.2404	0.0351	60.8000	71.9000	
0.2402	0.0347	59.9000	71.9000	
0.2396	0.0343	60.7000	72.2000	
0.2392	0.0340	60.7000	72.1000	
0.2392	0.0338	59.9000	72.2000	
0.2387	0.0335	60.2000	72.1000	
0.2384	0.0333	60.5000	72.6000	
0.2384	0.0335	60.0000	73.0000	
0.2381	0.0335	60.3000	72.7000	
0.2382	0.0330	59.9000	72.8000	
0.2380	0.0329	60.2000	73.1000	
0.2379	0.0330	60.2000	73.2000	
0.2377	0.0330	60.2000	73.1000	
0.2377	0.0327	60.0000	73.1000	
0.2377	0.0327	59.8000	73.3000	
0.2376	0.0327	59.9000	73.3000	
0.2377	0.0326	59.5000	73.4000	
0.2375	0.0326	60.2000	73.4000	
0.2376	0.0326	59.6000	73.6000	
0.2373	0.0325	59.9000	73.8000	
0.2374	0.0325	59.1000	73.8000	
0.2375	0.0324	58.8000	73.7000	
0.2372	0.0325	59.3000	73.6000	
0.2374	0.0325	59.0000	73.7000	
0.2370	0.0324	58.8000	73.6000	
0.2370	0.0324	58.6000	73.6000	
0.2370	0.0324	59.3000	73.5000	
0.2370	0.0324	59.1000	73.6000	
0.2370	0.0323	59.1000	73.4000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.7000	73.6000	
0.2369	0.0323	59.0000	73.6000	
0.2369	0.0323	58.7000	73.6000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.7000	73.6000	
0.2369	0.0323	58.7000	73.6000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.9000	73.6000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.7000	73.6000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.9000	73.6000	
0.2369	0.0323	58.9000	73.6000	
0.2369	0.0323	58.6000	73.6000	
0.2369	0.0323	58.7000	73.5000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.9000	73.6000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	59.1000	73.5000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	58.8000	73.5000	
0.2369	0.0323	58.8000	73.5000	
0.2369	0.0323	58.8000	73.5000	
0.2369	0.0323	58.7000	73.5000	
0.2369	0.0323	58.8000	73.6000	
0.2369	0.0323	59.2000	73.5000	
0.2369	0.0323	58.8000	73.5000	
0.2369	0.0323	58.8000	73.5000	
0.2369	0.0323	58.7000	73.5000	
0.2369	0.0323	58.9000	73.5000	
0.2369	0.0323	59.0000	73.4000	
0.2369	0.0323	59.1000	73.5000	
0.2369	0.0323	59.0000	73.4000	
0.2369	0.0323	59.1000	73.5000	
0.2369	0.0323	58.8000	73.4000	
0.2369	0.0323	58.8000	73.5000	
0.2369	0.0323	59.0000	73.5000	
0.2369	0.0323	58.8000	73.4000	
0.2369	0.0323	58.8000	73.4000	
0.2369	0.0323	59.1000	73.5000	
0.2369	0.0323	59.0000	73.5000	
0.2369	0.0323	59.0000	73.4000	
0.2369	0.0323	58.8000	73.4000	
0.2369	0.0323	59.1000	73.5000	
0.2369	0.0323	59.1000	73.4000	
0.2369	0.0323	58.8000	73.4000	
0.2369	0.0323	58.9000	73.4000	
0.2369	0.0323	58.8000	73.4000	
0.2369	0.0323	59.0000	73.4000	
0.2369	0.0323	59.3000	73.4000	
0.2369	0.0323	59.1000	73.4000	
0.2369	0.0323	59.4000	73.5000	
0.2369	0.0323	58.9000	73.4000	
0.2369	0.0322	58.9000	73.4000	
0.2369	0.0322	59.0000	73.4000	
0.2369	0.0322	59.0000	73.4000	
0.2369	0.0322	59.0000	73.4000	
0.2369	0.0322	59.1000	73.4000	
0.2369	0.0323	59.1000	73.4000	
0.2369	0.0322	59.1000	73.4000	
0.2369	0.0322	59.0000	73.4000	
0.2369	0.0322	58.9000	73.4000	
0.2369	0.0322	59.1000	73.3000	
0.2369	0.0322	59.2000	73.3000	
0.2369	0.0322	59.1000	73.3000	
0.2369	0.0322	59.0000	73.4000	
0.2369	0.0322	58.8000	73.3000	
0.2369	0.0322	59.0000	73.3000	
0.2369	0.0322	59.1000	73.4000	
0.2370	0.0322	59.4000	73.3000	
0.2369	0.0322	59.1000	73.3000	
0.2369	0.0322	59.1000	73.3000	
0.2369	0.0322	59.0000	73.3000	
0.2369	0.0322	59.1000	73.4000	
0.2369	0.0322	59.1000	73.3000	
0.2369	0.0322	59.3000	73.3000	
0.2370	0.0322	59.4000	73.3000	
0.2369	0.0323	59.2000	73.4000	
0.2369	0.0322	58.9000	73.4000	
0.2369	0.0322	59.2000	73.3000	
0.2369	0.0322	59.2000	73.4000	
0.2369	0.0322	59.1000	73.3000	
0.2369	0.0322	59.2000	73.3000	
0.2369	0.0322	59.4000	73.3000	
0.2369	0.0322	59.0000	73.3000	
0.2369	0.0322	59.1000	73.3000	
0.2369	0.0322	59.2000	73.4000	
0.2369	0.0322	59.4000	73.3000	
0.2369	0.0322	59.3000	73.3000	
0.2369	0.0322	59.3000	73.4000	
0.2369	0.0322	59.3000	73.4000	
0.2369	0.0322	59.3000	73.4000	
0.2369	0.0322	59.2000	73.4000	
0.2369	0.0322	59.3000	73.4000	
0.2369	0.0322	59.5000	73.4000	
0.2369	0.0322	59.3000	73.4000	
0.2369	0.0322	59.7000	73.4000	
0.2369	0.0322	59.5000	73.5000	
0.2369	0.0322	59.4000	73.4000	
0.2369	0.0322	59.6000	73.4000	
0.2369	0.0322	59.5000	73.5000	
0.2369	0.0322	59.3000	73.4000	
0.2369	0.0322	59.5000	73.4000	
0.2368	0.0322	59.2000	73.4000	
0.2369	0.0322	59.4000	73.4000	
0.2369	0.0322	59.6000	73.4000	
0.2369	0.0322	59.5000	73.4000	
0.2369	0.0322	59.5000	73.4000	
0.2368	0.0322	59.2000	73.4000	
0.2368	0.0322	59.1000	73.4000	
0.2369	0.0322	59.4000	73.4000	
0.2369	0.0322	59.4000	73.4000	
0.2369	0.0322	59.8000	73.4000	
0.2369	0.0322	59.4000	73.4000	
0.2369	0.0322	59.4000	73.4000	
0.2369	0.0322	59.6000	73.4000	
0.2369	0.0322	59.4000	73.4000	
0.2369	0.0322	59.4000	73.5000	
0.2368	0.0322	59.1000	73.4000	
0.2369	0.0322	59.1000	73.4000	
0.2369	0.0322	59.3000	73.4000	
0.2370	0.0322	59.8000	73.4000	
0.2369	0.0322	59.9000	73.4000	
0.2369	0.0322	59.4000	73.4000	
0.2369	0.0321	59.5000	73.4000	
0.2369	0.0322	59.6000	73.5000	
0.2369	0.0322	59.1000	73.4000	
0.2369	0.0321	59.4000	73.4000	
0.2369	0.0321	59.5000	73.4000	
0.2369	0.0321	59.6000	73.4000	
0.2369	0.0321	59.4000	73.4000	
0.2369	0.0321	59.4000	73.4000	
0.2369	0.0321	59.5000	73.4000	
0.2369	0.0321	59.5000	73.4000	
0.2369	0.0321	59.5000	73.5000	
0.2369	0.0321	59.4000	73.4000	
0.2369	0.0321	59.8000	73.4000	
0.2369	0.0321	59.8000	73.5000	
0.2368	0.0321	59.1000	73.4000	
0.2369	0.0321	59.4000	73.4000	
0.2369	0.0321	59.7000	73.5000	
0.2369	0.0321	59.5000	73.4000	
0.2369	0.0321	59.2000	73.4000	
0.2369	0.0321	59.2000	73.6000	
