Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.4595	0.2030	50.4000	56.8000	
0.4035	0.1731	50.0000	50.0000	
0.3545	0.1541	50.0000	50.0000	
0.3114	0.1413	50.0000	50.0000	
0.2790	0.1302	50.0000	50.0000	
0.2544	0.1191	50.0000	50.0000	
0.2397	0.1095	50.0000	50.0000	
0.2330	0.1011	50.0000	51.1000	
0.2290	0.0932	50.0000	52.5000	
0.2257	0.0864	50.0000	55.8000	
0.2232	0.0803	69.3000	58.5000	
0.2197	0.0750	70.1000	60.6000	
0.2175	0.0704	71.6000	62.0000	
0.2141	0.0663	71.3000	62.7000	
0.2118	0.0627	72.2000	62.7000	
0.2093	0.0597	73.2000	62.4000	
0.2069	0.0568	73.2000	62.4000	
0.2047	0.0542	73.0000	60.5000	
0.2027	0.0518	72.9000	60.1000	
0.2013	0.0496	72.7000	59.3000	
0.1981	0.0475	73.1000	59.2000	
0.1973	0.0455	73.0000	59.4000	
0.1947	0.0437	72.6000	59.1000	
0.1935	0.0418	73.2000	59.5000	
0.1911	0.0401	72.8000	59.6000	
0.1903	0.0384	73.2000	59.2000	
0.1883	0.0368	73.2000	60.7000	
0.1876	0.0353	73.9000	60.7000	
0.1847	0.0337	72.8000	60.8000	
0.1849	0.0324	73.5000	61.6000	
0.1828	0.0309	73.2000	61.7000	
0.1823	0.0296	73.2000	61.9000	
0.1806	0.0283	73.0000	62.6000	
0.1815	0.0271	73.9000	61.9000	
0.1787	0.0259	73.2000	62.9000	
0.1799	0.0248	73.6000	62.5000	
0.1774	0.0237	72.9000	63.1000	
0.1773	0.0227	73.8000	62.9000	
0.1765	0.0217	73.4000	63.5000	
0.1763	0.0208	73.8000	63.5000	
0.1754	0.0199	73.9000	63.8000	
0.1752	0.0191	73.5000	63.8000	
0.1745	0.0183	74.0000	64.5000	
0.1729	0.0175	73.0000	64.9000	
0.1735	0.0168	74.1000	65.1000	
0.1731	0.0162	73.8000	65.4000	
0.1721	0.0156	73.8000	65.8000	
0.1722	0.0150	73.8000	66.3000	
0.1713	0.0144	73.8000	65.4000	
0.1713	0.0139	73.9000	65.9000	
0.1716	0.0138	73.9000	66.1000	
0.1711	0.0138	73.9000	66.1000	
0.1708	0.0138	73.6000	66.1000	
0.1711	0.0137	73.9000	65.9000	
0.1713	0.0137	73.9000	66.0000	
0.1711	0.0136	74.0000	66.1000	
0.1713	0.0136	73.9000	65.9000	
0.1709	0.0135	73.9000	66.0000	
0.1709	0.0134	73.9000	65.9000	
0.1707	0.0134	73.6000	65.9000	
0.1710	0.0134	73.8000	66.1000	
