Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.4393	0.1028	50.1250	52.2250	
0.3458	0.0797	50.7000	60.7000	
0.3010	0.0695	50.7500	65.7000	
0.2752	0.0628	51.8000	67.6000	
0.2626	0.0579	56.0000	69.3000	
0.2588	0.0536	56.1500	71.7750	
0.2566	0.0501	55.8250	74.3750	
0.2547	0.0470	55.9250	75.2500	
0.2529	0.0443	56.2250	76.2250	
0.2517	0.0419	56.4750	76.4750	
0.2506	0.0398	56.0750	77.0750	
0.2498	0.0380	56.3500	77.1500	
0.2490	0.0365	56.2000	76.8000	
0.2481	0.0352	56.3500	76.6250	
0.2474	0.0341	56.1000	76.5250	
0.2468	0.0335	56.3750	76.5750	
0.2463	0.0332	56.3000	76.1500	
0.2459	0.0326	56.4000	75.8250	
0.2456	0.0325	56.4250	75.8500	
0.2453	0.0324	56.3250	75.6000	
0.2451	0.0323	56.3500	75.6000	
0.2449	0.0322	56.0750	75.6000	
0.2449	0.0321	56.1750	75.7250	
0.2447	0.0323	56.0250	75.8000	
0.2447	0.0323	56.4250	75.6250	
0.2447	0.0321	56.3500	75.8500	
0.2445	0.0320	56.0250	75.8500	
0.2444	0.0320	56.3500	75.7750	
0.2445	0.0320	56.2750	75.7000	
0.2443	0.0320	56.1500	75.7750	
0.2443	0.0320	56.1000	76.0500	
0.2444	0.0319	56.3750	75.8750	
0.2442	0.0320	56.4250	75.6250	
0.2442	0.0320	56.3750	75.7500	
0.2442	0.0319	56.3250	75.7250	
0.2442	0.0319	56.6250	75.6250	
0.2440	0.0319	56.4500	75.7500	
0.2440	0.0318	56.5000	75.8500	
0.2440	0.0318	56.1000	75.7250	
0.2439	0.0319	56.3500	75.6000	
0.2439	0.0318	56.5000	75.8000	
0.2440	0.0319	56.3250	75.8000	
0.2439	0.0319	56.5000	75.9000	
0.2439	0.0318	56.6750	75.6250	
0.2439	0.0318	56.3000	75.9750	
0.2438	0.0318	56.5250	75.7750	
0.2438	0.0318	56.2500	75.9750	
0.2438	0.0318	56.7500	75.7750	
0.2439	0.0317	56.2250	76.0500	
0.2437	0.0318	56.4500	75.8500	
0.2437	0.0317	56.5250	76.0000	
0.2437	0.0317	56.5750	75.8750	
0.2437	0.0317	56.5000	75.7500	
0.2437	0.0317	56.4750	75.7500	
0.2437	0.0317	56.4250	75.8000	
0.2437	0.0317	56.4750	75.8500	
0.2437	0.0317	56.4000	75.8750	
0.2437	0.0317	56.4500	75.8500	
0.2436	0.0317	56.4250	75.8000	
0.2437	0.0317	56.4250	75.8500	
0.2436	0.0317	56.4250	75.8250	
0.2436	0.0317	56.4500	75.8000	
0.2436	0.0317	56.3750	75.8500	
0.2436	0.0317	56.5000	75.7750	
0.2437	0.0317	56.4750	75.8250	
0.2436	0.0317	56.4500	75.8000	
0.2436	0.0317	56.4750	75.8500	
0.2436	0.0317	56.4750	75.8250	
0.2436	0.0317	56.4000	75.8250	
0.2436	0.0317	56.4750	75.8250	
0.2436	0.0317	56.4000	75.8500	
0.2436	0.0317	56.5250	75.8250	
0.2436	0.0317	56.4500	75.8250	
0.2436	0.0317	56.4750	75.8000	
0.2436	0.0317	56.5000	75.8500	
0.2436	0.0317	56.4250	75.8250	
0.2436	0.0317	56.5250	75.8500	
0.2436	0.0317	56.5000	75.8250	
0.2436	0.0317	56.4500	75.7500	
0.2436	0.0317	56.4750	75.9000	
0.2436	0.0317	56.4000	75.8750	
0.2436	0.0317	56.4000	75.7500	
0.2436	0.0317	56.4750	75.7250	
0.2436	0.0317	56.3750	75.8250	
0.2436	0.0317	56.4750	75.9000	
0.2436	0.0317	56.5000	75.8750	
0.2436	0.0317	56.3500	75.7750	
0.2436	0.0316	56.4000	75.7250	
0.2436	0.0317	56.4250	75.7750	
0.2436	0.0317	56.4500	75.8750	
0.2436	0.0316	56.4500	75.8750	
0.2436	0.0316	56.4750	75.8750	
0.2436	0.0317	56.3250	75.8000	
0.2436	0.0316	56.3750	75.8250	
0.2436	0.0317	56.3750	75.8000	
0.2436	0.0316	56.3750	75.7500	
0.2436	0.0316	56.4000	75.8750	
0.2436	0.0316	56.5000	75.8000	
0.2436	0.0317	56.4500	75.8250	
0.2436	0.0316	56.3250	75.8500	
0.2436	0.0317	56.4500	75.8250	
0.2436	0.0316	56.4000	75.7500	
0.2436	0.0316	56.4750	75.7750	
0.2436	0.0316	56.5500	75.7750	
0.2435	0.0316	56.5250	75.7500	
0.2435	0.0316	56.4500	75.8250	
0.2436	0.0316	56.4000	75.8500	
0.2435	0.0316	56.4500	75.8500	
0.2435	0.0316	56.3750	75.7750	
0.2435	0.0316	56.4250	75.8500	
0.2435	0.0316	56.3250	75.8750	
0.2436	0.0316	56.4750	75.7750	
0.2435	0.0316	56.4000	75.7500	
0.2435	0.0317	56.3500	75.7250	
0.2435	0.0316	56.3500	75.7750	
0.2435	0.0316	56.3750	75.9000	
0.2435	0.0317	56.4250	75.7750	
0.2435	0.0316	56.4500	75.7750	
0.2435	0.0316	56.5000	75.8500	
0.2435	0.0316	56.3750	75.7500	
0.2435	0.0316	56.3500	75.7750	
0.2435	0.0316	56.4750	75.8000	
0.2435	0.0317	56.4750	75.7500	
0.2435	0.0316	56.5500	75.7000	
0.2435	0.0316	56.4500	75.7250	
0.2435	0.0316	56.4000	75.8250	
0.2435	0.0316	56.4000	75.8250	
0.2435	0.0316	56.4000	75.7500	
0.2435	0.0316	56.4500	75.8000	
0.2435	0.0316	56.3500	75.8000	
0.2435	0.0317	56.3000	75.7500	
0.2435	0.0316	56.4250	75.7500	
0.2435	0.0316	56.4750	75.8500	
0.2435	0.0316	56.4250	75.8000	
0.2435	0.0316	56.4250	75.8000	
0.2435	0.0316	56.4250	75.8500	
0.2435	0.0316	56.4000	75.7500	
0.2435	0.0316	56.4000	75.7500	
0.2435	0.0316	56.3750	75.8000	
0.2435	0.0316	56.4000	75.8250	
0.2435	0.0316	56.4750	75.8000	
0.2435	0.0316	56.5000	75.7750	
0.2435	0.0316	56.4000	75.8500	
0.2435	0.0316	56.4250	75.8500	
0.2435	0.0316	56.4250	75.7500	
0.2435	0.0316	56.4000	75.8250	
0.2435	0.0316	56.3750	75.8250	
0.2435	0.0316	56.4000	75.8000	
0.2435	0.0316	56.4250	75.8000	
0.2435	0.0316	56.3750	75.8500	
0.2434	0.0316	56.4500	75.8250	
0.2434	0.0316	56.4500	75.8250	
0.2434	0.0316	56.4250	75.8000	
0.2434	0.0316	56.4750	75.7750	
0.2434	0.0316	56.4750	75.7750	
0.2434	0.0316	56.4000	75.8750	
0.2434	0.0316	56.4000	75.7750	
0.2434	0.0316	56.4250	75.8500	
0.2434	0.0316	56.4500	75.8000	
0.2434	0.0316	56.4500	75.8250	
0.2434	0.0316	56.4000	75.8250	
0.2434	0.0316	56.5500	75.8500	
0.2434	0.0316	56.5500	75.8250	
0.2434	0.0316	56.4750	75.8250	
0.2434	0.0316	56.4750	75.8250	
0.2434	0.0316	56.5000	75.7500	
0.2434	0.0316	56.4250	75.9250	
0.2434	0.0316	56.5000	75.8250	
0.2434	0.0316	56.5500	75.8000	
0.2434	0.0316	56.5000	75.8000	
0.2434	0.0316	56.6250	75.8250	
0.2434	0.0316	56.5500	75.7500	
0.2434	0.0316	56.5500	75.8500	
0.2434	0.0316	56.4250	75.8000	
0.2434	0.0316	56.4250	75.8250	
0.2434	0.0316	56.3250	75.8750	
0.2434	0.0316	56.4250	75.8500	
0.2434	0.0316	56.5750	75.7500	
0.2434	0.0316	56.4000	75.8250	
0.2434	0.0316	56.3250	75.9000	
0.2434	0.0316	56.4000	75.8750	
0.2434	0.0317	56.5000	75.8250	
0.2434	0.0316	56.3500	75.8750	
0.2434	0.0316	56.4500	75.8500	
0.2434	0.0316	56.5750	75.7500	
0.2434	0.0316	56.4500	75.8750	
0.2434	0.0316	56.7750	75.8500	
0.2434	0.0316	56.3750	75.8000	
0.2434	0.0316	56.6500	75.7750	
0.2434	0.0316	56.5750	75.8000	
0.2434	0.0316	56.5500	75.8000	
0.2433	0.0316	56.5750	75.8000	
0.2434	0.0316	56.6500	75.8000	
0.2434	0.0316	56.6750	75.7750	
0.2433	0.0316	56.6250	75.8500	
0.2433	0.0316	56.6250	75.8000	
0.2434	0.0316	56.4250	75.8250	
0.2433	0.0316	56.3500	75.8250	
0.2433	0.0316	56.5500	75.8000	
0.2433	0.0316	56.6250	75.8000	
