Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.4360	0.1983	47.0750	50.3250	
0.3176	0.1080	49.4250	52.9750	
0.2621	0.0888	49.8250	57.7250	
0.2565	0.0793	49.0250	66.2500	
0.2560	0.0741	50.7750	68.4250	
0.2515	0.0704	55.4500	68.8500	
0.2506	0.0674	56.0000	68.5750	
0.2499	0.0650	55.5750	68.4500	
0.2490	0.0631	56.3250	68.9000	
0.2485	0.0614	55.2250	68.7500	
0.2481	0.0598	55.6500	69.3250	
0.2473	0.0582	56.3000	69.3500	
0.2469	0.0566	56.0750	69.8250	
0.2467	0.0549	56.1750	70.5250	
0.2464	0.0533	56.1500	70.9000	
0.2462	0.0515	56.2750	71.3250	
0.2460	0.0498	56.0500	71.6500	
0.2459	0.0482	56.0500	71.9750	
0.2457	0.0466	55.9500	71.9250	
0.2457	0.0452	56.0500	72.3750	
0.2455	0.0438	55.8500	72.4750	
0.2455	0.0425	56.1250	72.7000	
0.2455	0.0413	55.6500	73.2250	
0.2453	0.0402	55.7500	73.0750	
0.2453	0.0392	56.0500	73.3250	
0.2452	0.0383	56.0250	73.7750	
0.2451	0.0375	56.1000	73.8000	
0.2452	0.0369	55.6000	74.1500	
0.2451	0.0363	55.8750	74.3000	
0.2452	0.0358	56.0500	74.1750	
0.2451	0.0353	55.9000	74.5500	
0.2449	0.0350	56.0250	74.8500	
0.2450	0.0347	55.7750	74.7500	
0.2449	0.0344	56.0250	74.7250	
0.2449	0.0342	56.1000	74.9750	
0.2449	0.0340	55.7000	75.1000	
0.2449	0.0340	55.6500	75.1250	
0.2448	0.0338	55.7000	75.2250	
0.2448	0.0337	55.8000	75.2500	
0.2447	0.0336	56.1750	75.5250	
0.2448	0.0336	55.9000	75.5000	
0.2448	0.0337	56.0000	75.4750	
0.2447	0.0336	55.7500	75.5250	
0.2447	0.0335	56.0500	75.6250	
0.2445	0.0334	56.1000	75.5750	
0.2447	0.0334	55.8250	75.6500	
0.2445	0.0334	55.9250	75.6000	
0.2446	0.0333	56.0500	75.6000	
0.2446	0.0334	55.5750	75.7250	
0.2445	0.0333	55.8750	75.6250	
0.2445	0.0333	55.8750	75.6500	
0.2445	0.0333	55.9500	75.6500	
0.2445	0.0333	55.8500	75.6000	
0.2445	0.0333	55.9250	75.6250	
0.2444	0.0333	56.2250	75.6250	
0.2444	0.0333	56.0250	75.6250	
0.2444	0.0333	55.9500	75.6500	
0.2444	0.0333	55.8750	75.6000	
0.2444	0.0333	55.9250	75.5750	
0.2444	0.0333	55.8250	75.6250	
0.2444	0.0333	55.8250	75.5750	
0.2444	0.0332	55.8750	75.5500	
0.2444	0.0332	55.8000	75.5000	
0.2444	0.0332	55.9750	75.4750	
0.2444	0.0332	56.2250	75.4500	
0.2444	0.0332	55.9750	75.4750	
0.2444	0.0332	55.8000	75.4250	
0.2444	0.0332	55.8250	75.4250	
0.2444	0.0332	55.8750	75.4500	
0.2444	0.0331	55.8250	75.3500	
0.2444	0.0331	55.7250	75.1750	
0.2444	0.0331	56.0000	75.2000	
0.2444	0.0331	56.1250	75.1250	
0.2444	0.0331	55.9000	75.1750	
0.2444	0.0331	55.8000	75.1250	
0.2444	0.0331	56.0750	75.0500	
0.2444	0.0331	55.7250	75.0500	
0.2444	0.0331	55.7750	75.0750	
0.2444	0.0331	55.7750	75.0750	
