Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.3563	0.1013	51.2000	54.8000	
0.3053	0.0851	51.3000	58.4000	
0.2778	0.0756	51.9000	61.5000	
0.2614	0.0671	55.3000	64.2000	
0.2559	0.0615	62.4000	67.3000	
0.2543	0.0565	63.2000	70.2000	
0.2521	0.0523	63.1000	72.6000	
0.2492	0.0484	62.3000	73.3000	
0.2471	0.0450	61.8000	73.3000	
0.2455	0.0421	61.6000	74.1000	
0.2442	0.0394	61.1000	75.0000	
0.2428	0.0373	60.8000	74.5000	
0.2417	0.0351	61.5000	74.4000	
0.2406	0.0337	62.0000	74.6000	
0.2393	0.0324	62.3000	74.3000	
0.2382	0.0321	62.3000	73.7000	
0.2375	0.0309	62.0000	73.7000	
0.2369	0.0309	62.2000	73.9000	
0.2363	0.0303	62.0000	73.3000	
0.2359	0.0303	62.1000	73.7000	
0.2356	0.0302	62.3000	73.3000	
0.2352	0.0300	62.2000	73.9000	
0.2349	0.0301	62.4000	74.5000	
0.2349	0.0300	61.9000	74.4000	
0.2347	0.0300	61.9000	74.9000	
0.2344	0.0300	62.3000	74.7000	
0.2344	0.0298	62.0000	74.9000	
0.2346	0.0298	62.2000	74.7000	
0.2344	0.0298	62.0000	75.0000	
0.2340	0.0299	62.1000	74.8000	
0.2340	0.0299	62.1000	75.4000	
0.2343	0.0297	62.1000	74.8000	
0.2340	0.0299	62.7000	75.1000	
0.2340	0.0298	61.6000	75.5000	
0.2340	0.0296	62.0000	75.5000	
0.2338	0.0297	62.3000	75.3000	
0.2339	0.0296	61.9000	75.0000	
0.2339	0.0297	62.0000	75.2000	
0.2340	0.0295	62.0000	74.8000	
0.2338	0.0296	61.8000	75.3000	
0.2339	0.0295	61.9000	74.8000	
0.2339	0.0295	61.6000	75.0000	
0.2339	0.0298	61.9000	75.6000	
0.2339	0.0295	62.1000	75.3000	
0.2337	0.0295	62.2000	75.0000	
0.2340	0.0294	61.9000	74.9000	
0.2337	0.0294	61.9000	75.0000	
0.2335	0.0296	62.2000	74.9000	
0.2339	0.0293	61.9000	75.3000	
0.2335	0.0295	62.0000	75.0000	
0.2335	0.0294	61.9000	74.9000	
0.2336	0.0293	61.9000	75.1000	
0.2336	0.0293	62.1000	75.1000	
0.2336	0.0293	62.1000	75.2000	
0.2336	0.0294	62.0000	75.1000	
0.2336	0.0294	62.0000	75.2000	
0.2336	0.0294	62.0000	75.2000	
0.2336	0.0293	62.0000	75.2000	
0.2336	0.0293	62.0000	75.2000	
0.2336	0.0293	61.8000	75.2000	
0.2336	0.0294	62.1000	75.1000	
0.2336	0.0293	62.0000	75.1000	
0.2336	0.0293	61.6000	75.2000	
0.2336	0.0293	61.8000	75.2000	
0.2336	0.0293	62.0000	75.2000	
0.2336	0.0294	62.1000	75.1000	
0.2336	0.0293	62.0000	75.0000	
0.2336	0.0293	62.0000	75.2000	
0.2336	0.0293	62.0000	75.1000	
0.2336	0.0293	61.8000	75.2000	
0.2336	0.0294	61.6000	75.1000	
0.2336	0.0293	62.1000	75.0000	
0.2336	0.0293	62.0000	75.1000	
0.2336	0.0293	61.7000	75.1000	
0.2336	0.0293	61.9000	75.1000	
0.2336	0.0293	62.0000	75.1000	
0.2336	0.0293	61.8000	75.0000	
0.2336	0.0293	61.8000	74.9000	
0.2336	0.0293	61.8000	75.0000	
0.2336	0.0293	61.4000	74.9000	
0.2336	0.0293	62.0000	75.0000	
0.2336	0.0293	61.7000	74.9000	
0.2336	0.0293	62.0000	75.0000	
0.2336	0.0293	61.8000	74.9000	
0.2336	0.0293	61.6000	74.8000	
0.2336	0.0293	62.0000	75.0000	
0.2336	0.0293	62.0000	75.0000	
0.2336	0.0293	61.9000	75.0000	
0.2336	0.0293	62.0000	74.8000	
0.2336	0.0293	61.6000	75.0000	
0.2336	0.0293	61.5000	75.0000	
0.2336	0.0293	61.9000	75.0000	
0.2336	0.0293	61.9000	75.0000	
0.2336	0.0293	62.0000	74.9000	
0.2335	0.0293	61.9000	75.0000	
0.2336	0.0293	61.9000	75.0000	
0.2336	0.0293	62.0000	74.9000	
