Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.5002	0.1337	57.9750	43.2000	
0.3807	0.0940	55.8750	62.9250	
0.3156	0.0750	54.8750	70.9750	
0.2757	0.0623	55.1000	70.9500	
0.2558	0.0553	57.1750	71.3250	
0.2501	0.0511	59.9250	71.5250	
0.2496	0.0477	59.8250	72.2000	
0.2489	0.0445	59.7000	72.4000	
0.2477	0.0413	60.1500	72.3750	
0.2470	0.0386	60.2750	72.8500	
0.2464	0.0365	59.8750	73.0250	
0.2458	0.0348	59.8500	73.1750	
0.2452	0.0334	60.1250	73.4500	
0.2445	0.0322	59.9250	73.5250	
0.2439	0.0313	59.8500	73.6750	
0.2433	0.0305	60.1750	73.3750	
0.2429	0.0298	59.7500	73.7500	
0.2424	0.0293	60.2250	73.5750	
0.2420	0.0288	59.9500	73.9000	
0.2415	0.0284	59.9250	73.8750	
0.2411	0.0281	59.9750	74.1000	
0.2408	0.0279	59.7500	74.1750	
0.2404	0.0276	59.9250	74.1500	
0.2401	0.0274	60.0000	74.3250	
0.2397	0.0272	59.8000	74.6250	
0.2394	0.0270	59.7750	74.5250	
0.2391	0.0268	59.7750	74.6500	
0.2388	0.0267	59.8500	74.9750	
0.2386	0.0266	59.9750	75.3000	
0.2385	0.0265	59.9000	75.3750	
0.2384	0.0264	59.6500	75.4250	
0.2380	0.0263	60.0500	75.5000	
0.2380	0.0261	59.8500	75.5000	
0.2378	0.0261	60.0000	75.3250	
0.2377	0.0262	59.8250	75.3750	
0.2376	0.0260	60.0750	75.2250	
0.2376	0.0259	59.8500	75.2500	
0.2374	0.0259	59.9750	75.3000	
0.2374	0.0259	59.9750	75.3500	
0.2374	0.0259	59.9000	75.2250	
0.2372	0.0258	59.9000	75.3000	
0.2375	0.0259	60.3000	75.2500	
0.2373	0.0258	59.6250	75.3000	
0.2372	0.0258	60.0500	75.2750	
0.2371	0.0258	60.0750	75.3750	
0.2370	0.0259	60.1000	75.1750	
0.2370	0.0258	60.1250	75.2750	
0.2369	0.0257	60.0000	75.3500	
0.2369	0.0257	60.0000	75.2750	
0.2369	0.0257	60.0750	75.2750	
0.2367	0.0257	59.9250	75.3500	
0.2367	0.0256	59.9250	75.3500	
0.2367	0.0256	59.8750	75.3250	
0.2367	0.0256	59.9250	75.3250	
0.2367	0.0256	60.1250	75.3500	
0.2367	0.0256	59.9750	75.3500	
0.2367	0.0256	60.0000	75.3250	
0.2367	0.0256	60.1000	75.3500	
0.2367	0.0256	60.2500	75.3250	
0.2367	0.0256	60.1250	75.3500	
0.2367	0.0256	60.0750	75.3000	
0.2367	0.0256	60.0500	75.3250	
0.2367	0.0256	60.0750	75.3000	
0.2367	0.0256	60.1250	75.3000	
0.2366	0.0256	60.0500	75.3500	
0.2366	0.0256	60.1000	75.3250	
0.2366	0.0256	60.0500	75.3250	
0.2366	0.0256	60.1250	75.3500	
0.2366	0.0256	60.0750	75.3500	
0.2366	0.0256	59.9250	75.3750	
0.2366	0.0256	60.0000	75.3500	
0.2366	0.0256	60.0750	75.3500	
0.2366	0.0256	60.0750	75.3500	
0.2366	0.0256	59.9250	75.3750	
0.2366	0.0256	60.0250	75.3750	
0.2366	0.0256	60.1000	75.3500	
0.2366	0.0256	60.0250	75.3500	
0.2366	0.0256	60.0500	75.3250	
0.2366	0.0256	60.0250	75.3250	
0.2366	0.0256	60.0750	75.3750	
0.2366	0.0256	60.1500	75.3750	
0.2366	0.0256	60.1000	75.3750	
0.2366	0.0256	60.0500	75.3500	
0.2366	0.0256	59.9500	75.3750	
0.2366	0.0256	59.8500	75.3250	
0.2365	0.0256	59.9750	75.3750	
0.2365	0.0256	60.0500	75.3500	
0.2365	0.0256	60.0000	75.3250	
