Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.4005	0.1543	50.0000	82.6000	
0.2615	0.0848	68.3500	90.7750	
0.2163	0.0409	74.0750	95.2750	
0.2121	0.0217	73.8500	90.7750	
0.2041	0.0115	74.1000	85.7500	
0.1974	0.0073	74.5750	81.9000	
0.1930	0.0051	74.2250	79.4000	
0.1883	0.0037	74.1250	76.8750	
0.1848	0.0029	74.0500	75.5250	
0.1817	0.0024	74.0250	75.0000	
0.1787	0.0021	74.1000	74.5250	
0.1759	0.0018	74.2250	74.8250	
0.1733	0.0016	74.2500	74.8500	
0.1709	0.0015	74.1250	74.7750	
0.1687	0.0014	74.3000	75.2000	
0.1663	0.0013	74.4750	75.2500	
0.1643	0.0013	74.2500	75.1500	
0.1626	0.0012	74.4250	75.2250	
0.1611	0.0012	74.2750	75.3500	
0.1596	0.0011	74.1500	75.2000	
0.1583	0.0011	74.4750	75.1250	
0.1572	0.0010	74.3250	75.2250	
0.1562	0.0010	74.3000	75.1750	
0.1553	0.0010	74.2000	75.3250	
0.1546	0.0010	74.2250	75.3250	
0.1540	0.0009	74.2250	75.3000	
0.1534	0.0009	74.1500	75.4250	
0.1529	0.0009	74.3250	75.3250	
0.1526	0.0009	74.4000	75.6500	
0.1522	0.0009	74.3000	75.4500	
0.1518	0.0009	74.3250	75.2500	
0.1515	0.0009	74.1500	75.4750	
0.1513	0.0009	74.4500	75.4000	
0.1512	0.0009	74.0500	75.4250	
0.1509	0.0009	74.2750	75.5250	
0.1510	0.0009	74.2000	75.4250	
0.1505	0.0009	74.3500	75.4500	
0.1503	0.0009	74.1000	75.2000	
0.1500	0.0009	74.1500	75.3250	
0.1499	0.0009	74.0250	75.3250	
0.1500	0.0009	74.3750	75.4000	
0.1500	0.0009	74.0500	75.2250	
0.1497	0.0009	74.1750	75.1750	
0.1497	0.0009	73.8750	75.4250	
0.1493	0.0009	74.4000	75.2750	
0.1489	0.0009	74.4250	75.2000	
0.1489	0.0009	74.2250	75.3500	
0.1488	0.0009	74.3000	75.2000	
0.1487	0.0009	74.2500	75.2750	
0.1487	0.0009	74.3000	75.1000	
0.1485	0.0009	74.2750	75.1000	
0.1485	0.0009	74.3750	75.2250	
0.1484	0.0009	74.3250	75.2500	
0.1484	0.0009	74.3250	75.3000	
0.1484	0.0009	74.4000	75.0750	
0.1483	0.0009	74.4250	75.2000	
0.1483	0.0009	74.3500	75.2000	
0.1483	0.0009	74.3500	75.1750	
0.1483	0.0009	74.4500	75.2000	
0.1483	0.0009	74.4000	75.1250	
0.1483	0.0009	74.3750	75.2000	
0.1483	0.0009	74.4000	75.2000	
0.1483	0.0009	74.3750	75.0750	
0.1482	0.0009	74.3750	75.2000	
0.1482	0.0009	74.4000	75.2000	
0.1482	0.0009	74.4250	75.1500	
0.1482	0.0009	74.4000	75.1750	
0.1482	0.0009	74.4000	75.1500	
0.1482	0.0009	74.4250	75.2000	
0.1482	0.0009	74.4750	75.2000	
0.1482	0.0009	74.4250	75.2000	
0.1482	0.0009	74.4250	75.1250	
0.1482	0.0009	74.4000	75.1750	
0.1481	0.0009	74.4250	75.2000	
0.1482	0.0009	74.4500	75.2000	
0.1481	0.0009	74.5750	75.2000	
0.1481	0.0009	74.4500	75.2000	
0.1481	0.0009	74.3500	75.1750	
0.1481	0.0009	74.4500	75.1000	
0.1481	0.0009	74.4500	75.1750	
0.1481	0.0009	74.5000	75.1750	
0.1481	0.0009	74.4250	75.1750	
0.1480	0.0009	74.4500	75.1750	
0.1480	0.0009	74.4500	75.1250	
0.1480	0.0009	74.4500	75.2250	
0.1480	0.0009	74.4000	75.1000	
0.1480	0.0009	74.4500	75.1750	
0.1480	0.0009	74.4500	75.1250	
0.1480	0.0009	74.4750	75.2750	
0.1480	0.0009	74.4500	75.0750	
0.1480	0.0009	74.3750	75.1250	
0.1480	0.0009	74.3000	75.1750	
0.1479	0.0009	74.5500	75.1750	
0.1479	0.0009	74.5000	75.2000	
0.1479	0.0009	74.4750	75.1750	
0.1479	0.0009	74.4000	75.1500	
0.1479	0.0009	74.4500	75.1750	
0.1479	0.0009	74.4750	75.2250	
0.1479	0.0009	74.4000	75.2250	
0.1479	0.0009	74.5250	75.1750	
0.1478	0.0009	74.5000	75.2500	
0.1478	0.0009	74.4250	75.2250	
0.1478	0.0009	74.3750	75.2250	
0.1478	0.0009	74.4750	75.2250	
0.1478	0.0009	74.4000	75.2500	
0.1478	0.0009	74.4000	75.0750	
0.1478	0.0009	74.4500	75.2750	
0.1478	0.0009	74.4250	75.1000	
0.1478	0.0009	74.4000	75.2000	
0.1478	0.0009	74.4250	75.1250	
0.1477	0.0009	74.5000	75.2000	
0.1477	0.0009	74.4250	75.1000	
0.1477	0.0009	74.4750	75.2250	
0.1477	0.0009	74.4250	75.2500	
0.1477	0.0009	74.4000	75.2250	
0.1477	0.0009	74.5000	75.0750	
0.1477	0.0009	74.4250	75.1750	
0.1476	0.0009	74.4250	75.2250	
0.1476	0.0009	74.4750	75.2000	
0.1476	0.0009	74.4750	75.1500	
0.1476	0.0009	74.4250	75.1750	
0.1476	0.0009	74.4000	75.1000	
0.1476	0.0009	74.4000	75.2250	
0.1476	0.0009	74.4250	75.0750	
0.1475	0.0009	74.4500	75.2000	
0.1476	0.0009	74.4750	75.1000	
0.1475	0.0009	74.4250	75.1500	
0.1475	0.0009	74.4500	75.1500	
0.1475	0.0009	74.4750	75.1500	
0.1475	0.0009	74.3750	75.1500	
0.1475	0.0009	74.4000	75.1000	
0.1475	0.0009	74.4500	75.1500	
0.1474	0.0009	74.4250	75.1250	
0.1474	0.0009	74.4500	75.1750	
0.1474	0.0009	74.4500	75.1000	
0.1474	0.0009	74.4250	75.3000	
0.1474	0.0009	74.4000	75.0750	
0.1474	0.0009	74.4500	75.2250	
0.1474	0.0009	74.3750	75.0250	
0.1474	0.0009	74.5250	75.2000	
0.1473	0.0009	74.4500	75.0750	
0.1474	0.0009	74.4000	75.2000	
0.1473	0.0009	74.5000	75.0750	
0.1473	0.0009	74.3500	75.2250	
0.1473	0.0009	74.3500	75.1250	
0.1473	0.0008	74.4000	75.2000	
0.1473	0.0008	74.4000	75.2000	
0.1473	0.0008	74.4750	75.1750	
0.1472	0.0008	74.5000	75.1750	
0.1473	0.0008	74.4000	75.0750	
0.1472	0.0008	74.4250	75.2250	
0.1472	0.0008	74.4750	75.1500	
0.1472	0.0008	74.5250	75.2500	
0.1472	0.0008	74.4750	75.1250	
0.1472	0.0008	74.3500	75.1500	
0.1472	0.0008	74.4250	75.0500	
0.1472	0.0008	74.4750	75.2250	
0.1472	0.0008	74.4500	75.0750	
0.1471	0.0008	74.4750	75.1250	
0.1472	0.0008	74.4500	75.1750	
0.1471	0.0008	74.3500	75.2000	
0.1471	0.0008	74.4750	75.1500	
0.1471	0.0008	74.5000	75.1500	
0.1471	0.0008	74.4500	75.1750	
0.1471	0.0008	74.4000	75.0750	
0.1471	0.0008	74.5000	75.1250	
0.1470	0.0008	74.4750	75.0000	
0.1471	0.0008	74.3000	75.1250	
0.1470	0.0008	74.2500	75.1000	
0.1470	0.0008	74.4000	75.2000	
0.1470	0.0008	74.4250	75.0750	
0.1470	0.0008	74.3750	75.1250	
0.1470	0.0008	74.5250	75.0750	
0.1470	0.0008	74.4500	75.2000	
0.1469	0.0008	74.4500	75.2000	
0.1470	0.0008	74.2750	75.2000	
0.1469	0.0008	74.4250	75.0000	
0.1469	0.0008	74.5000	75.1250	
0.1469	0.0008	74.5500	75.1000	
0.1469	0.0008	74.3250	75.1250	
0.1469	0.0008	74.3500	75.1000	
0.1469	0.0008	74.4500	75.0250	
0.1469	0.0008	74.4000	75.1250	
0.1468	0.0008	74.4000	75.1250	
0.1468	0.0008	74.4250	75.1000	
0.1468	0.0008	74.5000	75.1000	
0.1468	0.0008	74.3750	75.1500	
0.1468	0.0008	74.4750	75.0250	
0.1468	0.0008	74.5000	75.0500	
0.1468	0.0008	74.4500	75.1500	
0.1468	0.0008	74.4000	75.0750	
0.1468	0.0008	74.5250	75.1750	
0.1468	0.0008	74.4250	75.0500	
0.1467	0.0008	74.3750	75.2750	
0.1468	0.0008	74.4250	75.1000	
0.1467	0.0008	74.5500	75.2750	
0.1467	0.0008	74.4500	75.1000	
0.1467	0.0008	74.3000	75.1250	
0.1467	0.0008	74.3000	75.0500	
0.1467	0.0008	74.4000	75.1000	
